"","T Cells","NK","Macrophages","Cancer Cells","B Cells","Endothelial Cells","Fibroblasts"
"TCGA.24.1544.01A",0,0,0.000248585632719595,0.958342528844805,0,0.0377493568560246,0.00365952866645065
"TCGA.13.0768.01A",0,0,0.155272925266847,0.178559618934256,0,0.224146007022858,0.442021448776039
"TCGA.30.1718.01A",0,0,0.00462175322167278,0.598189993606798,0,0.0129787249913292,0.3842095281802
"TCGA.04.1337.01A",0,0,0,0.334111188168207,0,0.0824653662985494,0.583423445533244
"TCGA.23.1114.01B",0,0,0,0.605854588126351,0,0.0626064077383081,0.331539004135341
"TCGA.13.0801.01A",0,0,0.511815741710163,0.487624158204045,0,0,0.000560100085792357
"TCGA.29.1766.01A",0,0,0.0143965791263496,0.523804864132956,0,0.00439619769221934,0.457402359048475
"TCGA.13.1499.01A",0,0,0.0579548131698643,0.38761878851598,0,0.0992219170909807,0.455204481223175
"TCGA.61.1737.01A",0,0,0.0115005871743219,0.484023660520206,0,0.0387054330880956,0.465770319217377
"TCGA.29.1701.01A",0,0,0.131180965644496,0.621634664412873,0,0.0616552543743085,0.185529115568322
"TCGA.24.1470.01A",0,0,0.221691225998702,0.381717074775913,0,0.356724036886379,0.0398676623390065
"TCGA.09.2054.01A",0,0,0,0.462742096380607,0,0.28923058427615,0.248027319343243
"TCGA.24.1558.01A",0,0,0.0010846988024675,0.865341052234772,0,0.0680079900342335,0.0655662589285274
"TCGA.24.2035.01A",0,0,0.0799094491617831,0.163900087096417,0,0.174879461697243,0.581311002044557
"TCGA.24.1923.01A",0,0,0,0.474493381770284,0,0.190955889326917,0.334550728902799
"TCGA.24.1463.01A",0,0,0.0185403677347093,0.388939325119853,0,0.14712497117686,0.445395335968578
"TCGA.13.1404.01A",0,0,0,0.728692176305288,0,0.0335346398817019,0.23777318381301
"TCGA.04.1338.01A",0,0,0.048194915698414,0.473980001250004,0,0.00733370349010905,0.470491379561473
"TCGA.61.1918.01A",0,0,0.0725157356208598,0.638918662975029,0,0.206290624710521,0.0822749766935899
"TCGA.57.1993.01A",0,0,0.00380183600927373,0.628634314629938,0,0.288998156945228,0.0785656924155603
"TCGA.25.1313.01A",0,0,0.224092420812127,0.540882617095339,0,0.07825157978869,0.156773382303844
"TCGA.VG.A8LO.01A",0,0,0,0.830163273202942,0,0.145412186184987,0.0244245406120709
"TCGA.24.2027.01A",0,0,0,0.870664073851336,0,0.120950290841072,0.00838563530759166
"TCGA.25.2400.01A",0,0,0.00575824783454226,0.845192499945905,0,0.139004632854353,0.010044619365199
"TCGA.24.1435.01A",0,0,0.0607793847507049,0.328652109226258,0,0.136803961801165,0.473764544221872
"TCGA.29.2427.01A",0,0,0.409129495147678,0.352345600020875,0,0.0981219893568021,0.140402915474645
"TCGA.04.1536.01A",0,0,0.00889619101713354,0.91622950543399,0,0.0572179879378478,0.0176563156110284
"TCGA.24.2019.01A",0,0,0,0.774396331927178,0,0.212218460485914,0.013385207586908
"TCGA.29.1784.01A",0,0,0.20108302744503,0.729138128331041,0,0.0686588170560039,0.00112002716792507
"TCGA.24.2036.01A",0,0,0,0.715369370437493,0,0.284630629562507,0
"TCGA.24.1546.01A",0,0,0.0461851587918579,0.323604167184215,0,0,0.630210674023927
"TCGA.29.1705.01A",0,0,0.0010767657764584,0.568497839356797,0,0.0478517648811881,0.382573629985556
"TCGA.04.1514.01A",0,0,0,0.646160688285154,0,0.182467213884266,0.17137209783058
"TCGA.59.A5PD.01A",0,0,0.00213997497691006,0.871833236259803,0,0.123632066834444,0.00239472192884271
"TCGA.61.1736.01B",0,0,0.0058364332327238,0.649937460176335,0,0.325411815661517,0.0188142909294243
"TCGA.31.1956.01A",0,0,0.389181682284698,0.13214849875084,0,0.200272802033539,0.278397016930924
"TCGA.09.2053.01C",0,0,0.0217724903115452,0.757202773103474,0,0.122473247875788,0.0985514887091924
"TCGA.13.1510.01A",0,0,0,0.699882501575803,0,0.275765636363415,0.0243518620607818
"TCGA.24.0982.01A",0,0,0,0.780075146970827,0,0.124804241898072,0.0951206111311011
"TCGA.59.2348.01A",0,0,0.0210249505929423,0.582127920650913,0,0.127294711670387,0.269552417085758
"TCGA.24.1553.01A",0,7.00212073613616e-05,0.163138102135565,0.475496858743666,0.142297940048091,0.166514955581515,0.052482122283802
"TCGA.36.1580.01A",0,0,0.0222004419243285,0.314427505812045,0,0.0110192534512629,0.652352798812363
"TCGA.13.1495.01A",0,0,0,0.778061811125873,0,0.045418894486908,0.176519294387219
"TCGA.24.1603.01A",0,0,0.0119111368648422,0.742554996180447,0,0.232714567943087,0.0128192990116239
"TCGA.WR.A838.01A",0,0,0,0.894454863641239,0,0.105545136358761,0
"TCGA.31.1953.01A",0,0,0.289814036928899,0.260674671960586,0,0.164420821011028,0.285090470099486
"TCGA.OY.A56P.01A",0,0,0,0.631281119058681,0,0.067323951540833,0.301394929400486
"TCGA.13.0766.01A",0,0,0.0337833522641089,0.866243959946021,0,0.0381647009014361,0.0618079868884336
"TCGA.24.0966.01A",0,0,0,0.927004104951952,0,0.0729958950480485,0
"TCGA.09.1673.01A",0,0,0,0.579421438273812,0,0.415747772639796,0.00483078908639231
"TCGA.61.1743.01A",0,0,0,0.580795959942198,0,0.4002449398269,0.0189591002309026
"TCGA.04.1350.01A",0,0,0,0.940924487001438,0,0.0590755129985618,0
"TCGA.13.0913.01A",0,0,0,0.949508440442832,0,0.0483286201310344,0.00216293942613408
"TCGA.24.2298.01A",0,0,0,0.437118264008999,0,0.039593076028407,0.523288659962594
"TCGA.61.2008.01A",0,0,2.22365623886767e-05,0.608505232313114,0,0.239853689571444,0.151618841553053
"TCGA.29.1691.01A",0,0,0.051747635922604,0.632315196100766,0,0.249631459003985,0.0663057089726447
"TCGA.61.2098.01A",0,0,0,0.794233075852458,0,0.119229084608916,0.0865378395386253
"TCGA.04.1356.01A",0,0,0,0.778214963105028,0,0.0961886429157954,0.125596393979177
"TCGA.24.0975.01A",0,0,0,0.483555643579258,0,0.0148135512144106,0.501630805206331
"TCGA.61.2003.01A",0,0,0.0718464509247184,0.263217932043466,0,0.141121383852411,0.523814233179405
"TCGA.23.1107.01A",0,0,0.00047262800369293,0.999527371996307,0,0,0
"TCGA.24.2026.01A",0,0,0.0776479084511757,0.640708160331301,0,0.229183167086791,0.052460764130732
"TCGA.25.2398.01A",0,0,0,0.21421593367366,0,0,0.78578406632634
"TCGA.24.1844.01A",0,0,0,0.836443082935973,0,0.152239654866066,0.0113172621979609
"TCGA.23.1021.01B",0,0,0.0370609645595405,0.783950056822581,0,0.125812337782942,0.0531766408349364
"TCGA.25.1315.01A",0,0,0,0.791319897608357,0,0.208680102391643,0
"TCGA.09.1665.01B",0,0,0,0.842607461228458,0,0.122321208776001,0.0350713299955411
"TCGA.29.1693.01A",0,0,0,0.593182330730632,0,0.0287611146942027,0.378056554575165
"TCGA.61.2113.01A",0,0,0.0455243547888239,0.347664361632931,0,0.168570566173981,0.438240717404264
"TCGA.59.2355.01A",0,0,0.00386050425696229,0.603590440011082,0,0.140808446619371,0.251740609112585
"TCGA.30.1891.01A",0,0,0,0.431227673797078,0,0,0.568772326202922
"TCGA.24.1551.01A",0,0,0.18942646181545,0.649814278192993,0,0.14429946093685,0.0164597990547065
"TCGA.10.0931.01A",0,0,0.000570528130494776,0.914635892324688,0,0.068505876979713,0.0162877025651045
"TCGA.25.1625.01A",0,0,0.17907785608464,0.439795840957647,0,0.178926418610893,0.202199884346821
"TCGA.30.1866.01A",0,0,0.0028476693531437,0.910228529511152,0,0.0869238011357047,0
"TCGA.30.1855.01A",0,0,0.0804593257621113,0.469686629420421,0,0.152430651861333,0.297423392956135
"TCGA.24.1545.01A",0,0,0.108467628070357,0.241102941549425,0,0.0731751765628405,0.577254253817377
"TCGA.24.1474.01A",0,0,0.0510096316469736,0.694498477776239,0,0.254258193635361,0.000233696941426921
"TCGA.13.0884.01B",0,0,0,0.66173514040514,0,0.103654900760892,0.234609958833968
"TCGA.24.1417.01A",0,0,0.108877309465078,0.331656793159904,0,0.192142517314412,0.367323380060606
"TCGA.13.1498.01A",0,0,0.111133653302361,0.629379861569406,0,0.116611600355058,0.142874884773175
"TCGA.30.1857.01A",0,0,0.099190269645209,0.438101020618351,0,0.0744078843967916,0.388300825339648
"TCGA.13.0765.01A",0,0,0.0981803503990528,0.814856084567896,0,0.0869635650330507,0
"TCGA.09.1667.01C",0,0,0.0650581725685439,0.568820729663457,0,0.194499935396853,0.171621162371146
"TCGA.29.1783.01A",0,0,0.0387787698130844,0.597223640261771,0,0.140276021076609,0.223721568848535
"TCGA.57.1582.01A",0,0,0,0.850103067001596,0,0.0467861906585668,0.103110742339837
"TCGA.36.1570.01A",0,0,0.00740176898860441,0.711995125477331,0,0.280603105534064,0
"TCGA.29.1763.01A",0,0,0.00152927281036353,0.508348138680327,0,0.355526014305822,0.134596574203488
"TCGA.23.1809.01A",0,0,0.000143075860776809,0.652743203369666,0,0.255924993413468,0.0911887273560889
"TCGA.24.1842.01A",0,0.00132100103294792,0.141866272731455,0.594822187984022,0,0.077166832155628,0.184823706095946
"TCGA.25.1634.01A",0,0,0,0.9681894987074,0,0.0255798872095104,0.00623061408308924
"TCGA.25.1312.01A",0,0,0.00171886264688223,0.777003784981816,0,0.158931436020196,0.0623459163511057
"TCGA.24.1426.01A",0,0,0,0.913206186515004,0,0.0600722480668154,0.0267215654181812
"TCGA.29.1711.01A",0,0,0.167573572835608,0.391125953244699,0,0.260835273198768,0.180465200720925
"TCGA.24.1469.01A",0,0,0.00383543283436435,0.795216147167262,0,0.200948419998373,0
"TCGA.23.1022.01A",0,0,0,1,0,0,0
"TCGA.61.1914.01A",0,0,0.0930767416591912,0.743101283847281,0,0.128252467456164,0.0355695070373641
"TCGA.25.2391.01A",0,0,0.116121545490225,0.712707904509613,0,0.145059413688849,0.0261111363113129
"TCGA.24.1424.01A",0,0,0,0.630428312319314,0,0.081825021421574,0.287746666259112
"TCGA.24.1550.01A",0,0,0.109661110218846,0.258895774363327,0,0.104846301291567,0.526596814126259
"TCGA.61.2000.01A",0,0,0.13940052712653,0.693845915614269,0,0.0462005998681019,0.120552957391099
"TCGA.61.2104.01A",0,0,0.10338291713648,0.576712250167523,0,0.298668601653807,0.0212362310421898
"TCGA.23.1122.01A",0,0,0,0.660234648203947,0,0.26065491764197,0.079110434154083
"TCGA.24.1425.01A",0,0,0.00447588590579977,0.11938460937085,0,0.236077421232754,0.640062083490596
"TCGA.36.1575.01A",0,0,0,0.818064965644048,0,0.181935034355953,0
"TCGA.57.1585.01A",0,0,0.0370532112505923,0.281118650369674,0,0.0491079238230547,0.632720214556679
"TCGA.13.0899.01A",0,0,0,0.788251475462266,0,0,0.211748524537734
"TCGA.29.1762.01A",0,0,0,0.815474096869956,0,0.184525903130044,0
"TCGA.23.1123.01A",0,0,0.129203773741477,0.616916831066806,0,0.253879395191717,0
"TCGA.04.1530.01A",0,0,0.0554581492580153,0.414667149035007,0,0.113774493414545,0.416100208292432
"TCGA.31.1944.01A",0,0,0.000954068663778345,0.608894211782231,0,0.0569757533141885,0.333175966239802
"TCGA.30.1861.01A",0,0,0,0.530676649376042,0,0,0.469323350623958
"TCGA.24.0970.01B",0,0,0,0.650690054885,0,0.034295448012291,0.315014497102709
"TCGA.20.1682.01A",0,0,0.0436600754030904,0.514129823237031,0,0.0671982186322717,0.375011882727607
"TCGA.13.A5FT.01A",0,0,0,0.891551030681257,0,0.108448969318743,0
"TCGA.23.1119.01A",0,0,0.0507412729557707,0.701802016311235,0,0.143697518360016,0.103759192372978
"TCGA.61.1907.01A",0,0,0.208462979225545,0.668818730773182,0,0.122718290001273,0
"TCGA.25.1324.01A",0,0,0,0.782951595737954,0,0.212400315603788,0.00464808865825786
"TCGA.25.1317.01A",0,0,0,0.659152634298486,0,0.108743862948577,0.232103502752936
"TCGA.61.2097.01A",0,0,0.0295823390504384,0.427913375549226,0,0.120948157513513,0.421556127886823
"TCGA.25.1316.01A",0,0,0,0.522413373630628,0,0.31484082298023,0.162745803389142
"TCGA.13.1492.01A",0,0,0.00432574838538029,0.732672398525849,0,0.26300185308877,0
"TCGA.24.1105.01A",0,0,0,0.799743005253324,0,0.0271425339605948,0.173114460786081
"TCGA.13.1509.01A",0,0,0,0.674739930558651,0,0.00178066294862239,0.323479406492726
"TCGA.20.0987.01A",0,0,0.521396021087508,0.393840897143158,0,0.0847630817693337,0
"TCGA.04.1362.01A",0,0,0.0156905268534748,0.829642473022144,0,0.152950973439637,0.00171602668474406
"TCGA.24.2297.01A",0,0,0,0.756680319469311,0,0.235816489756922,0.00750319077376651
"TCGA.13.1483.01A",0,0,0.0163633747624272,0.617096462349294,0,0.0900504135694457,0.276489749318833
"TCGA.23.1118.01A",0,0,0.058786109405767,0.692901607381809,0,0.1472422391775,0.101070044034924
"TCGA.25.1877.01A",0,0,0,0.803182866280913,0,0.124710108930164,0.0721070247889232
"TCGA.04.1361.01A",0,0,0.140029976561819,0.596286506081056,0,0.210016671499594,0.0536668458575316
"TCGA.25.1632.01A",0,0,0,0.735490043597145,0,0.12124983198591,0.143260124416945
"TCGA.25.2404.01A",0,0,0.0134029474432618,0.480336886779536,0,0.115102826655128,0.391157339122075
"TCGA.25.1323.01A",0,0,0.00177016050988312,0.688524413673003,0,0.0197441043949215,0.289961321422192
"TCGA.13.0886.01A",0,0,0.141370490754163,0.432544371031145,0,0.110790012431904,0.315295125782788
"TCGA.24.2262.01A",0,0,0.0221639549177268,0.434607150921416,0,0.440655071688382,0.102573822472475
"TCGA.36.1568.01A",0,0,0.0148448228205112,0.572370732764584,0,0.0831448283514482,0.329639616063457
"TCGA.20.1685.01A",0,0,0.0764700584763333,0.785350815612375,0,0.138179125911292,0
"TCGA.61.1738.01A",0,0,0.200426749111561,0.656261686594669,0,0.14331156429377,0
"TCGA.25.1623.01A",0,0,0.12696132281303,0.252473750607287,0,0.0979842028485627,0.522580723731121
"TCGA.13.0890.01A",0,0,0.10601752430586,0.379425548504587,0,0.0258571143569953,0.488699812832558
