sample_id,x,y
TCGA-K4-AAQO,-0.002374335403449115,0.28527723530131577
TCGA-FD-A3SM,-0.09187674111170853,0.21959839968603953
TCGA-XF-A9SZ,-0.013722112054387798,0.10311063844270234
TCGA-G2-A2EC,0.10581584066342226,0.3280456104852031
TCGA-FD-A6TB,0.18127442105686786,0.06853352052626795
TCGA-DK-A3WY,0.42031617267961785,0.18937935882963255
TCGA-FD-A3SO,0.06229965683827597,-0.06273040220330371
TCGA-DK-A3IN,0.069967783516004,0.033279277183187295
TCGA-DK-A2I1,0.017880332159268476,0.08874612121053481
TCGA-XF-AAN4,0.1274393982962342,0.6309495662391049
TCGA-BT-A20Q,0.18032026781256413,0.0665778542222367
TCGA-XF-A9SK,0.12685917774894875,0.10896514341404016
TCGA-BT-A2LB,0.05364388316083451,0.03377287366522727
TCGA-DK-A3IT,-0.03397124123942011,0.10435517832660181
TCGA-DK-A2I2,0.19743792918548506,0.028095095837820376
TCGA-DK-A1AF,0.1832450693521962,0.3378586827536346
TCGA-GC-A3OO,-0.07888765789922457,0.19303541065543742
TCGA-UY-A78P,0.16365374682305076,-0.005531062449111336
TCGA-K4-A83P,0.26102467475873936,0.32605019975923916
TCGA-E7-A8O7,-0.08758971605553655,0.24823023287560506
TCGA-BL-A13I,0.29145503762788944,0.32028073068644186
TCGA-CU-A0YO,0.0080802041702206,0.22974305737059778
TCGA-S5-A6DX,0.08076603453066045,-0.0015416128683440986
TCGA-BT-A20R,-0.006088443152696815,0.0701603646344116
TCGA-UY-A9PF,-0.1453311993142975,0.3550767945693977
TCGA-FD-A6TD,0.09311421352990182,0.008998041625807581
TCGA-DK-A1AC,0.06287278949614138,-0.055431089537633836
TCGA-4Z-AA7N,0.28065275395222194,0.290128736403954
TCGA-DK-A1A5,0.0035469264028260583,0.0945702223024918
TCGA-SY-A9G0,-0.008037846829177448,0.4626905859812399
TCGA-GD-A3OS,0.03553159255231508,0.03231415274984947
TCGA-FD-A3SR,0.1089878029989599,0.08844665232447206
TCGA-XF-AAMQ,0.13632243730534985,-0.03611328330354826
TCGA-GV-A3QG,0.32830537324399794,0.15432725753395718
TCGA-FD-A6TK,0.18466002253964253,0.13265511788399617
TCGA-BT-A20T,0.06949277979734962,0.01682169629652447
TCGA-XF-AAMT,0.044511501600271876,0.052814308740888966
TCGA-GU-A764,0.10354812596131975,-0.011984887616793553
TCGA-GD-A76B,0.1353772003670682,-0.024578715865795478
TCGA-K4-A3WS,0.13956676878516017,0.22205985290125804
TCGA-ZF-A9R3,0.009729383006806171,0.03804322926704745
TCGA-XF-A9SX,0.2772304576298022,0.13863693264502375
TCGA-YC-A8S6,0.04554432639367745,0.5917765048108872
TCGA-XF-AAN8,0.23383191865400638,0.3443690601587481
TCGA-FD-A6TG,0.05804541125446271,0.18530997802953453
TCGA-GD-A3OP,-0.06734027533063171,0.329028742907865
