"","T Cells","Fibroblasts","Macrophages","Cancer Cells","B Cells","Endothelial Cells","Mast Cells","DC"
"TCGA.OL.A5RV.01A",0.000362933741898326,0.297041964062546,0,0.340418457631453,0,0.359100885959639,0.00307575860446318,0
"TCGA.D8.A27P.01A",0,0.478320144890723,0.00198835957621064,0.285397035565852,0,0.232527163675633,0.00170957844093451,5.77178506464851e-05
"TCGA.GM.A3XN.01A",0,0.580583936434384,0.0334310074675486,0.0705389915867019,0,0.314463758085405,0.000129580674419167,0.000852725751541131
"TCGA.A7.A0DC.01B",0,0.211950129812415,0,0.14280491285795,0,0.640352501899137,0.00489245543049802,0
"TCGA.E9.A5FK.01A",0.0864223020797558,0.235543425605447,0.071905249575043,0.208531212134459,0.0207085523938082,0.351872738160622,0,0.0250165200508651
"TCGA.E9.A1RC.01A",0,0.557873688266568,0.00892564237107321,0.257983170884469,0,0.174757331338859,7.29425563767244e-05,0.000387224582653953
"TCGA.A8.A0A1.01A",0,0.556316734724404,0.0951746804533449,0.0908913724820377,0,0.255612668701315,0.000727301774598194,0.00127724186430095
"TCGA.A7.A5ZX.01A",0,0.615448726769284,0,0.171319220568272,0,0.205189809991648,0.00790337964467859,0.000138863026117482
"TCGA.OL.A5DA.01A",0.00120568185489717,0.348470880244375,0.0304719229941181,0.391045354813322,0,0.227879024577634,0.000347918300491141,0.00057921721516287
"TCGA.BH.A0BC.01A",0,0.432912774428223,0.0861958795385044,0.135059615173968,0,0.343352522665988,0.000242392298393548,0.00223681589492324
"TCGA.AN.A0FN.01A",0,0.807218170786824,0.0162031118423656,0,0,0.176477810062179,0,0.000100907308631987
"TCGA.AR.A0TV.01A",0.0255829637330651,0.0910382902442424,0.0890287962371115,0.417122495525026,0,0.37705012305327,0.000177331207285042,0
"TCGA.E9.A226.01A",0,0.783230261161149,0.00621428860402672,0.0365901371110292,0,0.173681406680945,0.000120948376353325,0.000162958066496684
"TCGA.A2.A0D0.01A",0.0021483526766912,0.0650461536084902,0.0251949438959029,0.589635511157583,0.000137949134394444,0.270615742279661,0,0.0472213472472772
"TCGA.AN.A0XU.01A",0.00378059080680633,0.129837914948949,0.0807131449435381,0.313745297296164,4.68872968844089e-05,0.470705840119045,0.000193516951784569,0.000976807636829209
"TCGA.AC.A23E.01A",0,0.783167769483646,0.0211423895032886,0.0441211282643994,0,0.150791859722734,0,0.000776853025931599
"TCGA.D8.A3Z6.01A",0,0.530005042292659,0.0144544187511673,0.156925470792402,0,0.297823284270305,0.00053266862856363,0.000259115264903582
"TCGA.OL.A66P.01A",0.00412572584066963,0.338362990539887,0.201885035502793,0.20109983283201,0.0608755929592418,0.193297994480651,0,0.000352827844746507
"TCGA.A1.A0SK.01A",0,0.126676192875228,0,0.629609506377262,0.000665596661116209,0.243048704086394,0,0
"TCGA.A8.A0A9.01A",0,0.532845857902147,0.0355279826903978,0.246132060290385,0,0.183657250126688,0.00129211424997951,0.000544734740401595
"TCGA.C8.A8HQ.01A",0,0.665098818997078,0.0512408957033949,0.099110475738706,0,0.183019763189781,0,0.00153004637104065
"TCGA.GI.A2C8.01A",0,0.694665404048566,0.0520791117983948,0.0142005426606127,0,0.238020428356222,0,0.00103451313620425
"TCGA.B6.A408.01A",0.00314167167098296,0.403993832680297,0.0928990598522635,0.212495997597825,0.000804983162050069,0.285728441072049,0.000464728129002071,0.000471285835530152
"TCGA.AR.A24X.01A",0.00157989652924715,0.530696135273171,0.00523013661759968,0.236053588972133,7.08445852396e-06,0.225193984457613,0.000758568587245045,0.000480605104466721
"TCGA.D8.A13Y.01A",0,0.330989258091809,0.0139520581603546,0.302216027546158,0,0.352659053682163,0.000183602519515557,0
"TCGA.D8.A1XA.01A",0,0.482731723955077,0.0431061827908103,0.276868404405266,0,0.196261117719546,0.000806147061689255,0.000226424067611539
"TCGA.D8.A27E.01A",0.000123924598943731,0.10734430346423,0.013726097214885,0.463730709319515,0.00133500122939847,0.411427594977202,0.00231236919582545,0
"TCGA.D8.A1XV.01A",0,0.0920281583264698,0.00056474611417671,0.526327165723972,0.00187633584741181,0.378399633740791,0.000803960247178827,0
"TCGA.A2.A25F.01A",0.0281544824741966,0.379755359170617,0.208843710483564,0,0,0.377968712635954,0.000827182862545946,0.00445055237312272
"TCGA.S3.A6ZF.01A",0.000797737118566097,0.544564506899558,0.0567115682417823,0.066267821150647,0,0.313577526545288,0.00847388166427433,0.00960695837988465
"TCGA.C8.A26X.01A",0.00401842082684174,0.340509888692581,0.126235674317432,0.211071700410626,0.000473321257179174,0.317246510371025,0.000344222251748733,0.000100261872565773
"TCGA.C8.A27A.01A",0,0.185476700687141,0.00834708873093325,0.123227667218967,0.00040206111788175,0.682186788047562,0.000359694197515145,0
"TCGA.BH.A1EX.01A",0,0.58710171692344,0.0651397881325398,0.0755634438896794,0,0.270405695914147,0.000482244199752609,0.00130711094044173
"TCGA.BH.A0W5.01A",0,0.534572713366095,0.0319196459801081,0.13587889675904,0,0.269420786734181,0.00426352705642639,0.0239444301041495
"TCGA.AR.A24M.01A",0,0.614527085418537,0.0177202224643524,0.0838004074343427,0,0.282338607091878,0.00102274034745033,0.000590937243439312
"TCGA.JL.A3YX.01A",0,0.32505977017493,0.00520248314545796,0.508074679168753,0,0.161538283410083,0.000124784100775461,0
"TCGA.A8.A0A4.01A",0,0.3141753820399,0.00323403171894567,0.232259456232423,0,0.450331130008731,0,0
"TCGA.E9.A3HO.01A",0,0.181771692270588,0.039980862122449,0.455890782427735,0,0.322356663179228,0,0
"TCGA.EW.A2FV.01A",0.0040752541412489,0.20400065957728,0.051087192377295,0.20362180591705,0,0.536292001487939,0.000923086499186975,0
"TCGA.BH.A0EA.01A",0,0.525298797029528,0.0191342073757116,0.0592201307385213,0,0.394233149483517,0.00140591703739996,0.000707798335321602
"TCGA.AO.A0JB.01A",0.00124729757156498,0.159107201436311,0.0408968240635815,0.621992426598086,0.00164700953713754,0.173512731588408,0,0.00159650920491079
"TCGA.A8.A06P.01A",0,0.683613882967264,0.0298139307683012,0.0840965097619793,0,0.201945983960241,0,0.0005296925422143
"TCGA.E9.A1NG.01A",0,0.794927294132216,0.0463923988359858,0,0,0.157415303602433,0,0.00126500342936448
"TCGA.BH.A18T.01A",0,0.176906769996807,0.0167430670468506,0.524747324747723,0,0.28160283820862,0,0
"TCGA.E2.A15R.01A",0,0.408333405765668,0.000630478670030728,0.293210869852899,0,0.294850139643768,0.00297510606763408,0
"TCGA.AO.A0JJ.01A",0,0.541891362436104,0.0529008482937494,0.0726826343645102,0,0.298844342995826,0.008950535419922,0.0247302764898887
"TCGA.E2.A15L.01A",0,0.700783561883731,0.00252045616960531,0.107520003128525,0,0.188031995874804,0.000799356702283903,0.000344626241049996
"TCGA.AR.A1AJ.01A",0.00372881797858599,0.307672877187226,0.201518151110694,0.0225319260274376,0,0.463323076925213,0.000250215136662488,0.000974935634180739
"TCGA.BH.A0BA.01A",0.00150529688044067,0.321377992244763,0.00255909448695723,0.165619751709514,0,0.506693438748597,0.00224442592972781,0
"TCGA.AN.A04D.01A",0,0.0589810894354884,0.000424492220492222,0.585734189582539,0.000355695192572989,0.354497824335959,6.70923294789559e-06,0
"TCGA.BH.A0AU.01A",0,0.710141024430148,0.027539033034666,0.0818329214596344,0,0.179268690056693,0,0.00121833101885874
"TCGA.A2.A25D.01A",0.0610423935878215,0.113928509758024,0.0911093936752812,0.356215766363303,0,0.375917060779079,0.00169631208831178,9.0563748180131e-05
"TCGA.AO.A126.01A",0,0.667942598341326,0.0162504527158515,0.149445531326878,0,0.16171813615191,0,0.00464328146403481
"TCGA.A8.A09Q.01A",0,0.300712909729816,0.112824327874182,0.347001813981466,0,0.239460948414537,0,0
"TCGA.EW.A1J1.01A",0.00372204558178674,0.16928206426239,0.0519657126959614,0.434706648633609,0.00032859729124561,0.339407557140408,0.00039426137523093,0.000193113019367822
"TCGA.E2.A15D.01A",0,0.438471930593371,0.0109057801639852,0.186982375673124,0,0.363639913569519,0,0
"TCGA.LL.A5YO.01A",0.0758723480988801,0.249381986292515,0.226157403166193,0.190507226601279,0.0363114114672109,0.203328656901794,0,0.018440967472128
"TCGA.LL.A5YL.01A",0,0.330486302686465,0.0789801012639737,0.427963626981548,0,0.162569969068013,0,0
"TCGA.A8.A08X.01A",0,0.605132871322253,0.0539520752071387,0.167490329240661,0,0.172204606291314,2.38133988245055e-05,0.00119630453980905
"TCGA.A2.A0EN.01A",0,0.61318659718103,0.0466047725094901,0.039716350132984,0,0.27781886638799,2.51942024287611e-05,0.0226482195860777
"TCGA.AR.A2LR.01A",0.000825229776370489,0.455768630187002,0.0117136738439512,0.197765400189047,0,0.331640173233833,0.0015180206589996,0.000768872110796964
"TCGA.B6.A1KN.01A",0,0.330301759322032,0.00235506399469207,0.342169970462224,0,0.325173206221052,0,0
"TCGA.A7.A6VY.01A",0.00146676549684146,0.469651868469928,0.138131947272597,0.159236580536134,0,0.229251409519726,5.74075611448324e-05,0.00220402114362857
"TCGA.C8.A1HL.01A",0,0.343715184125739,0.028269227056001,0.281835051439282,0,0.345770174303611,0.000410363075366985,0
"TCGA.B6.A0WV.01A",0,0.318272056294755,0.000331487098969088,0.461280961648602,0,0.219676578710278,0.00043891624739583,0
"TCGA.E2.A159.01A",0.00259291014563807,0.326884114259696,0.137571969741664,0.17459371878917,0,0.357756713479654,0.000367179895368405,0.000233393688809935
"TCGA.AR.A1AT.01A",0.00385537795972191,0.271188965362189,0.0989748399149527,0.281165675342571,0.000242240730865329,0.343877497171708,0.000176153088669155,0.00051925042932274
"TCGA.BH.A6R8.01A",0,0.28461547706543,0.084195877271384,0.325299658601554,0,0.305888987061632,0,0
"TCGA.D8.A1Y1.01A",0,0.746383120786832,0.0518695453927003,0.0885349573155875,0,0.112474832932508,0,0.000737543572372506
"TCGA.BH.A0EE.01A",0,0.0244281890929339,0.0660819428809102,0.505770780078318,0,0.387552507141518,0,0.0161665808063198
"TCGA.AC.A3OD.01B",0.000376868684375137,0.286972733786409,0.0789249113410654,0.0786666874037524,0,0.543405449263623,0.0100733745494347,0.0015799749713405
"TCGA.BH.A0HB.01A",0.000959114258890483,0.305169406641509,0.0917095025321897,0.440194842044398,0,0.16137325236915,0,0.000593882153862657
"TCGA.A2.A1FW.01A",0.00176603125312246,0.30026986755306,0.00737140285557431,0.345504669086141,0,0.343411511831618,0.00167651742048355,0
"TCGA.E2.A14Z.01A",0.003102402253039,0.344487006144881,0.085813777292321,0.266529536224553,0.00018013215724881,0.287655618502197,0.00513258179206888,0.00709894563369132
"TCGA.EW.A1PF.01A",0,0.618191143549522,0.0221820740780985,0.0651950243002939,0,0.292725228805161,0.000228972963135143,0.00147755630378987
"TCGA.BH.A1FU.01A",0.000216560929994223,0.567404105635449,0.00476085208932384,0.0841298374304833,0,0.342196934755118,0.00129170915963137,0
"TCGA.A8.A07C.01A",0.00434614871583109,0.17188517644237,0.0609754694344308,0.316653926706468,0,0.44549096915219,0.00052444935951415,0.000123860189195704
"TCGA.E9.A5UO.01A",0,0.0974818584761482,0.0169141683225636,0.345414230365346,0.000652802864851746,0.537198144926011,0.00233879504507911,0
"TCGA.S3.AA11.01A",0,0.329531182361596,0.00467394238744992,0.439405126088349,0,0.225200153622116,0.00118959554048889,0
"TCGA.BH.A0C0.01A",0.00277328366717984,0.133796289470233,0.227233291590833,0.353641176023036,0.000122450659977328,0.280671204772602,0.000320205628672459,0.00144209818746663
"TCGA.E2.A14R.01A",0.0175732811722607,0.0651621474531505,0.107061813917785,0.486342729711997,0.0300031860671217,0.293856841677685,0,0
"TCGA.AC.A62Y.01A",0.00227782468681623,0.31551020960603,0.100869805800448,0.267032379089128,0,0.313164489121341,0.00114529169623675,0
"TCGA.B6.A0WX.01A",0,0.755069503224393,0.0257552031763012,0.101075782547199,0,0.113430977675228,0.000236618114438714,0.00443191526244073
"TCGA.A8.A091.01A",0,0.309147676129227,0.00280569270167689,0.241193818978658,0,0.443783308395095,0.00306950379534209,0
"TCGA.A7.A0DA.01A",0,0.664393869540651,0.00715673547185297,0.105920219315285,0,0.222450117694389,7.90579778223722e-05,0
"TCGA.AN.A0XR.01A",0,0.3914239174837,0.0246358690454119,0.271249676090601,0.000550183219811076,0.310607162275357,0.00116239789339023,0.000370793991729645
"TCGA.BH.A0H0.01A",0,0.0595210803634365,0.0124220246966194,0.555613477657623,0,0.370506342208479,0.0019370750738423,0
"TCGA.D8.A1X9.01A",0.00222745383208406,0.5562265227872,0.0378474346079364,0.0599714801545348,0,0.342668814068331,0.00105829454991366,0
"TCGA.LL.A5YN.01A",0.0773234938108626,0.197612157291994,0.0773097364013891,0.453665470802443,0,0.137646556769994,0,0.0564425849233176
"TCGA.B6.A0WW.01A",0,0.504589891024453,0.0115749561957276,0.255455148994091,0,0.227433502392168,0.000946501393560675,0
"TCGA.BH.A1FH.01A",0,0.806357518556111,0.00527783385097042,0.00153979899147931,0,0.186167370500185,0,0.000657478101254421
"TCGA.S3.A6ZG.01A",0.000981990366654208,0.28595920054343,0.0489212170360364,0.338164522724895,0,0.320649838738261,0.00532323059072248,0
"TCGA.EW.A1P8.01A",0.00178599444899756,0.237552698196987,0.104522121677605,0.365720646946126,0,0.289502465747415,0.000351034370519484,0.000565038612349558
"TCGA.A7.A3IZ.01A",0,0.169006171575291,0.014441002252937,0.435053903615827,0,0.37382990609804,0.00766901645790556,0
"TCGA.OL.A66I.01A",0.00269425553791493,0.429729300556689,0.186525957370702,0.118419518030249,0,0.227458486511914,0.000240223528094526,0.0349322584644371
"TCGA.LL.A5YM.01A",0,0.234170703911794,0.0765801499703222,0.483479001702107,0,0.205770144415777,0,0
"TCGA.BH.A0DD.01A",0.00213397582885489,0.32103529908398,0.0242208264741254,0.420225885133334,0,0.231453790570239,0.000916688385087535,1.35345243786098e-05
"TCGA.C8.A3M8.01A",0,0.427689817049673,0.00226567937325938,0.124123445567812,0,0.444760141503156,0.00108489360425139,7.60229018488453e-05
"TCGA.A8.A08G.01A",0.00353618021442457,0.695003131487617,0.0647766220428974,0.0468042984479834,0,0.187167396692937,0.0027123711141406,0
"TCGA.AR.A2LK.01A",0,0.452544658895775,0.0362186200043538,0.262993713926593,0,0.246227317293859,0.0019555778725811,6.0112006838667e-05
"TCGA.LD.A9QF.01A",0.00394803563374227,0.539095657204505,0.128252311699009,0.0573578619290244,0,0.270485186348533,0.000156758718234823,0.000704188466951394
"TCGA.BH.A1F2.01A",0,0.628714415930877,0.00779203565052447,0.102562129602595,0,0.260419699833575,0.000511718982428779,0
"TCGA.AR.A0TT.01A",0.00293857220620986,0.379616396841942,0.171501084238318,0.0704909170626426,0,0.373541084808968,0.000314804866170348,0.00159713997574903
"TCGA.AC.A23C.01A",3.31067686096233e-05,0.495418706091493,0.0635027008632349,0.114979544297501,0,0.321870575939864,0.00215628845626079,0.00203907758303734
"TCGA.A1.A0SF.01A",0.00188054943421319,0.349116121230706,0.0182164488946293,0.348270925604381,0,0.26916107822418,0.000503946989919748,0.0128509296219708
"TCGA.A2.A1G4.01A",0.00227727554697697,0.0957312113201619,0.00587033464666816,0.521676034533117,0.00112733574280132,0.372568201819284,0.000749606390990498,0
"TCGA.BH.A0AW.01A",0,0.339739288099013,0.126648607549688,0.225429132754021,0,0.304690220265313,0.000126851211628516,0.00336590012033632
"TCGA.B6.A0IA.01A",0,0.113200667740807,0.0115878836809793,0.751908861302627,0,0.122858983151358,0.000443604124228068,0
"TCGA.C8.A130.01A",0.000579682050232553,0.372941779306983,0.0182545346637324,0.300965432702881,0,0.306605325572965,0.000653245703207026,0
"TCGA.BH.A0W3.01A",0,0.178442480596779,0.0671669293626911,0.432227692741502,0,0.322162897299028,0,0
"TCGA.E2.A10C.01A",0.00200293702614372,0.210632411582449,0.101501827917614,0.433956632198028,0.000139103629963688,0.250528966950645,0.000540142826809148,0.000697977868346923
"TCGA.AN.A04A.01A",0,0.72158063301728,0,0.127948459380265,0,0.149926571105659,0.000115570930136185,0.000428765566660235
"TCGA.E9.A227.01A",0.00250413792909385,0.422913477484696,0.0385973439086418,0.203867323878669,0,0.330396867172251,0.00158477836732905,0.000136071259319157
"TCGA.AO.A0JG.01A",0.00362811252345519,0.385061871948414,0.0217001760736263,0.0823815437307773,0,0.504903093840163,0.00232520188356388,0
"TCGA.A2.A1G1.01A",0.00446541539354196,0.396170817182853,0.0652038453513655,0.0957641102523514,1.30030738578388e-05,0.437872387392308,0.000510421353722796,0
"TCGA.AR.A24U.01A",0.00289686467333868,0.395435339344017,0.0803464014805122,0.13366202093461,0,0.385936935896487,0.00172243767103455,0
"TCGA.AC.A2FG.01A",0,0.251888098577874,0.00537434013917885,0.363145351211091,0,0.379592210071857,0,0
"TCGA.A8.A06R.01A",0,0.567296183459585,0.0275808754285368,0.163708900110727,0,0.240959235172433,0.000454805828717663,0
"TCGA.AR.A0U4.01A",0.00405970464246728,0.25825848337663,0.144658070089452,0.205644953863594,0,0.38659411565185,0.000282979254841388,0.000501693121164687
"TCGA.A8.A09M.01A",0.00238695893732171,0.253555910827656,0.113711958127923,0.362348933198329,0.000947148900755014,0.266770109336882,0.00015701230445172,0.000121968366681113
"TCGA.D8.A27N.01A",0,0.646848082103265,0.0644151296953682,0.100262370214668,0,0.188162457200589,0,0.000311960786109905
"TCGA.E2.A1L9.01A",0,0.770452636469739,0.0249935576651017,0.0307990728952233,0,0.173268319155832,7.55340447001226e-05,0.000410879769404529
"TCGA.BH.A5J0.01A",0.00172537326350875,0.504556131020203,0.14721532059434,0.123035846248933,0,0.221698243995163,0,0.00176908487785172
"TCGA.BH.A0HX.01A",0,0.491646335957445,0.0108194907654554,0.199369821086924,0,0.297075298866713,0.00108905332346273,0
"TCGA.E9.A22H.01A",0.00284308330728984,0.149926301705946,0.0373090279248914,0.317670253039888,0,0.490606492254967,0.00164484176701872,0
"TCGA.A7.A5ZV.01A",0,0.156472868014098,0.0657423230486383,0.422384735989652,0,0.35475125079696,0.000389549721374112,0.000259272429277532
"TCGA.OL.A66O.01A",0,0.297258070175287,0.00407854623827611,0.601852217396123,0.000913770647190438,0.0956218016186989,0.000275593924424819,0
"TCGA.D8.A1JA.01A",0,0.613100260711951,0.0240587945864978,0.159514355048647,0,0.201912177586447,0.00141441206645649,0
"TCGA.AC.A2FM.01A",0,0.18232145671082,0.000397119197424791,0.348322255437317,0,0.466016461499236,0.00294270715520163,0
"TCGA.D8.A4Z1.01A",0.00145263387859919,0.384326418619048,0.0076840901790749,0.164544999553739,0,0.438951155844432,0.00216786181196445,0.000872840113142183
"TCGA.E2.A2P5.01A",0.000171759269365273,0.404237348835783,0.0077316775464013,0.380658390916217,0,0.20643790868231,0.000762914749923284,0
"TCGA.OL.A5RX.01A",0.00246195006819585,0.276939123649967,0.018257076544415,0.36116701135101,0.000268280053223886,0.338017814124784,0.00263831729106606,0.000250426917338797
"TCGA.A7.A13H.01A",0.00132285727821123,0.388782001717513,0.134071867265002,0.140508147769185,6.79751937591282e-05,0.333318056314744,0.000868437332621379,0.00106065712896429
"TCGA.B6.A40B.01A",0,0.549558655758416,0.0567999091572056,0.233848542177183,0,0.159293972489466,0,0.000498920417729182
"TCGA.GM.A3XG.01A",0.002052087702225,0.127803823846708,0,0.510477220218125,0.00151429621513375,0.357350397783588,0.000802174234220563,0
"TCGA.E2.A109.01A",0.000622011250994077,0.439743838342774,0.00755086235147569,0.228178134750295,0,0.322696711879468,0.00120844142499347,0
"TCGA.D8.A1JF.01A",0,0.574347008884802,0.110955399402602,0.122082236645949,0,0.192183809621704,0.000431545444942166,0
"TCGA.E9.A1RA.01A",0.000891407484716313,0.513791786431014,0.0140367923055564,0.229216405288678,0.000146893595327615,0.239948888423409,0.00193906643043445,2.87600408640099e-05
"TCGA.BH.A0DO.01B",0.000412562552548573,0.281744202387516,0.00573421128527825,0.355517151717709,0.000350174483685144,0.353839368155341,0.00235087071652379,5.14587013983397e-05
"TCGA.A2.A4S0.01A",0,0.113254598751381,0.011813666907068,0.264265863846956,0.000519355059521022,0.609305039059208,0.000841476375864787,0
"TCGA.A8.A07J.01A",0,0.683335836436429,0.0671031735876897,0,0,0.24805805469832,0,0.00150293527756109
"TCGA.AN.A0AJ.01A",0,0.331440807944821,0.106235786015651,0.409787034735185,0,0.152536371304343,0,0
"TCGA.AO.A12G.01A",0,0.378267537193425,0.00861127379989437,0.382933963626014,0,0.229480120357191,0.000547113985491443,0.000159991037984536
"TCGA.AR.A2LM.01A",0,0.749248997836988,0.0145935134857169,0.0210230357313232,0,0.206115575244544,0.00785845830073675,0.0011604194006918
"TCGA.AR.A256.01A",0.00143745650229721,0.204728379314315,0.0358706934006654,0.447676884134523,0,0.309483232999322,0.0001892176838013,0.000614135965076237
"TCGA.BH.A0DE.01A",0,0.415648380695091,0.049755218899115,0.0433328009171244,0,0.489289087107176,0.000396285591366728,0.00157822679012681
"TCGA.A2.A0T1.01A",0,0.487668112364875,0.100162093639159,0.0895219902913456,0,0.32020696688756,1.43550299412985e-05,0.00242648178711841
"TCGA.BH.A18U.01A",0,0.384000761914932,0.0629721782234899,0.370589530409151,0,0.18146899970946,8.47229644398497e-05,0.000883806778526985
"TCGA.AR.A5QM.01A",0,0.485678723299725,0.0609569518243828,0.140168402034335,0,0.309435855624235,0.00216679399235546,0.00159327322496651
"TCGA.GM.A2DH.01A",0.00429109828812088,0.178027296868323,0.0719111306097552,0.283658781886559,0,0.461428888137189,0.000550016395055918,0.000132787814997822
"TCGA.BH.A0HO.01A",0,0.230741605380399,0.0416701097387879,0.311368748044919,0,0.416219536835895,0,0
"TCGA.A2.A0YF.01A",0,0.11353786904538,0.0912040925723295,0.248671205397326,0,0.546586832984964,0,0
"TCGA.BH.A18J.01A",0,0.591852623826675,0.0229124449623965,0.153725276825259,0,0.230522791425026,3.88281958030878e-06,0.000982980141064006
"TCGA.E2.A14N.01A",0.11583993499506,0.069257829572366,0.0189805805003068,0.520957273190609,0,0.274950732832335,1.36489093231694e-05,0
"TCGA.A7.A426.01A",4.35312167495156e-05,0.451937810847651,0.02067385001584,0.158816507357951,0,0.368154895784675,0,0.000373404777133609
"TCGA.AR.A0TZ.01A",0,0.462892598170573,0.00856177801580895,0.24340645777477,0,0.283536812920461,0.00160235311838674,0
"TCGA.A8.A08F.01A",0,0.520824123405637,0.115417242627576,0.130583237657921,0,0.231378038070756,6.96114281595886e-05,0.00172774680995047
"TCGA.BH.A1FC.01A",0.00878715386356568,0.174042362387808,0.0978516747635945,0.439363495504317,0.0414008441824223,0.238554469298293,0,0
"TCGA.AR.A1AL.01A",0,0.497856556872016,0.00590878712022903,0.0772510759026429,0,0.416914737814193,0.0015623022433061,0.000506540047612949
"TCGA.BH.A0BM.01A",0,0.402485864943886,0.0122534687162287,0.335352133079844,0,0.247073733623798,0.00255726632878188,0.000277533307461513
"TCGA.LD.A74U.01A",0,0.605773847138787,0.0389546146348719,0.105743616411077,0,0.248772322681857,0.000755599133407159,0
"TCGA.BH.A0HU.01A",0,0.230302201318017,0.026932130078161,0.548072934391894,0,0.190280958593227,0,0.0044117756187009
"TCGA.E9.A243.01A",0,0.360111006195689,0.183821309481392,0.0664450175768365,0.0368017963673391,0.350166900940717,0.000796578289211139,0.00185739114881593
"TCGA.A2.A0EQ.01A",0.0768844761914771,0.196644745506678,0.0783805940931338,0.316583828109068,0.0306804694795935,0.259831580100294,0,0.0409943065197559
"TCGA.A8.A09R.01A",0,0.610469820056289,0.0841878629737946,0.0571796698495883,0,0.246310831193938,8.69989618199677e-05,0.00176481696457
"TCGA.D8.A1JG.01B",0.00231864464447523,0.41460973702522,0.110657193518302,0.0646963545130479,0,0.405931912142318,0.000537816834948827,0.00124834132168744
"TCGA.B6.A0WT.01A",0,0.700276536479542,0.0113595154492863,0.0977059241590319,0,0.189792610172652,0,0.000865413739487112
"TCGA.B6.A0IN.01A",0.00151820654333712,0.294049744176889,0.0827584735832451,0.206396830131806,0,0.414264266226235,0.00081477611840216,0.000197703220085079
"TCGA.EW.A6SC.01A",0,0.618211545135964,0.0346187522428241,0.0933204496754736,0,0.25308213117754,0.000767121768198507,0
"TCGA.EW.A6SA.01A",0,0.0724272266320993,0.00183833444404193,0.497908982163001,0,0.425277775389909,0.00254768137094842,0
"TCGA.AO.A125.01A",0,0.0203987087146458,0.00127417415059887,0.579055022344462,0,0.398604544995146,0.000667549795147415,0
"TCGA.E9.A1NA.01A",0,0.698206192687091,0.0719238877014219,0.112129693379112,0,0.11772353317131,1.66930610643669e-05,0
"TCGA.A8.A08T.01A",0,0.322024793228145,0.0301697146128696,0.341353115861997,0.000889778379665334,0.302821724083174,0.00168440236248128,0.00105647147166722
"TCGA.BH.A0E7.01A",0,0.404617235322837,0.000718282585544843,0.245060568793187,0,0.346168799149444,0.00343511414898765,0
"TCGA.LL.A73Z.01A",0.00400948602821384,0.293505566392874,0.0447580926654058,0.231188201184127,0,0.425761509353357,0.000777144376022009,0
"TCGA.A1.A0SO.01A",0.000136695780247989,0.0893795691354399,0.00650375017651571,0.517065097837646,0.00152701058213148,0.385086074553453,0.000301801934566534,0
"TCGA.BH.A201.01A",0,0.696828516684332,0,0.0843474722354438,0,0.218573536771573,0.00025047430865134,0
"TCGA.BH.A18G.01A",0,0.434249693300744,0.0342055071987963,0.4254068017931,0,0.105807248977543,0,0.000330748729816429
"TCGA.D8.A141.01A",0,0.801736087829719,0.0450060271848892,0.00533721373219882,0,0.147920671253193,0,0
"TCGA.A7.A0CG.01A",0,0.570524688133419,0.0181444303859722,0.133356372857896,0,0.267049494155191,0.000128461316642319,0.0107965531508786
"TCGA.AN.A041.01A",0,0.693477588392815,0.00683978505015854,0.0576388140257499,0,0.240974869399225,0,0.00106894313205098
"TCGA.EW.A1P4.01A",0.00268575074111998,0.305097435374692,0.102874566691894,0.0843487061820846,0.000174607005276503,0.413124834112417,0.000533837505103708,0.0911602623874125
"TCGA.BH.A0H6.01A",0,0.657980686203556,0.0122234879654539,0.154798425117167,0,0.174722857106161,0,0.000274543607661701
"TCGA.D8.A1XU.01A",0,0.678266986911143,0.0205531367850212,0.153623829837996,0,0.14578121529135,0,0.00177483117449023
"TCGA.A8.A09D.01A",0,0.586526553339581,0.0601324197629441,0.0423563475359338,0,0.309518936946301,0.000744723225410369,0.000721019189830063
"TCGA.BH.A8FZ.01A",0,0.3762902543429,0.0992057286770228,0.19957274669082,0,0.298909262540599,0.0241507914064761,0.00187121634218265
"TCGA.E9.A3Q9.01A",0,0.0855618720560967,0.0758950614251932,0.35102760589019,0.00156568053981655,0.484767613887619,0.00118216620108466,0
"TCGA.BH.A18R.01A",0,0.246800428590565,0.0182520278672324,0.512853381848277,0,0.221913364276791,0.00018079741713537,0
"TCGA.BH.A0HK.01A",0,0.297772992200373,0.00363823362064521,0.323007938229774,0.00023596896168382,0.37473837368564,0.00060174179796561,4.75150391850908e-06
"TCGA.A7.A0D9.01A",0,0.478393932490372,0,0.222121757949521,0,0.298574476634084,0.000909832926022326,0
"TCGA.AO.A03L.01A",0.00141362954029654,0.545493420717281,0.0169645023243393,0.201363084218905,0,0.233843625739122,0.000921737460055246,0
"TCGA.E2.A1B1.01A",0,0.621184288110828,0.0573707579554219,0.0124564082516494,0,0.305787132670279,0.0018950798749596,0.00130633313686251
"TCGA.EW.A6SD.01A",0,0.36658933356595,0.0862491430812274,0.274025958651687,0,0.271869645893059,0.000257639989332412,0.0010082788187439
"TCGA.BH.A0DV.01A",0,0.745250931728251,0.00842858611850233,0.00603944332676687,0,0.238530604080023,0,0.00175043474645624
"TCGA.OL.A5S0.01A",0.00268252673050362,0.350510628685338,0.087012395215198,0.335639765162405,0,0.222810491785945,0.00043069546040354,0.000913496960207283
"TCGA.A8.A0AB.01A",0,0.373827414804319,0,0.408047060621696,0,0.217186577517404,0.000938947056580982,0
