,PC1,PC2
s_segment_0_1567,-56.75570674640965,-29.050912768548063
s_segment_0_159,-33.389765531723384,72.10685515307527
s_segment_0_1598,-59.98798707612926,5.902051397732621
s_segment_0_1604,-38.874217930196245,-26.072134750838778
s_segment_0_1608,-60.57262468398259,-1.623323107892719
s_segment_0_161,-55.47351935976846,43.41390507606394
s_segment_0_1625,-44.53508395948555,59.07732262832843
s_segment_0_1628,-61.57224577809248,52.42611232546169
s_segment_0_1630,-63.26553377070919,28.006274611184043
s_segment_0_1633,-60.3314193929095,-9.638589684895042
s_segment_0_1635,-47.22265517362427,-64.306796801021
s_segment_0_1636,-64.01064964839124,-21.472315905831785
s_segment_0_165,-61.110376892594324,56.65447566136786
s_segment_0_1653,-54.46194683234844,-4.4805983129628775
s_segment_0_1657,-52.92815694540975,-50.5648400129505
s_segment_0_1665,-60.555714353670645,3.056134341998416
s_segment_0_1669,-61.27532602855365,-16.64709325111328
s_segment_0_1673,-61.742431170942595,-41.118151914957295
s_segment_0_168,-53.80105956644352,-33.9387803412261
s_segment_0_1680,-57.417554383192446,-44.908330629110154
s_segment_0_1693,-38.039356323234266,-60.1992302194701
s_segment_0_170,-54.245670367968636,-48.13523991300328
s_segment_0_1701,-57.20000931533055,-9.22094485920601
s_segment_0_1708,-54.898658158900965,-46.78421226940726
s_segment_0_1725,-51.74989108272222,-2.401740884581015
s_segment_0_1736,-44.48687728609462,-47.60486402931284
s_segment_0_1737,-51.49311396240801,-53.439095639369114
s_segment_0_175,-52.033285307763464,-24.925747209228785
s_segment_0_1750,-68.12393350670544,-9.625067781682402
s_segment_0_1751,-65.09398945925689,15.544759698536351
s_segment_0_1762,-62.412626969260074,-22.335410742952558
s_segment_0_1780,-63.46805011208908,-35.1850255012704
s_segment_0_1794,-52.04744685455232,29.103321920827995
s_segment_0_1803,-45.14603089122522,-31.52429089605039
s_segment_0_1807,-49.69240217630005,-14.182153476172727
s_segment_0_1813,-68.19326850148475,-18.98724963434639
s_segment_0_182,-56.44072179353647,-45.92760401343546
s_segment_0_1834,-50.81815463100102,-19.10381027391047
s_segment_0_1848,-37.65732558087319,-52.587503967010655
s_segment_0_1853,-54.33592366396822,55.63217836437019
s_segment_0_1862,-61.10751125024785,22.646916743810774
s_segment_0_1870,-62.092041719648726,22.35552012377758
s_segment_0_1873,-39.784472169096645,-58.591837435184296
s_segment_0_188,-56.90963219733189,-47.27397290210947
s_segment_0_1882,-61.810738103048756,-19.23307689438443
s_segment_0_1891,-57.17911806039227,63.96404551798596
s_segment_0_1901,-55.69194256737901,-18.66473819154427
s_segment_0_1915,-42.40783023918057,16.73088940323795
s_segment_0_1919,-61.26141439990093,-21.86098449613132
s_segment_0_1932,-47.634189661666085,-54.19416873573311
s_segment_0_1936,-48.44895437377431,-29.683916951191176
s_segment_0_1937,-45.79087046892145,-27.751241992280505
s_segment_0_1939,-57.06984268208861,56.034597302909084
s_segment_0_1955,-55.17411976247587,-47.027402999745284
s_segment_0_1985,-62.987149477696086,-7.481415539954258
s_segment_0_1991,-62.38497902818212,-46.406806337362944
s_segment_0_1994,-62.55246919495015,-34.127776894798984
s_segment_0_2003,-55.7299137782042,-42.21616472918769
s_segment_0_2008,-64.97680090961829,-11.818173425628888
s_segment_0_2037,-62.32750391313068,-24.659207072496812
s_segment_0_2054,-56.73115566465163,54.93449091613002
s_segment_0_2055,-55.94096017136959,-47.70190497190056
s_segment_0_2057,-63.45336423162125,42.13013769148467
s_segment_0_2078,-56.22673255701872,-57.90269026465625
s_segment_0_2084,-48.50798599454353,72.85105264416993
s_segment_0_2107,-57.9505981765607,-0.0010639100448428893
s_segment_0_2108,-56.986053094649385,-34.38971760037134
s_segment_0_2109,-44.98974531275162,-31.897946197399666
s_segment_0_2111,-62.46715040480523,-49.78459778176337
s_segment_0_2118,-40.429729851786675,38.97911841271644
s_segment_0_2122,-46.09212086220066,-49.776519149429255
s_segment_0_2133,-50.831664130559105,59.15074594500126
s_segment_0_214,-51.003073896580915,61.89860489563909
s_segment_0_2150,-49.12398368774144,67.99585021269617
s_segment_0_2153,-59.24372086215735,-26.57594880257891
s_segment_0_2169,-65.21891470613663,-7.325362234663215
s_segment_0_2186,-59.098378633899806,-46.53277883102931
s_segment_0_2191,-45.847361036197086,-44.21458711423302
s_segment_0_2203,-67.79404293122052,-14.581025798195318
s_segment_0_2205,-43.507707939077655,-44.87993090166475
s_segment_0_2211,-58.258103340846695,-26.88294135474172
s_segment_0_223,-56.817942569811,-28.970769957514744
s_segment_0_2239,-55.64731011101434,-47.40634879810457
s_segment_0_2240,-52.088007674646036,-30.80257362832528
s_segment_0_2244,-66.76816328551699,13.169818174745192
s_segment_0_2246,-53.80851430284285,69.08548393490527
s_segment_0_225,-64.30310769517413,0.23877872852868753
s_segment_0_2250,-47.40114343034513,-55.379841604629924
s_segment_0_2265,-54.01050954567602,-50.2357712222661
s_segment_0_2276,-56.94347212949419,40.78373505450783
s_segment_0_2285,-60.522150387583295,8.074284179648942
s_segment_0_2298,-60.004776910091785,-49.762676798702294
s_segment_0_2312,-53.99552574814101,-40.75309412179888
s_segment_0_2318,-36.01201458035725,-39.03896896743833
s_segment_0_2320,-63.81600850825336,31.572109472700255
s_segment_0_2327,-62.842945139614166,-38.967142224962544
s_segment_0_2333,-60.80954106107238,60.56077418617091
s_segment_0_2336,-55.890342204176,-33.674147858642044
s_segment_0_2337,-53.30556449585263,66.54949776318792
s_segment_0_2344,-54.348538250056336,33.75893893011942
s_segment_0_2345,-60.65527086796092,-48.57526396144832
s_segment_0_2349,-46.882856098672114,60.202490723163486
s_segment_0_235,-50.518088597541684,-51.284546990389686
s_segment_0_2356,-43.41225880799817,-54.117969501237994
s_segment_0_2360,-43.841095988901436,33.078009526208504
s_segment_0_2369,-47.1745479694504,-56.61886234375466
s_segment_0_2387,-58.79635796573099,27.873688791235317
s_segment_0_2396,-51.31743833927325,-55.676147750365026
s_segment_0_240,-64.03922289180355,-38.268480043742706
s_segment_0_2412,-64.78247688064377,-36.21983653153905
s_segment_0_2418,-57.65735439664141,28.56621101423808
s_segment_0_2434,-45.051281947936815,-54.90638092142543
s_segment_0_2465,-63.39183624730494,22.13292854620942
s_segment_0_2486,-63.19444405073967,28.77793289882201
s_segment_0_2499,-55.90932750386362,-43.88820802179585
s_segment_0_2508,-54.79957835112976,-38.24554425857228
s_segment_0_2519,-66.71930453577713,-2.356399218436055
s_segment_0_2528,-61.48867955448993,-23.49891897409151
s_segment_0_2549,-58.05255593322243,-11.951274745441552
s_segment_0_255,-56.32447447877001,-26.256101310638957
s_segment_0_2553,-54.63293336269176,-24.94247382947104
s_segment_0_256,-40.50312296002786,20.850608258792768
s_segment_0_2578,-62.84163974025305,-26.647196312858817
s_segment_0_2583,-61.9050751981493,18.93846216989869
s_segment_0_259,-66.63921069644127,-24.089870642943428
s_segment_0_2592,-64.6647286451847,-25.853648150944014
s_segment_0_2597,-61.96873317436193,-14.136992277428641
s_segment_0_2604,-66.94950720373102,-22.597946385146457
s_segment_0_2619,-53.204101093087274,-47.079893265789686
s_segment_0_2626,-59.02735305403604,22.822170026840826
s_segment_0_2665,-51.37108515564692,8.568723236916933
s_segment_0_2671,-67.65220455029988,30.239281375505918
s_segment_0_2679,-54.40815497760715,-48.8623345277845
s_segment_0_2703,-61.995130024936905,-35.014968256727286
s_segment_0_2709,-38.70081596183438,-37.39249543875184
s_segment_0_2712,-44.348817282870456,22.378660738216055
s_segment_0_2715,-64.74620784625468,-4.860001826665085
s_segment_0_2719,-56.349687290395515,-47.091786762337584
s_segment_0_2721,-63.96920420467412,9.720931572004075
s_segment_0_2727,-55.11566210596059,42.965472587928666
s_segment_0_2735,-50.867725161035715,-56.67703457558742
s_segment_0_2754,-58.843744268632534,-27.37674577368687
s_segment_0_2756,-64.8685028654487,4.337549046120559
s_segment_0_2758,-46.397628681519926,22.28788867841323
s_segment_0_2784,-58.466670903198356,-36.11846070048085
s_segment_0_2790,-64.04600468654428,-6.259054460866997
s_segment_0_2791,-61.86310514542762,-34.49784528174391
s_segment_0_2799,-61.50721243093222,-32.87157298649044
s_segment_0_2807,-42.388719727685626,32.500066180930325
s_segment_0_2813,-53.46476297202317,-39.63970597965866
s_segment_0_2814,-42.45957944446191,68.31063213971778
s_segment_0_2824,-43.14601549749296,65.22626560487622
s_segment_0_2825,-61.83664738962889,-47.247933660539715
s_segment_0_2826,-60.97242758098145,50.8167452714625
s_segment_0_2828,-41.11322143163398,-52.31089219755992
s_segment_0_283,-56.99844152946911,54.99623510580051
s_segment_0_2837,-56.03027153163618,-42.561514034248326
s_segment_0_2845,-52.44019418064796,-26.648175791668205
s_segment_0_285,-64.27990437155911,6.193879716281479
s_segment_0_2853,-46.99011132319011,-51.043853328445294
s_segment_0_2870,-61.55661756949864,-4.535183852766933
s_segment_0_2882,-45.2533590703814,73.81149127710586
s_segment_0_2889,-46.53993671981592,-32.55082424992736
s_segment_0_289,-54.52234663075338,-42.53454921277306
s_segment_0_2909,-68.28568905969885,-9.314680191026039
s_segment_0_292,-61.730433464144895,38.375253843332914
s_segment_0_2926,-54.660100906717496,-48.105262769507384
s_segment_0_2931,-54.923722252624025,11.690826758608528
s_segment_0_2942,-65.68789292648535,19.263431487334593
s_segment_0_295,-61.43147507671012,-45.76983499922391
s_segment_0_2950,-57.82205522242934,32.906427682729564
s_segment_0_2955,-50.012808130468294,38.13935126650042
s_segment_0_2975,-41.32098959820251,73.38464540964202
s_segment_0_3009,-56.713669073358254,-33.48564464072748
s_segment_0_3011,-58.62237663493161,-32.1421794942215
s_segment_0_3033,-43.11558544895963,74.1328624903225
s_segment_0_3035,-53.268837872551224,66.51062984794373
s_segment_0_3037,-57.47426818042097,49.41981108277342
s_segment_0_3043,-36.84364306150087,-66.48042734261458
s_segment_0_3047,-66.75907699149967,-5.90336661061391
s_segment_0_3051,-62.33144310295356,37.72194321278726
s_segment_0_3054,-56.705385344497955,56.75020516039703
s_segment_0_3057,-59.08145078209763,69.0471008365072
s_segment_0_3064,-66.113768974169,38.129700580702284
s_segment_0_3078,-61.88290702297326,0.6067415322358501
s_segment_0_3090,-45.1402464801986,-60.69424613888759
s_segment_0_3094,-50.105709950098394,26.116600765478424
s_segment_0_3106,-58.964109392309126,64.83740932303851
s_segment_0_3120,-56.88508702531293,-42.678413676230846
s_segment_0_3131,-57.46988352932964,-18.519346677622117
s_segment_0_3132,-47.83349135271407,-24.027527218461856
s_segment_0_3137,-56.30992701535341,-38.93898088444413
s_segment_0_3143,-65.06968065113321,15.722102393617696
s_segment_0_3145,-44.07529785478955,-60.52989977837718
s_segment_0_3154,-55.40325895825442,-48.0491808572088
s_segment_0_3155,-39.530396512765364,55.61160524204312
s_segment_0_3169,-56.68040678226175,-10.285245718763633
s_segment_0_3178,-67.04060884807502,14.787382326588638
s_segment_0_3184,-55.407633193777684,29.769109915115955
s_segment_0_3187,-53.313467964908796,49.12704868377773
s_segment_0_3189,-55.77178287746382,31.54790867892979
s_segment_0_3201,-59.75260307766378,15.193545447276753
s_segment_0_3206,-50.8148559813234,-49.36030237993332
s_segment_0_3209,-55.12643389539625,-22.984952056493835
s_segment_0_3212,-56.38970732631986,-25.74418653456233
s_segment_0_3222,-32.09866817064062,-61.24442322354541
s_segment_0_3224,-66.77621946277402,34.81697436869554
s_segment_0_3225,-63.93442132471374,-3.229578752217258
s_segment_0_3227,-52.54147350675196,67.8663479075326
s_segment_0_3235,-62.47149737918907,39.69605422985218
s_segment_0_3237,-60.781232179006146,-13.248415232146202
s_segment_0_326,-62.50924093369433,-43.84316825439177
s_segment_0_3264,-54.739010716610395,-3.288221510125219
s_segment_0_3271,-62.314021135637574,-8.242563524401913
s_segment_0_3280,-60.600280138236435,-38.95588028842195
s_segment_0_3290,-62.55151862688669,4.808284435528356
s_segment_0_3295,-61.80072042755646,-24.451095465023176
s_segment_0_331,-47.15668017726536,-42.92814790302819
s_segment_0_3322,-49.502066258519044,-56.77571327730205
s_segment_0_3324,-50.1640632014517,-33.748152656889495
s_segment_0_3329,-38.908794697617736,-59.36097200803687
s_segment_0_3335,-48.2230531020289,76.17357436419886
s_segment_0_3337,-61.736135503346595,45.73664150694738
s_segment_0_3352,-67.57441750915243,-24.809448262033182
s_segment_0_3354,-59.5554049580527,-36.59524318563731
s_segment_0_3358,-26.41657073696596,-62.759005494002565
s_segment_0_3361,-57.143260920047055,-34.84942392945429
s_segment_0_3370,-69.95806825534926,9.49288131658355
s_segment_0_3374,-53.058462839484086,23.24510663728199
s_segment_0_3385,-55.27286672948894,-46.648565838452036
s_segment_0_3397,-59.22457653918259,-40.02317197756983
s_segment_0_3410,-59.74826928991101,25.338817190090946
s_segment_0_3423,-61.58871601810359,-49.00577236761353
s_segment_0_3424,-63.615232800449284,0.7550193006399191
s_segment_0_3427,-53.58283014363415,-54.52921324580799
s_segment_0_3435,-63.69665132931806,-42.54860301491006
s_segment_0_3454,-50.42825250610341,59.554896060641724
s_segment_0_3464,-66.12586078533629,10.300332144593934
s_segment_0_3473,-29.554557866515736,-55.675730129136326
s_segment_0_3476,-46.07606308168589,-41.38498259046269
s_segment_0_3477,-58.15146821920346,51.15774111552417
s_segment_0_3494,-45.31340719635918,-54.60712761672379
s_segment_0_3512,-60.21283600341696,-38.38984223560326
s_segment_0_3532,-42.650666632436156,-54.92866812371741
s_segment_0_3539,-63.17737589427506,45.31318090638951
s_segment_0_356,-33.7180987632353,-60.90314807420851
s_segment_0_357,-58.12861772431212,-51.73477700520364
s_segment_0_3575,-58.310490822614746,56.5533733514591
s_segment_0_3581,-37.59108759476888,77.09836699538005
s_segment_0_3629,-60.69269051667049,-5.399252441716545
s_segment_0_3639,-34.893625842983845,35.76169536193107
s_segment_0_3650,-55.01604097157589,25.617556151141947
s_segment_0_3653,-37.38094926683058,76.63102765782718
s_segment_0_3657,-61.99737266283005,-30.33484494558723
s_segment_0_3658,-53.84338596535681,18.359114188148897
s_segment_0_3674,-65.18361252901221,-34.78281472070436
s_segment_0_3704,-50.87701304445453,-52.749404625716735
s_segment_0_3707,-51.97030776525302,-50.951845006636304
s_segment_0_3713,-53.398503462533746,-23.215698408476484
s_segment_0_3714,-55.364086184463396,-15.76749217627158
s_segment_0_3715,-63.94273145461797,11.59227119925641
s_segment_0_372,-59.393889098642006,-24.47962739294893
s_segment_0_3742,-53.96804653319532,-34.18042617558352
s_segment_0_3765,-66.68361917153076,15.023183468968108
s_segment_0_3774,-64.40982960513891,23.459253693843124
s_segment_0_3793,-52.33645178892107,-50.156653282932105
s_segment_0_38,-56.30446632688611,-25.02808481882735
s_segment_0_380,-66.30456633790251,50.34656682259346
s_segment_0_3807,-45.89122177433781,-22.757154378494576
s_segment_0_3811,-63.43389709707574,10.795537448608679
s_segment_0_3814,-51.06538446807543,-52.370733008478375
s_segment_0_3818,-60.058139664462985,60.14858960665666
s_segment_0_3820,-63.084433779147986,-30.951925198685025
s_segment_0_3840,-60.48674831659381,55.852402954891105
s_segment_0_3850,-43.3477637260363,-62.67604371358162
s_segment_0_3858,-64.15101248650005,-7.020448909103445
s_segment_0_3867,-60.14107283564445,53.21687468405756
s_segment_0_3873,-59.51744895188529,48.3162989248632
s_segment_0_3876,-60.053398731592935,-38.8698787275664
s_segment_0_3889,-60.53909733948431,50.49668521830971
s_segment_0_3890,-43.83780645255444,-29.03011204062852
s_segment_0_3907,-60.20655437480925,30.33478027758285
s_segment_0_3910,-58.577016126626404,-48.87921004387091
s_segment_0_3913,-42.47033622972503,-55.2403058280928
s_segment_0_3916,-65.55804201495785,8.887593884162866
s_segment_0_3921,-58.50655304011248,-38.15064736780645
s_segment_0_3934,-42.116504922100184,-61.07393748630853
s_segment_0_3935,-63.03358024562585,28.182358998434815
s_segment_0_394,-64.82715993389498,-12.712623391675441
s_segment_0_3940,-48.684631412860725,-29.805562346668317
s_segment_0_3954,-42.07323170613444,48.02982650914701
s_segment_0_3960,-59.54676683336734,-6.844044022166639
s_segment_0_3981,-43.89399584799921,-0.3802614750524652
s_segment_0_399,-66.22532169926463,33.6770888902986
s_segment_0_3990,-50.97109918383002,-47.50655138320576
s_segment_0_3991,-54.235360045874124,10.457951942704693
s_segment_0_4003,-51.47220139956218,2.4616016227131743
s_segment_0_4008,-60.99053099501584,53.351489892408466
s_segment_0_4013,-57.2002474108993,-51.88983504165261
s_segment_0_4023,-53.87607685773931,50.61028226525076
s_segment_0_4044,-49.740879003005766,69.63418437749995
s_segment_0_4047,-48.973480248409786,-31.905072958501016
s_segment_0_4048,-47.66062116218391,-27.43686099109848
s_segment_0_4052,-70.82944226470252,12.824435016941775
s_segment_0_4053,-48.80880484696386,-34.971083527113244
s_segment_0_4061,-52.67189177707309,45.366025488577996
s_segment_0_407,-60.46734773518539,-22.857719817628123
s_segment_0_4081,-44.83005540660077,48.549989227499005
s_segment_0_409,-50.61264535125536,-18.371074383919883
s_segment_0_41,-67.46773868044664,8.810073579850386
s_segment_0_4119,-60.33978934518336,44.9105410377234
s_segment_0_4124,-60.24157099885725,-47.9040868120586
s_segment_0_4126,-49.38255330375852,-49.022268954679646
s_segment_0_4142,-61.54216088785013,10.001874307816884
s_segment_0_4155,-64.67141982360896,42.37994533520172
s_segment_0_4160,-47.92852099549653,-52.53528430464188
s_segment_0_4176,-56.507220566994285,-53.6395517367
s_segment_0_4193,-68.8288436162311,23.860446080902193
s_segment_0_4196,-54.74918629351326,-53.442091081315276
s_segment_0_4207,-40.92796537700207,65.85207522005771
s_segment_0_4215,-56.12686784786115,62.65587135852634
s_segment_0_4222,-62.04893873088867,13.875783455546417
s_segment_0_4236,-66.84069900627522,-30.426820065961696
s_segment_0_4239,-64.17256109898501,45.327942988393815
s_segment_0_4254,-63.637731557557586,-9.78244681780864
s_segment_0_4262,-57.19193289355788,45.57641898104615
s_segment_0_4307,-53.406702496081195,-58.66549823223061
s_segment_0_4310,-70.12306747700715,13.607498281582235
s_segment_0_432,-58.92815717407218,62.39708273592175
s_segment_0_4322,-62.70973110326491,-37.18975063014997
s_segment_0_4333,-58.94060849397408,-52.509265479099824
s_segment_0_4337,-52.42265954607192,-11.811023577368951
s_segment_0_4349,-59.122370183326105,-50.1829113919081
s_segment_0_4352,-56.16626436178192,-27.59743925281575
s_segment_0_4368,-47.82951389856457,-23.564798434459856
s_segment_0_4374,-53.435961390644806,34.852951693493125
s_segment_0_4393,-57.73409686317913,-47.77397789031685
s_segment_0_4404,-58.04642765478228,-11.007579444934288
s_segment_0_4413,-47.47971908961617,-10.799250821831453
s_segment_0_4426,-42.38700383724673,57.78030730779804
s_segment_0_443,-60.27569643919547,58.393653243712585
s_segment_0_4435,-51.91767475056062,-36.06046154538616
s_segment_0_4444,-58.2655080619238,-41.837976256490585
s_segment_0_4445,-57.05511424965479,-39.87139318494058
s_segment_0_445,-61.59213888341845,2.7938124185287903
s_segment_0_4458,-61.502335464210475,-23.78729564321945
s_segment_0_4465,-60.81635495556077,23.43573606071228
s_segment_0_4467,-56.867038332353225,63.77314859141936
s_segment_0_4494,-50.97529663370128,67.10615569980398
s_segment_0_450,-48.853437346267974,-39.42926690336135
s_segment_0_4505,-45.57636558908836,-45.27247827914224
s_segment_0_4512,-55.60909230433075,-29.464310088324943
s_segment_0_4521,-39.37407844904202,-51.40479959984524
s_segment_0_4525,-43.470813086925894,-54.12435375832833
s_segment_0_4528,-56.99105058104591,-28.519428386650613
s_segment_0_4530,-49.86541784875223,70.14647765156165
s_segment_0_4554,-60.693563176783556,-55.34106416699008
s_segment_0_4555,-58.75171824572044,30.546524736778405
s_segment_0_4562,-57.99623212636396,-19.756951980567333
s_segment_0_4570,-49.84031484753194,-48.14571269188709
s_segment_0_4578,-59.017046529882826,18.16894787148978
s_segment_0_4608,-56.6772982768081,-30.392726686162774
s_segment_0_4610,-55.286632014759086,-33.90040289420173
s_segment_0_4614,-53.831331121547535,-20.96147105053729
s_segment_0_4615,-64.67202198315256,-32.01566595571955
s_segment_0_4619,-68.45617446080541,-0.9703641570619885
s_segment_0_4620,-46.69404024599513,66.82292791914885
s_segment_0_4627,-55.20412784712039,-15.449084106858441
s_segment_0_4643,-53.51139359710057,-23.779312220259172
s_segment_0_4656,-62.53460831636189,56.81242860808282
s_segment_0_4672,-61.831567326087736,14.345652317316096
s_segment_0_4687,-57.869750594527915,62.00950213822701
s_segment_0_469,-42.66012723150745,-30.814842617344112
s_segment_0_4712,-50.181729631149175,-39.2763611201854
s_segment_0_4723,-61.537326949894755,51.90632456015053
s_segment_0_4775,-57.03756729225474,-39.03814539346346
s_segment_0_4778,-54.59931362204079,-21.383368941976144
s_segment_0_4785,-57.42412469613787,-44.07742346361802
s_segment_0_4791,-62.802240548305576,29.159792420171968
s_segment_0_4813,-61.611430242304785,-14.947337247622391
s_segment_0_4815,-61.00593836582265,-31.076972075587864
s_segment_0_482,-46.24920785432791,-58.024770755934405
s_segment_0_4831,-63.54148824045899,60.5161193174104
s_segment_0_4836,-63.728800487964264,-42.01594595391065
s_segment_0_4840,-30.56395662843251,-59.31265206280103
s_segment_0_4847,-42.15507436111024,-40.94420416868498
s_segment_0_4856,-60.09104118782837,14.512401632525952
s_segment_0_4857,-52.01006338152215,-49.17076783115354
s_segment_0_4863,-52.49709515845859,-30.72750447682547
s_segment_0_4871,-49.778996577541506,-36.51671257898366
s_segment_0_4873,-63.322685314085724,-43.94014080903335
s_segment_0_4876,-60.701152091788636,-39.737883248179614
s_segment_0_4890,-55.66355543410207,-55.672882178669994
s_segment_0_4899,-53.670682771196795,46.59963406490232
s_segment_0_4906,-59.98687638769388,-19.839881972804573
s_segment_0_4916,-52.92751999296414,-30.98534088107825
s_segment_0_4920,-60.80767385082139,-27.363722312954305
s_segment_0_4923,-43.8910540796516,-51.697913453602276
s_segment_0_4936,-46.954655089255695,-36.37694891989841
s_segment_0_4943,-58.67511811284978,37.21770307221847
s_segment_0_4957,-40.14668075790716,72.74849731497399
s_segment_0_4966,-54.91264985301495,-43.78107107701619
s_segment_0_4968,-61.432154197451894,46.28366346968649
s_segment_0_4974,-60.887894044086636,-31.24770106925834
s_segment_0_4979,-49.8638811534273,-51.566803898126544
s_segment_0_4985,-41.16873067583419,-32.523658115787036
s_segment_0_4991,-33.15253540537717,-63.31253822946175
s_segment_0_521,-57.961057238026775,4.693249006401605
s_segment_0_525,-58.110701585484414,-9.22314696791829
s_segment_0_527,-56.1922129996743,4.009267647799623
s_segment_0_528,-50.55741775736822,-42.76131412284051
s_segment_0_529,-55.06388752552783,-60.089431966284565
s_segment_0_533,-51.935428545328,-43.73892165986907
s_segment_0_544,-46.668402689189186,66.94152484256598
s_segment_0_547,-52.58610678878693,-55.4704368121576
s_segment_0_562,-52.433820207031324,-47.7033278749332
s_segment_0_569,-56.747940376282656,61.59901694062756
s_segment_0_59,-63.33045687694446,51.4545228646243
s_segment_0_593,-55.777741026130165,47.242118449079605
s_segment_0_614,-61.40901695929157,23.073620294571185
s_segment_0_617,-37.36442112731744,-51.7104384394615
s_segment_0_627,-47.66567449824047,-22.229863796411838
s_segment_0_630,-54.42995072301198,-40.050761845879386
s_segment_0_64,-61.6064876977071,51.60507754739937
s_segment_0_644,-65.94525773768774,-29.151636304121144
s_segment_0_647,-39.74033704389026,-52.44718671441608
s_segment_0_653,-58.10469350617707,-34.302066134200075
s_segment_0_655,-50.861775242489806,-33.53108148544527
s_segment_0_666,-54.646282934418714,29.221652912355637
s_segment_0_673,-44.47734763034618,67.0884045143513
s_segment_0_677,-68.84317285545178,3.8472715947416263
s_segment_0_679,-42.670867193938506,-57.05799450388319
s_segment_0_68,-65.53094497500227,45.960621028773126
s_segment_0_685,-35.4313149622773,75.86185486297482
s_segment_0_688,-63.040039536796456,-5.380659571371116
s_segment_0_69,-51.24604290994518,-11.214499418935487
s_segment_0_697,-63.172969592128645,-26.70723106197613
s_segment_0_726,-57.29429892618343,31.866397802639593
s_segment_0_733,-66.25729830430993,-18.8720110983671
s_segment_0_737,-65.50262621825274,-35.49829323239618
s_segment_0_738,-62.09579760968798,-44.046654979333056
s_segment_0_742,-55.2421794274099,15.642994843386106
s_segment_0_744,-47.86939914184643,62.21342961153666
