sample_id,cancer_type,reference_dataset,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes
TCGA-HT-A614-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.001,0.001,0.001,0,0.864,0.002,0.023,0,0.009,0.091,0.004,0,0,0
TCGA-DB-A4X9-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.003,0,0.002,0,0.91,0.001,0.009,0,0.002,0.065,0.004,0,0,0
TCGA-DH-A7UT-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.002,0,0,0,0.833,0.004,0.019,0,0.017,0.115,0.004,0.001,0,0
TCGA-QH-A6CW-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.002,0,0.001,0,0.824,0,0.021,0,0.007,0.141,0.002,0,0,0
TCGA-FG-A4MW-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.001,0,0.001,0,0.874,0,0.038,0.001,0.003,0.078,0.001,0,0,0
TCGA-P5-A5ET-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.002,0,0.004,0.001,0.916,0.003,0.018,0,0.011,0.037,0.005,0,0,0
TCGA-TM-A84Q-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.003,0,0.001,0,0.789,0.006,0.022,0,0.002,0.168,0.002,0.001,0,0
TCGA-DH-5144-01A,LGG,simu_bulk_2ds_ref,0,0.008,0.002,0,0.001,0,0.909,0.002,0.03,0,0.011,0.036,0,0,0,0.001
TCGA-E1-5303-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.004,0,0,0,0.729,0,0.022,0,0.003,0.239,0.001,0,0,0
TCGA-TQ-A7RP-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.001,0,0.002,0,0.855,0,0.022,0,0.023,0.094,0,0,0,0
TCGA-E1-5318-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.002,0,0,0,0.854,0,0.079,0,0.02,0.041,0,0,0,0.001
TCGA-S9-A7QY-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.001,0,0.003,0,0.903,0.003,0.017,0,0.017,0.05,0.003,0,0,0
TCGA-FG-5962-01B,LGG,simu_bulk_2ds_ref,0,0.007,0.005,0,0.004,0.003,0.879,0.004,0.022,0,0.021,0.047,0.008,0,0,0
TCGA-DB-A75K-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.003,0,0,0,0.803,0.001,0.05,0,0.025,0.112,0.002,0.001,0.001,0
TCGA-RY-A845-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.003,0,0.001,0,0.898,0.003,0.01,0,0.007,0.071,0.003,0,0,0
TCGA-DU-7012-01A,LGG,simu_bulk_2ds_ref,0,0.012,0.016,0,0.012,0,0.592,0.024,0.033,0.046,0.012,0.246,0.006,0,0.001,0
TCGA-HT-A619-01A,LGG,simu_bulk_2ds_ref,0,0.012,0.002,0,0.002,0,0.933,0.004,0.044,0,0.001,0.001,0,0,0,0
TCGA-DU-6397-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.003,0,0.001,0,0.85,0.007,0.048,0,0.018,0.065,0.002,0,0,0
TCGA-DU-A7T6-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.003,0,0.004,0.001,0.883,0.007,0.044,0.001,0.019,0.032,0.002,0,0,0
TCGA-E1-A7Z6-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.003,0,0,0,0.896,0,0.019,0,0.006,0.071,0.001,0,0,0
TCGA-DU-7007-01A,LGG,simu_bulk_2ds_ref,0,0.001,0.004,0,0.003,0,0.7,0.004,0.073,0.016,0.001,0.197,0.001,0,0,0
TCGA-WH-A86K-01A,LGG,simu_bulk_2ds_ref,0,0,0.002,0,0.001,0,0.802,0,0.052,0,0.015,0.127,0,0.001,0,0
TCGA-DU-7008-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.003,0,0.001,0,0.928,0.002,0.009,0,0.001,0.046,0.003,0,0,0.001
TCGA-HT-7693-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.002,0,0,0,0.768,0.001,0.044,0,0.009,0.167,0.001,0.001,0,0
TCGA-IK-7675-01A,LGG,simu_bulk_2ds_ref,0,0,0.002,0,0,0,0.909,0.001,0.023,0,0.004,0.06,0,0,0,0
TCGA-S9-A7R3-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.003,0,0,0,0.827,0,0.023,0,0.02,0.124,0,0,0,0
TCGA-HT-7688-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.002,0,0.013,0.006,0.889,0.006,0.02,0,0.02,0.03,0.009,0,0,0
TCGA-DH-A7US-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.001,0,0.001,0,0.879,0.001,0.024,0,0.012,0.074,0.003,0,0,0
TCGA-DU-7302-01A,LGG,simu_bulk_2ds_ref,0,0.008,0.003,0,0.003,0.002,0.912,0.003,0.021,0,0.015,0.024,0.008,0,0,0
TCGA-KT-A74X-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.002,0,0.002,0,0.893,0.002,0.036,0,0.002,0.057,0.002,0,0,0
TCGA-CS-6186-01A,LGG,simu_bulk_2ds_ref,0,0.001,0,0,0,0,0.894,0,0.024,0,0.001,0.079,0.001,0,0,0
TCGA-HW-8321-01A,LGG,simu_bulk_2ds_ref,0,0.007,0.001,0,0.001,0,0.815,0.006,0.042,0,0.035,0.084,0.006,0,0,0.001
TCGA-HT-A74J-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.003,0,0.004,0,0.883,0.002,0.022,0,0.003,0.071,0.006,0,0,0
TCGA-R8-A6ML-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.002,0,0.001,0,0.931,0.001,0.027,0,0.014,0.02,0.001,0,0,0
TCGA-DU-6407-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.002,0,0,0,0.875,0,0.017,0,0.008,0.094,0.001,0,0,0.001
TCGA-S9-A89V-01A,LGG,simu_bulk_2ds_ref,0,0.012,0.002,0,0.001,0.001,0.839,0.011,0.025,0.001,0.02,0.084,0.003,0,0,0
TCGA-HT-7481-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.002,0,0.002,0,0.915,0.001,0.028,0,0.007,0.037,0.005,0,0,0
TCGA-DU-A76O-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.005,0,0,0,0.761,0.007,0.023,0,0.005,0.191,0.002,0,0,0
TCGA-HT-7877-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.002,0,0.002,0.002,0.897,0.002,0.032,0,0.027,0.026,0.005,0,0,0.001
TCGA-TM-A7C5-01A,LGG,simu_bulk_2ds_ref,0,0.008,0.001,0,0,0,0.934,0.006,0.023,0,0.007,0.021,0.001,0,0,0
TCGA-DU-5854-01A,LGG,simu_bulk_2ds_ref,0,0.007,0.001,0,0.002,0,0.735,0,0.058,0.025,0.009,0.159,0.002,0,0,0
TCGA-DU-A7T8-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.003,0.001,0,0,0.839,0.006,0.019,0.022,0.011,0.089,0.002,0,0,0.003
TCGA-DU-7019-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.001,0,0.002,0,0.775,0.003,0.054,0,0.037,0.121,0.003,0,0,0
TCGA-DU-7299-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.001,0,0,0,0.853,0.001,0.026,0,0.003,0.109,0.002,0,0,0
TCGA-DU-7006-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.003,0,0.001,0,0.727,0,0.017,0.038,0,0.209,0.001,0,0,0
TCGA-S9-A6WH-01A,LGG,simu_bulk_2ds_ref,0,0.007,0.003,0,0.001,0,0.927,0.002,0.023,0,0.008,0.025,0.003,0,0,0
TCGA-S9-A7QX-01A,LGG,simu_bulk_2ds_ref,0,0.001,0.001,0,0,0,0.825,0,0.018,0,0.009,0.146,0,0,0,0
TCGA-P5-A736-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.006,0,0.004,0,0.689,0,0.037,0,0.008,0.249,0.002,0.001,0,0
TCGA-DB-A64U-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.001,0,0,0,0.893,0.001,0.027,0,0.015,0.058,0.002,0,0,0
TCGA-FG-A6J3-01A,LGG,simu_bulk_2ds_ref,0,0,0.005,0,0.005,0,0.651,0,0.051,0.004,0.012,0.268,0,0.003,0,0
TCGA-E1-A7YW-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.003,0,0.001,0,0.883,0.001,0.009,0,0.004,0.092,0.005,0,0,0.001
TCGA-DH-A66F-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.002,0,0,0,0.918,0,0.023,0,0.003,0.049,0.001,0,0,0
TCGA-FG-7641-01B,LGG,simu_bulk_2ds_ref,0,0.005,0.003,0,0.003,0.003,0.929,0.002,0.01,0,0.012,0.021,0.011,0,0,0
TCGA-HW-A5KM-01A,LGG,simu_bulk_2ds_ref,0,0.012,0.007,0,0,0,0.507,0.001,0.044,0,0.01,0.418,0,0.001,0,0
TCGA-P5-A737-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.005,0,0,0,0.902,0.005,0.015,0,0.002,0.062,0.004,0,0,0
TCGA-TQ-A7RI-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.002,0,0,0,0.891,0.001,0.012,0,0.011,0.075,0.002,0,0,0
TCGA-DU-A6S6-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.005,0,0.007,0.006,0.901,0.004,0.017,0,0.018,0.026,0.009,0,0,0
TCGA-P5-A731-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.005,0,0.003,0,0.835,0.001,0.041,0,0.026,0.082,0.002,0,0,0
TCGA-DB-A64R-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.002,0,0.001,0.001,0.91,0.005,0.015,0,0.018,0.036,0.006,0,0,0.002
TCGA-QH-A65R-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.001,0.001,0.003,0.001,0.902,0.005,0.042,0,0.022,0.02,0,0,0,0
TCGA-HT-A74L-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.001,0,0,0,0.913,0,0.008,0,0.006,0.064,0.001,0,0,0.003
TCGA-CS-4944-01A,LGG,simu_bulk_2ds_ref,0,0,0.003,0,0.002,0,0.829,0,0.027,0,0.01,0.128,0.001,0,0,0
TCGA-HT-7676-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.002,0,0,0,0.794,0,0.025,0,0.004,0.171,0.001,0,0,0
TCGA-VV-A829-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.003,0,0.001,0,0.873,0.011,0.029,0,0.006,0.072,0.002,0,0,0
TCGA-P5-A5EU-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.004,0,0,0,0.754,0,0.054,0,0.002,0.167,0.001,0.004,0.008,0
TCGA-DU-5872-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.001,0,0,0,0.766,0.007,0.047,0,0.03,0.145,0,0.001,0,0
TCGA-P5-A72Z-01A,LGG,simu_bulk_2ds_ref,0,0.001,0,0,0.001,0,0.965,0.004,0.018,0,0.009,0.002,0,0,0,0
TCGA-TM-A84J-01A,LGG,simu_bulk_2ds_ref,0,0.005,0,0,0,0,0.915,0.001,0.038,0,0.011,0.026,0.003,0,0,0.001
TCGA-HT-7879-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.001,0,0,0,0.841,0.001,0.035,0,0.015,0.1,0.002,0,0,0
TCGA-HT-A616-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.003,0,0.006,0.001,0.893,0.005,0.023,0,0.019,0.042,0.005,0,0,0
TCGA-P5-A5EX-01A,LGG,simu_bulk_2ds_ref,0.006,0.003,0.012,0,0.007,0,0.656,0.001,0.061,0.017,0.019,0.212,0.005,0,0,0
TCGA-FG-A713-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.006,0,0.015,0.008,0.877,0.004,0.022,0,0.02,0.034,0.009,0,0,0
TCGA-P5-A5F6-01A,LGG,simu_bulk_2ds_ref,0,0,0.002,0,0.002,0,0.827,0.005,0.078,0,0.023,0.064,0,0,0,0
TCGA-DH-A7UV-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.002,0,0,0,0.854,0,0.023,0,0.006,0.11,0.001,0.001,0,0
TCGA-S9-A6U1-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.001,0,0,0,0.881,0,0.02,0,0.005,0.088,0.002,0,0,0
TCGA-S9-A6U0-01A,LGG,simu_bulk_2ds_ref,0,0,0.006,0,0.008,0,0.544,0.002,0.218,0.021,0.051,0.147,0.001,0.002,0,0
TCGA-DU-5847-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.003,0,0.006,0,0.756,0.002,0.059,0.001,0.002,0.165,0.003,0,0.002,0
TCGA-S9-A6U5-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.004,0,0.005,0,0.788,0.026,0.03,0,0.01,0.133,0.001,0.001,0,0
TCGA-DU-6394-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.002,0,0,0,0.909,0.003,0.041,0,0.007,0.029,0.003,0,0.001,0
TCGA-HT-A5RB-01A,LGG,simu_bulk_2ds_ref,0,0.005,0,0,0.002,0.001,0.927,0.004,0.02,0,0.003,0.034,0.003,0,0,0
TCGA-TM-A84H-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.001,0,0.003,0,0.902,0.002,0.015,0,0.006,0.06,0.006,0,0,0
TCGA-VM-A8C9-01A,LGG,simu_bulk_2ds_ref,0,0.007,0.012,0,0.004,0,0.624,0.011,0.021,0.038,0.005,0.269,0.004,0.004,0,0
TCGA-P5-A5EY-01A,LGG,simu_bulk_2ds_ref,0,0.008,0.004,0,0.013,0,0.862,0.003,0.019,0,0.011,0.079,0.002,0,0,0
TCGA-S9-A7R8-01A,LGG,simu_bulk_2ds_ref,0,0.005,0,0,0,0,0.838,0.004,0.019,0,0.002,0.13,0.001,0,0,0
TCGA-HT-7471-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.005,0,0,0,0.805,0.005,0.043,0,0.019,0.112,0.003,0,0,0.004
TCGA-HW-A5KK-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.001,0,0.005,0,0.697,0,0.014,0.012,0.001,0.261,0.005,0.001,0,0
TCGA-E1-A7YQ-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.001,0,0.002,0,0.598,0.003,0.069,0.053,0.01,0.256,0.003,0,0.003,0
TCGA-HT-A61B-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.003,0,0,0,0.668,0.001,0.05,0,0.011,0.259,0.001,0,0,0
TCGA-HT-A74O-01A,LGG,simu_bulk_2ds_ref,0,0,0.007,0,0.004,0,0.628,0.01,0.025,0,0.004,0.321,0.001,0,0,0
TCGA-HT-7469-01A,LGG,simu_bulk_2ds_ref,0,0.003,0,0,0,0,0.93,0,0.022,0,0.008,0.031,0.004,0,0.001,0
TCGA-DU-7292-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.002,0,0.005,0.001,0.876,0.002,0.024,0.022,0.021,0.037,0.006,0,0,0
TCGA-DU-A7TG-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.005,0,0.011,0.009,0.82,0.007,0.037,0,0.04,0.05,0.012,0,0.002,0
TCGA-S9-A7R1-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.003,0,0.001,0.002,0.932,0.004,0.019,0,0.01,0.023,0.004,0,0,0
TCGA-HT-7689-01A,LGG,simu_bulk_2ds_ref,0,0.008,0.002,0,0,0,0.878,0,0.006,0,0.006,0.097,0.004,0,0,0
TCGA-VM-A8CA-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.005,0,0.007,0,0.764,0.002,0.057,0,0.049,0.108,0.004,0.002,0,0
TCGA-DU-8162-01A,LGG,simu_bulk_2ds_ref,0,0.01,0.003,0,0.007,0.004,0.85,0.004,0.035,0,0.024,0.051,0.012,0,0,0
TCGA-HT-8110-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.002,0,0.005,0,0.639,0,0.038,0,0.011,0.293,0.005,0,0,0
TCGA-S9-A6U8-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.002,0,0,0,0.821,0,0.018,0,0.008,0.142,0.004,0,0,0
TCGA-E1-5305-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.002,0,0.001,0,0.874,0.003,0.026,0,0.014,0.075,0.002,0,0,0.001
TCGA-FG-A60K-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.002,0,0,0,0.898,0.001,0.01,0,0.01,0.073,0.001,0,0,0.001
TCGA-HT-7687-01A,LGG,simu_bulk_2ds_ref,0,0.011,0.002,0,0.009,0.001,0.848,0.009,0.038,0,0.022,0.057,0.004,0,0,0
TCGA-HT-7607-01A,LGG,simu_bulk_2ds_ref,0,0.007,0.005,0,0.006,0.004,0.828,0.005,0.033,0,0.034,0.066,0.011,0,0,0
TCGA-DU-5871-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.001,0,0.001,0,0.834,0.001,0.018,0,0.015,0.123,0.001,0,0,0
TCGA-IK-8125-01A,LGG,simu_bulk_2ds_ref,0,0.01,0.002,0,0.001,0.001,0.895,0.005,0.025,0,0.012,0.046,0.004,0,0,0
TCGA-KT-A7W1-01A,LGG,simu_bulk_2ds_ref,0,0,0,0.002,0.004,0,0.892,0.003,0.054,0,0,0.042,0.002,0,0,0
TCGA-DU-7304-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.001,0,0.002,0,0.819,0.001,0.04,0,0.011,0.114,0.006,0,0.001,0
TCGA-HT-7882-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.007,0,0.009,0,0.264,0,0.114,0.275,0.051,0.266,0.002,0,0.008,0.002
TCGA-HT-7608-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.005,0,0,0,0.845,0,0.034,0,0.008,0.105,0.001,0,0,0
TCGA-FG-8187-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.002,0,0.001,0,0.877,0,0.021,0,0.004,0.087,0.004,0,0,0
TCGA-VM-A8CH-01A,LGG,simu_bulk_2ds_ref,0,0.001,0.001,0,0,0,0.786,0.002,0.025,0,0.02,0.163,0.001,0,0,0
TCGA-E1-5319-01A,LGG,simu_bulk_2ds_ref,0,0.001,0.003,0,0.001,0,0.849,0,0.049,0,0.021,0.075,0,0,0,0
TCGA-DU-6403-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.001,0,0,0,0.792,0.001,0.029,0,0.001,0.167,0.004,0,0,0
TCGA-DU-6392-01A,LGG,simu_bulk_2ds_ref,0,0.009,0.005,0,0,0,0.77,0.008,0.061,0.011,0.023,0.109,0.003,0.001,0,0
TCGA-HT-7602-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.002,0,0,0,0.833,0,0.033,0,0.007,0.118,0.003,0,0,0
TCGA-HW-8322-01A,LGG,simu_bulk_2ds_ref,0,0.008,0.001,0,0,0,0.894,0.012,0.024,0,0.011,0.046,0.003,0,0,0.001
TCGA-FG-8182-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.001,0,0,0,0.825,0.001,0.023,0,0.013,0.127,0.004,0,0,0
TCGA-DU-8165-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.007,0,0.012,0,0.701,0.012,0.066,0.027,0.022,0.136,0.008,0,0.004,0.001
TCGA-S9-A6UB-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.001,0,0,0,0.954,0.002,0.014,0,0.001,0.02,0.002,0,0,0
TCGA-HT-A61A-01A,LGG,simu_bulk_2ds_ref,0,0.009,0.006,0,0.016,0.006,0.864,0.007,0.024,0,0.009,0.049,0.009,0,0,0
TCGA-DU-A6S3-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.002,0,0.007,0.005,0.935,0.005,0.018,0,0.011,0.009,0.003,0,0,0
TCGA-P5-A5F4-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.002,0,0.011,0.002,0.896,0.003,0.031,0,0.018,0.028,0.004,0,0,0
TCGA-DB-A75M-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.005,0,0,0,0.834,0,0.028,0,0.007,0.121,0.001,0.001,0,0
TCGA-E1-5304-01A,LGG,simu_bulk_2ds_ref,0,0,0,0,0,0,0.962,0.002,0.024,0,0.001,0.009,0.001,0,0,0.001
TCGA-DB-A75L-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.002,0,0.002,0,0.864,0.001,0.024,0,0.019,0.083,0.003,0,0,0
TCGA-P5-A735-01A,LGG,simu_bulk_2ds_ref,0,0.001,0.004,0,0.001,0,0.89,0.001,0.006,0,0.002,0.093,0.003,0,0,0
TCGA-DB-5270-01A,LGG,simu_bulk_2ds_ref,0,0.008,0.006,0,0.017,0.001,0.801,0.006,0.022,0,0.012,0.119,0.008,0,0,0
TCGA-HT-7470-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.002,0,0.003,0.001,0.894,0.002,0.018,0,0.015,0.055,0.006,0,0,0
TCGA-HW-7490-01A,LGG,simu_bulk_2ds_ref,0,0.001,0.001,0,0,0,0.79,0,0.056,0,0.036,0.115,0,0,0,0
TCGA-HT-8564-01A,LGG,simu_bulk_2ds_ref,0,0.008,0.003,0,0.015,0.001,0.823,0.008,0.034,0,0.017,0.084,0.007,0,0,0
TCGA-HT-7856-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.004,0,0.007,0.007,0.878,0.003,0.033,0,0.021,0.034,0.01,0,0,0
TCGA-HT-7692-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.002,0,0,0,0.906,0.003,0.008,0,0.006,0.071,0.001,0,0,0
TCGA-QH-A6CZ-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.003,0,0.002,0.001,0.936,0.004,0.01,0,0.011,0.026,0.004,0,0,0
TCGA-TQ-A7RG-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.002,0,0.001,0,0.865,0,0.024,0,0.013,0.087,0.003,0,0,0.001
TCGA-FG-A4MX-01A,LGG,simu_bulk_2ds_ref,0,0,0,0,0,0,0.815,0.007,0.027,0,0.031,0.118,0.001,0,0,0
TCGA-HT-A74H-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.002,0,0.011,0.001,0.761,0,0.043,0,0.021,0.152,0.006,0,0,0
TCGA-TM-A84I-01A,LGG,simu_bulk_2ds_ref,0,0.001,0,0.002,0,0,0.904,0,0.02,0,0.001,0.07,0,0,0,0
TCGA-HT-7857-01A,LGG,simu_bulk_2ds_ref,0,0.012,0.011,0,0.001,0,0.382,0.001,0.071,0.058,0.025,0.437,0.001,0,0.001,0
TCGA-DB-A75O-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.004,0,0.002,0,0.783,0,0.027,0,0.004,0.174,0.002,0,0,0
TCGA-HT-7874-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.005,0,0.005,0.006,0.883,0.003,0.028,0,0.023,0.032,0.01,0,0,0
TCGA-FG-A70Z-01A,LGG,simu_bulk_2ds_ref,0,0.007,0.005,0,0.002,0,0.71,0.001,0.095,0.001,0.03,0.146,0.002,0,0,0
TCGA-DU-7301-01A,LGG,simu_bulk_2ds_ref,0,0.002,0.001,0,0,0,0.796,0,0.026,0,0.014,0.159,0.001,0,0,0
TCGA-DU-A7TI-01A,LGG,simu_bulk_2ds_ref,0,0.008,0.001,0.001,0.002,0,0.798,0.005,0.015,0,0.019,0.145,0.005,0,0,0
TCGA-FG-A60J-01A,LGG,simu_bulk_2ds_ref,0,0.007,0.003,0,0.001,0,0.866,0.004,0.006,0,0.006,0.102,0.005,0,0,0
TCGA-HT-7474-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.002,0,0.006,0.001,0.894,0.002,0.018,0,0.019,0.046,0.008,0,0,0
TCGA-DB-A64L-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.003,0,0.01,0.002,0.879,0.008,0.027,0,0.014,0.042,0.006,0.001,0.001,0
TCGA-CS-4942-01A,LGG,simu_bulk_2ds_ref,0,0.007,0.003,0,0,0,0.728,0,0.013,0,0.003,0.242,0.003,0,0,0
TCGA-DU-8161-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.007,0,0.007,0,0.783,0.01,0.009,0.002,0.008,0.167,0,0,0,0
TCGA-QH-A65X-01A,LGG,simu_bulk_2ds_ref,0,0.001,0.008,0,0.005,0,0.805,0.013,0.076,0,0.048,0.044,0.001,0,0,0
TCGA-HT-7468-01A,LGG,simu_bulk_2ds_ref,0,0.007,0.001,0,0,0,0.891,0.001,0.029,0,0.011,0.057,0.002,0,0,0
TCGA-VW-A8FI-01A,LGG,simu_bulk_2ds_ref,0,0,0,0,0.001,0,0.863,0,0.016,0,0,0.12,0,0,0,0
TCGA-DB-5277-01A,LGG,simu_bulk_2ds_ref,0,0.002,0,0,0.001,0,0.884,0.002,0.035,0,0.018,0.055,0.002,0,0,0.001
TCGA-FG-8181-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.007,0,0.017,0.011,0.828,0.008,0.04,0,0.038,0.032,0.013,0,0,0
TCGA-DB-A4XE-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.001,0,0.001,0,0.897,0.002,0.015,0,0.007,0.065,0.006,0,0,0
TCGA-DU-7290-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.005,0,0.005,0,0.674,0,0.029,0.016,0.01,0.245,0.007,0,0.001,0
TCGA-P5-A77X-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.002,0,0.002,0.001,0.932,0.003,0.014,0,0.009,0.027,0.005,0,0,0
TCGA-RY-A843-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.001,0,0.002,0,0.873,0.001,0.016,0,0.001,0.099,0.003,0,0,0
TCGA-QH-A65V-01A,LGG,simu_bulk_2ds_ref,0,0,0.003,0,0.001,0,0.875,0,0.014,0,0.003,0.099,0.004,0,0,0
TCGA-S9-A7R7-01A,LGG,simu_bulk_2ds_ref,0,0.001,0.005,0,0,0,0.643,0,0.041,0.022,0.026,0.259,0.001,0.003,0,0
TCGA-HT-7610-01A,LGG,simu_bulk_2ds_ref,0,0.008,0.003,0,0.003,0.002,0.912,0.003,0.007,0,0.012,0.042,0.008,0,0,0
TCGA-DU-7009-01A,LGG,simu_bulk_2ds_ref,0,0.006,0.001,0,0.001,0.001,0.936,0,0.016,0,0.009,0.025,0.004,0,0,0
TCGA-DB-5274-01A,LGG,simu_bulk_2ds_ref,0,0,0.004,0,0,0,0.838,0.001,0.051,0,0.014,0.089,0.001,0,0,0
TCGA-FG-8191-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.001,0,0.003,0,0.824,0,0.014,0,0.025,0.126,0.001,0,0,0
TCGA-TM-A84L-01A,LGG,simu_bulk_2ds_ref,0,0.004,0.002,0,0.001,0,0.803,0.002,0.027,0,0.014,0.143,0.003,0.001,0,0
TCGA-EZ-7264-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.001,0,0.001,0,0.95,0.001,0.01,0,0.005,0.022,0.002,0,0,0.002
TCGA-QH-A870-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.001,0,0,0,0.917,0,0.012,0,0.004,0.06,0.002,0,0,0
TCGA-QH-A6XA-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.002,0,0,0,0.856,0,0.01,0,0.008,0.118,0.003,0,0,0
TCGA-HT-7611-01A,LGG,simu_bulk_2ds_ref,0,0.003,0.003,0,0.001,0,0.841,0,0.022,0,0.007,0.122,0.001,0,0,0
TCGA-FG-6690-01A,LGG,simu_bulk_2ds_ref,0,0.005,0.003,0,0.001,0,0.823,0,0.012,0,0.012,0.141,0.003,0,0,0
