,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean
TCGA-EK-A2PK-01A,86.986,90.865,22.501,36.440,4.785,95.498,279.320,16.550,4.199,61.542,417.707,10.265,1780.705
TCGA-C5-A1MQ-01A,149.629,194.791,60.215,19.919,8.812,31.130,1844.958,87.478,5.697,182.396,130.798,3.927,4010.537
TCGA-EA-A3HS-01A,14.008,213.571,24.645,9.201,4.568,33.680,275.736,11.627,1.033,98.703,57.808,1.653,132.252
TCGA-DS-A7WF-01A,18.672,1397.988,14.172,6.302,3.517,59.340,115.933,51.625,1.043,556.661,27.645,1.000,1470.709
TCGA-VS-A9U5-01A,42.850,44.286,33.487,26.920,10.055,49.814,270.818,6.989,1.314,21.726,100.664,2.561,2260.781
TCGA-DR-A0ZM-01A,12.898,41.576,22.316,23.412,3.165,24.448,276.123,7.499,1.771,33.826,126.513,1.000,2002.223
TCGA-VS-A9UZ-01A,60.964,105.622,26.948,6.080,23.427,52.155,135.210,7.397,1.793,59.333,42.476,3.328,1412.409
TCGA-DS-A7WI-01A,9.858,19.653,9.586,3.086,2.663,21.095,232.926,38.579,1.000,84.433,38.850,2.696,1661.195
TCGA-EX-A69L-01A,44.312,122.797,56.820,55.561,15.260,60.905,694.515,16.083,2.540,51.739,233.196,19.280,1018.407
TCGA-Q1-A73Q-01A,20.613,67.483,19.691,3.895,7.103,60.821,23.558,71.297,2.627,39.035,9.319,1.176,919.780
TCGA-VS-A9UI-01A,11.074,11.413,22.722,15.804,6.735,17.803,207.161,4.833,2.082,46.293,86.846,1.262,1433.368
TCGA-C5-A8XI-01A,35.320,95.886,24.973,35.536,5.060,57.027,152.233,10.319,3.219,74.391,88.495,1.168,2518.785
TCGA-VS-A8Q9-01A,8.123,17.552,29.071,12.067,1.033,60.030,88.258,4.286,1.000,17.750,27.894,1.000,102.531
TCGA-C5-A2LT-01A,14.229,384.675,32.459,22.587,5.741,41.100,288.419,124.380,7.268,229.617,100.569,2.026,2101.608
TCGA-ZX-AA5X-01A,16.999,712.061,39.942,7.636,17.488,203.271,318.656,145.735,10.889,206.815,48.284,8.929,629.844
TCGA-GH-A9DA-01A,4.885,131.877,28.050,12.397,9.903,23.974,190.225,44.630,8.760,465.798,48.305,3.686,3589.162
TCGA-C5-A7CH-01A,5.881,92.855,8.382,2.525,2.118,32.310,69.224,3.823,1.298,70.174,8.500,3.161,836.955
TCGA-EA-A3Y4-01A,8.523,100.774,35.281,60.684,1.899,21.141,516.904,68.835,1.009,105.429,364.942,1.355,3580.800
TCGA-EX-A1H6-01B,16.236,190.004,4.947,7.185,9.376,14.482,31.834,43.848,1.000,68.509,19.541,1.000,2922.409
TCGA-C5-A1BE-01B,5.947,101.371,23.893,8.512,5.155,35.765,196.113,21.326,2.633,64.096,27.752,1.000,2211.047
TCGA-C5-A8XK-01A,11.429,44.060,25.253,5.051,1.643,72.050,338.459,1.000,1.000,53.971,20.205,8.777,1335.347
TCGA-RA-A741-01A,39.829,166.984,33.271,21.838,15.574,36.812,486.302,136.392,1.937,101.585,72.235,9.200,2451.841
TCGA-VS-A958-01A,24.074,34.465,42.789,78.305,20.454,30.855,781.708,1.000,5.208,11.501,313.627,8.997,1254.158
TCGA-MA-AA43-01A,45.508,425.872,17.303,1.000,3.718,150.428,63.999,13.254,3.073,699.425,8.260,4.331,916.600
TCGA-JW-A5VH-01A,4.846,113.489,8.624,136.229,1.000,158.582,50.486,5.332,1.780,90.904,4.880,2.738,3413.196
TCGA-VS-A9UY-01A,11.077,37.041,30.126,10.460,4.537,65.370,270.136,6.887,2.907,12.909,66.698,4.110,2074.872
TCGA-VS-A9UC-01A,15.383,287.987,31.216,17.397,3.580,63.460,283.556,3.113,1.000,40.013,63.370,32.461,1197.006
TCGA-C5-A8YQ-01A,6.451,51.415,12.720,3.944,3.384,20.040,188.534,2.285,1.000,19.026,7.392,1.477,29.295
TCGA-MA-AA3Y-01A,31.857,80.789,47.303,31.965,10.582,51.386,541.914,16.057,4.486,167.690,122.534,2.258,769.832
TCGA-VS-A8EK-01A,23.195,34.368,11.372,3.655,4.687,27.991,106.161,16.517,1.857,11.575,32.446,6.898,319.757
TCGA-LP-A4AV-01A,37.999,172.993,22.862,12.469,4.705,37.225,946.838,29.143,1.016,658.261,221.592,1.000,1222.964
TCGA-C5-A7CG-01A,55.177,97.177,116.396,157.469,20.432,47.313,994.528,95.955,3.790,43.272,439.663,4.035,861.739
TCGA-VS-A952-01A,39.378,58.073,14.629,3.260,2.623,31.023,35.671,21.960,1.621,60.920,8.204,1.000,2366.873
TCGA-EK-A2PL-01A,3.996,224.544,16.182,15.576,1.321,10.856,55.247,3.336,1.000,45.339,31.946,1.000,1543.270
TCGA-EK-A2H1-01A,20.374,132.383,36.948,5.842,3.923,63.004,673.792,44.038,3.901,183.592,127.532,1.829,2044.851
TCGA-VS-A9UP-01A,39.485,264.310,5.449,12.907,2.029,25.251,32.838,9.548,1.000,115.985,8.754,1.420,1153.220
TCGA-C5-A1BF-01B,9.476,320.704,28.777,5.816,4.343,185.396,232.787,11.609,6.227,158.625,46.072,4.840,484.008
TCGA-DS-A3LQ-01A,15.314,174.624,27.232,5.164,3.704,100.808,536.118,21.943,1.000,119.706,23.813,1.630,1107.563
TCGA-C5-A1MP-01A,61.224,330.527,100.051,28.875,39.274,58.726,772.717,22.918,15.610,92.911,52.153,2.094,227.996
TCGA-EK-A2RA-01A,9.308,19.276,29.954,28.618,14.005,9.016,357.794,1.000,1.000,27.584,171.149,1.699,1796.666
TCGA-EX-A1H5-01A,29.700,98.391,13.766,14.304,7.283,92.574,59.909,110.202,1.221,113.076,27.086,1.000,3929.950
TCGA-JW-A5VI-01A,27.841,290.352,28.564,23.602,9.068,44.653,232.913,16.843,1.322,129.015,70.188,3.097,589.144
TCGA-JX-A3Q8-01A,9.313,45.003,14.978,70.975,3.885,15.654,300.051,16.487,1.149,52.660,119.907,4.644,1672.747
TCGA-IR-A3LC-01A,6.722,124.590,18.366,1.912,3.371,29.173,244.753,60.787,2.367,27.132,33.042,1.000,1276.415
TCGA-EK-A2H0-01A,4.638,39.302,11.511,1.387,2.388,12.940,166.974,19.276,1.000,13.621,26.678,1.480,180.903
TCGA-IR-A3LH-01A,71.781,718.398,199.884,71.340,23.489,56.252,2478.325,7.352,4.999,565.661,771.069,6.606,877.677
TCGA-DS-A1OA-01A,31.244,251.172,35.856,21.409,12.730,36.567,386.813,5.443,1.121,134.329,57.905,1.763,1520.915
TCGA-DS-A0VL-01A,15.020,95.989,19.294,20.407,4.211,33.223,200.566,24.599,1.664,71.444,92.346,1.808,2838.017
TCGA-EA-A1QS-01A,13.112,1460.050,40.159,6.237,8.549,95.011,297.380,92.772,3.539,1573.667,16.320,2.193,1317.706
TCGA-EA-A78R-01A,10.190,174.253,14.932,7.273,9.592,43.747,246.510,8.043,2.647,105.247,48.439,5.204,4162.122
TCGA-LP-A7HU-01A,22.367,114.178,31.919,27.601,12.063,50.070,508.942,1.000,1.460,71.129,138.808,2.329,2523.553
TCGA-UC-A7PI-01A,14.938,102.399,12.471,6.543,5.298,24.192,68.425,4.704,1.000,31.495,15.215,1.362,3518.616
TCGA-4T-AA8H-01A,9.282,23.373,7.513,1.365,1.000,22.509,15.150,1.000,1.000,22.749,3.360,1.000,2526.968
TCGA-AA-A00Q-01A,9.848,160.092,12.661,4.317,13.951,67.334,97.688,14.790,1.000,86.047,23.077,1.245,2202.537
TCGA-AZ-4614-01A,5.840,26.771,3.222,10.113,9.058,51.147,43.675,1.052,1.000,60.913,20.042,1.000,2934.666
TCGA-A6-2675-01A,17.938,647.155,43.970,3.434,35.727,88.294,304.509,54.297,3.423,221.531,20.817,14.443,1979.057
TCGA-AA-A00U-01A,7.814,104.656,11.577,3.123,25.421,63.025,56.918,3.748,1.000,56.392,12.345,1.984,1777.820
TCGA-A6-6781-01A,12.874,1118.786,87.735,15.023,24.354,107.429,405.329,8.381,28.150,212.185,39.241,20.663,1144.258
TCGA-CM-6169-01A,26.009,667.181,90.416,19.436,35.735,218.187,307.268,46.079,11.383,312.454,42.699,11.376,1888.635
TCGA-AA-3516-01A,14.899,106.916,15.654,12.022,11.975,57.862,151.602,13.448,5.363,27.139,64.359,5.881,3797.628
TCGA-AA-3552-01A,40.991,153.375,41.296,10.980,38.475,96.306,379.617,47.580,3.684,91.697,38.590,6.732,2206.701
TCGA-D5-6931-01A,44.718,343.602,40.297,7.900,20.859,101.965,324.836,68.770,2.329,105.323,26.653,5.728,4140.608
TCGA-SS-A7HO-01A,10.773,48.021,15.805,12.374,6.014,110.829,92.542,1.000,2.150,47.629,6.617,2.186,3101.340
TCGA-AZ-6605-01A,45.466,1436.568,50.239,8.004,19.429,194.343,279.218,125.935,4.730,250.163,24.497,6.539,2390.261
TCGA-CA-6717-01A,50.206,622.526,65.202,13.860,42.867,175.748,429.015,78.178,8.113,477.528,61.646,4.821,1900.358
TCGA-NH-A8F7-01A,5.916,43.419,3.261,1.000,4.788,25.187,19.255,1.000,1.262,127.341,1.668,2.028,1629.377
TCGA-AD-6965-01A,8.816,284.004,14.851,6.699,31.878,81.761,96.778,15.651,1.000,89.461,13.466,1.000,3483.861
TCGA-AA-A02H-01A,9.405,150.058,11.027,2.909,11.649,57.594,127.423,2.062,1.000,103.123,14.006,1.007,2289.699
TCGA-AA-A022-01A,25.915,159.945,15.964,51.449,28.688,57.370,382.555,13.980,1.295,65.372,208.906,1.775,2097.012
TCGA-AA-3680-01A,24.718,130.784,35.760,12.301,27.396,52.276,187.877,23.839,1.083,66.749,22.413,1.358,2205.886
TCGA-A6-6650-01A,14.277,48.851,20.434,1.768,17.132,52.576,83.160,4.926,1.665,48.114,2.560,1.726,3271.786
TCGA-G4-6311-01A,27.592,641.084,23.090,6.395,15.673,60.656,156.077,28.275,4.135,190.333,7.342,3.892,1752.947
TCGA-A6-2677-01B,14.668,122.866,54.573,3.547,38.481,33.787,61.743,6.654,4.819,134.807,3.261,3.501,761.953
TCGA-AA-3815-01A,19.400,221.586,54.899,27.528,44.632,50.182,472.974,35.707,1.850,65.059,148.478,8.290,1886.203
TCGA-CK-4951-01A,6.683,553.814,36.572,8.744,30.248,88.883,379.173,28.656,4.220,160.569,37.437,15.863,3148.307
TCGA-CK-6748-01A,7.604,619.680,39.630,2.421,4.798,134.064,181.024,9.823,4.277,346.781,8.719,3.435,3346.798
TCGA-CA-5255-01A,5.966,36.028,4.276,1.801,12.559,14.447,29.793,10.151,1.000,33.965,6.411,1.000,2942.511
TCGA-CK-4952-01A,16.748,73.599,23.269,1.000,22.732,65.086,120.611,4.630,4.706,39.898,5.251,11.561,2460.545
TCGA-AZ-4315-01A,11.380,119.760,13.414,7.117,22.585,46.035,342.334,11.304,1.126,100.245,27.421,1.000,3487.846
TCGA-AA-3869-01A,8.409,125.389,31.052,7.986,19.276,61.057,237.762,13.979,4.312,59.790,30.340,19.224,1541.744
TCGA-G4-6626-01A,8.883,70.783,5.482,4.158,28.553,62.876,45.377,24.409,1.000,43.134,13.861,1.000,2067.890
TCGA-DM-A1D7-01A,13.623,75.723,10.069,1.933,18.631,73.727,77.853,7.681,1.000,113.550,9.460,1.000,2297.713
TCGA-AA-3531-01A,9.313,64.590,9.212,3.541,11.751,92.298,93.406,5.042,1.000,85.149,16.870,1.000,1897.104
TCGA-A6-5662-01A,10.574,122.030,9.015,10.791,6.974,67.366,92.972,5.265,1.000,349.203,2.683,1.000,6879.050
TCGA-CM-4744-01A,13.227,22.730,7.031,19.718,33.744,23.210,124.454,4.919,1.000,33.629,106.317,1.173,3686.019
TCGA-D5-5540-01A,5.178,71.978,7.611,6.855,8.575,14.860,68.407,2.195,1.000,80.421,22.083,1.000,1320.872
TCGA-AZ-6608-01A,4.882,13.487,3.065,1.000,7.624,26.124,24.600,1.059,1.000,20.937,3.426,1.000,2401.187
TCGA-AA-3518-01A,26.437,91.755,23.777,12.095,21.155,50.684,220.564,3.649,3.514,47.333,51.745,5.908,2756.123
TCGA-CM-5863-01A,10.631,577.123,25.222,5.607,15.076,67.811,200.555,18.104,3.411,169.362,12.161,3.063,2375.158
TCGA-A6-5666-01A,16.268,59.707,4.401,1.000,1.669,80.239,36.417,2.261,1.358,46.861,3.396,4.061,2765.815
TCGA-DM-A280-01A,6.115,177.564,3.407,1.000,5.871,41.808,36.134,5.326,2.202,77.035,3.158,2.598,2846.727
TCGA-AA-3973-01A,11.316,123.381,12.480,14.628,4.453,86.360,71.066,4.551,1.042,160.150,15.207,1.159,1308.169
TCGA-CM-4748-01A,19.637,160.402,24.037,9.862,19.310,82.963,174.057,20.932,9.718,308.161,10.155,8.202,2088.893
TCGA-D5-6530-01A,20.429,215.685,33.141,9.589,17.844,36.618,394.887,1.712,1.942,33.541,53.902,11.284,1503.716
TCGA-A6-6137-01A,26.769,141.536,45.484,3.116,29.425,158.296,164.476,29.237,2.923,56.510,9.727,3.384,1909.681
TCGA-DM-A1D6-01A,13.705,60.788,2.329,2.728,5.344,17.579,15.359,1.000,1.000,20.070,1.000,1.000,1916.642
TCGA-D5-6923-01A,9.726,1182.486,34.266,2.089,27.285,169.686,92.510,23.242,4.150,293.725,9.117,13.067,2671.708
TCGA-A6-2681-01A,8.569,352.237,21.607,5.300,17.183,187.042,295.861,72.298,5.522,368.300,23.111,4.717,2084.453
TCGA-F4-6463-01A,14.420,454.100,19.734,15.878,24.166,120.537,122.250,36.146,1.952,273.735,29.536,1.281,1984.807
TCGA-AZ-6599-01A,21.615,14.877,4.166,8.127,1.345,41.225,23.693,7.263,1.000,19.652,6.470,1.000,1628.663
TCGA-D5-6532-01A,14.346,113.576,5.214,4.260,22.168,57.679,43.322,3.632,1.261,62.089,5.874,1.000,2745.371
TCGA-AA-3489-01A,132.141,1097.904,67.093,23.457,44.073,233.888,514.276,99.336,40.262,286.130,63.012,36.337,972.660
TCGA-CM-6171-01A,20.109,101.786,29.132,4.358,29.622,70.617,132.694,1.956,2.930,38.854,15.580,21.479,3173.590
TCGA-AA-A00R-01A,28.971,134.837,51.298,42.865,45.809,91.500,681.806,3.270,3.444,74.421,275.426,8.139,1547.131
TCGA-DM-A28C-01A,4.252,49.883,4.335,1.000,6.875,27.659,21.594,1.456,1.000,28.774,1.886,1.000,1103.750
TCGA-AA-A01T-01A,7.274,37.143,2.600,1.233,4.540,70.444,29.692,5.759,1.000,78.401,9.920,1.000,2093.523
TCGA-AA-A02E-01A,10.802,84.102,9.457,2.282,8.434,67.249,91.950,6.187,1.000,58.221,12.797,1.000,2529.875
TCGA-CM-5860-01A,11.334,1025.827,29.480,5.832,24.092,105.413,267.262,34.563,1.847,340.860,17.314,2.490,2728.868
TCGA-A6-6141-01A,44.888,211.537,26.009,15.363,20.725,106.101,131.903,6.172,1.000,75.626,37.643,1.000,1760.126
TCGA-AA-A00D-01A,41.687,370.290,49.241,19.553,29.111,74.163,472.004,40.300,2.111,61.419,80.189,9.104,1738.547
TCGA-G4-6628-01A,27.417,274.490,57.053,49.426,28.852,127.882,826.307,18.309,10.012,106.789,215.280,5.780,1230.483
TCGA-AA-3688-01A,20.730,167.926,20.922,3.821,11.771,49.759,190.302,14.538,1.000,82.122,12.240,4.848,1758.984
TCGA-AA-3492-01A,5.832,163.674,22.810,7.184,55.940,51.994,348.741,3.104,1.598,99.285,49.474,3.323,2866.464
TCGA-AA-3819-01A,14.977,130.494,14.073,3.798,16.399,52.089,93.535,12.238,1.000,87.642,6.597,2.889,1443.710
TCGA-A6-2678-01A,11.777,178.011,27.046,11.920,11.849,47.758,190.389,21.883,1.522,70.382,32.422,2.520,4364.616
TCGA-AA-3521-01A,14.566,183.261,19.038,2.991,6.126,49.043,156.773,12.904,1.043,160.114,9.911,5.124,1990.495
TCGA-DM-A1DA-01A,9.012,40.169,5.037,3.558,16.436,27.809,88.754,6.587,1.000,29.988,9.093,1.000,1836.448
TCGA-AA-3864-01A,22.011,183.896,18.499,9.079,16.146,45.406,172.276,10.725,1.594,85.752,24.232,7.129,2457.427
TCGA-F4-6855-01A,8.464,884.302,25.051,2.411,16.440,93.030,264.609,12.522,2.334,369.242,11.452,2.385,1605.352
TCGA-F4-6856-01A,26.463,165.940,11.346,9.401,20.512,84.795,74.511,6.995,1.548,113.174,39.281,1.000,2385.949
TCGA-DM-A0X9-01A,9.350,140.882,9.216,8.937,11.282,45.746,94.776,3.450,1.000,64.492,32.158,1.000,2306.347
TCGA-A6-5659-01A,6.401,126.245,29.275,1.226,24.319,56.913,135.459,5.439,5.537,88.755,3.230,1.994,1888.892
TCGA-AZ-6598-01A,13.002,81.081,20.495,1.690,14.831,55.790,340.706,12.919,1.470,50.964,48.899,1.418,1472.405
TCGA-AA-3519-01A,28.883,106.055,19.075,1.593,9.864,76.141,156.935,20.937,2.595,97.806,16.038,5.754,1993.232
TCGA-DM-A1HB-01A,8.916,132.842,4.596,1.000,10.075,56.619,36.686,16.657,1.700,26.072,2.738,1.000,1887.887
TCGA-A6-A567-01A,5.929,199.872,9.271,5.225,9.938,48.111,34.949,7.003,1.000,208.525,2.613,1.000,2008.534
TCGA-AA-3970-01A,32.306,98.831,30.918,8.381,28.624,57.077,236.838,27.362,1.969,58.592,21.196,3.238,2273.720
TCGA-CA-5796-01A,23.800,73.428,32.454,4.421,11.280,79.305,91.221,5.860,1.000,26.257,12.207,1.000,2944.839
TCGA-5M-AAT6-01A,37.560,472.503,50.255,19.153,27.864,113.131,541.192,13.675,4.331,162.813,116.668,5.145,1435.439
TCGA-CM-6163-01A,28.995,280.015,42.808,13.916,23.719,74.334,271.525,3.565,1.000,92.253,21.761,13.096,1135.181
TCGA-AD-6889-01A,17.257,117.217,11.462,1.000,6.317,33.539,52.827,4.315,2.092,45.427,7.290,3.877,5256.669
TCGA-CM-4751-01A,27.704,333.173,28.907,13.389,20.038,98.662,155.246,52.547,1.946,107.552,40.037,2.334,2527.929
TCGA-AA-3982-01A,19.037,167.890,48.758,11.907,38.763,70.619,351.463,48.213,2.036,67.991,33.048,5.431,1513.014
TCGA-AA-A00A-01A,9.804,239.849,19.861,6.826,34.690,75.895,163.103,9.871,1.752,76.880,42.291,2.042,1725.203
TCGA-D5-6924-01A,83.899,1141.041,58.061,15.146,41.640,158.491,343.010,57.676,7.744,345.309,47.060,17.488,2056.014
TCGA-AA-3502-01A,16.935,40.029,29.837,15.363,17.420,38.012,286.684,14.889,1.000,23.649,12.300,1.000,2296.721
TCGA-D5-7000-01A,10.084,327.200,24.575,8.650,27.081,73.107,142.621,21.037,3.719,153.723,23.254,12.555,3211.376
TCGA-D5-6540-01A,17.152,351.846,17.429,11.547,12.787,87.154,114.406,10.943,4.119,97.851,31.575,15.912,2192.277
TCGA-D5-6932-01A,9.719,227.985,19.897,3.107,9.175,103.379,107.070,7.361,2.892,200.930,14.857,2.966,2353.436
TCGA-CK-5912-01A,13.712,139.646,19.514,1.000,8.048,110.155,70.356,17.349,1.543,162.043,4.477,1.000,2125.442
TCGA-AA-3538-01A,17.102,308.054,18.753,3.107,42.368,64.389,127.914,17.506,1.227,166.670,6.005,10.228,1853.412
TCGA-AA-3930-01A,14.394,157.695,26.434,13.226,61.325,64.728,324.364,22.030,7.374,72.544,21.050,20.443,1711.782
TCGA-AA-A00W-01A,13.388,29.526,8.294,2.566,14.608,46.227,50.842,2.481,1.000,32.450,14.397,1.076,2150.543
TCGA-AA-3555-01A,11.078,276.797,25.003,2.785,19.314,74.591,137.536,3.177,9.822,95.901,6.420,33.320,2109.381
TCGA-AA-3655-01A,17.106,339.513,28.563,5.657,13.193,72.806,204.132,23.321,1.159,62.023,16.720,2.509,1641.471
TCGA-AA-3989-01A,61.675,283.996,31.570,12.894,9.409,78.408,457.212,6.490,2.366,104.921,72.572,6.363,2829.325
TCGA-5M-AATA-01A,12.025,138.352,22.776,4.249,19.044,138.392,112.840,6.893,1.000,96.239,19.191,2.458,1687.277
TCGA-5M-AAT4-01A,6.539,93.685,4.475,5.684,15.196,45.562,57.607,1.000,1.000,56.705,11.030,2.759,1614.649
TCGA-AA-A02R-01A,16.104,137.255,49.847,21.458,59.082,73.380,1124.315,10.732,2.922,98.286,183.234,4.183,2625.501
TCGA-A6-6649-01A,31.996,425.812,43.676,9.695,26.611,248.125,171.934,58.502,7.154,294.879,24.253,4.550,2658.344
TCGA-A6-3809-01B,4.570,141.121,39.495,4.098,19.905,15.227,47.546,4.752,4.955,23.497,4.803,10.448,222.700
TCGA-AY-4070-01A,54.930,251.568,22.926,10.519,21.106,97.184,131.066,26.932,1.000,254.206,23.057,1.580,2413.525
TCGA-G4-6299-01A,26.207,244.002,46.913,23.288,12.328,73.785,582.389,10.026,2.741,127.442,95.171,2.488,3034.545
TCGA-AA-A02O-01A,15.212,88.452,7.367,1.643,8.976,76.696,73.005,4.460,1.000,41.707,11.509,1.000,2420.796
TCGA-AA-3972-01A,5.054,158.589,9.544,2.543,2.456,41.551,72.224,5.849,2.029,48.386,2.467,4.004,2042.579
TCGA-NH-A50T-01A,6.566,75.098,4.477,1.000,10.860,33.308,20.872,2.675,1.000,53.509,3.064,1.834,1776.290
TCGA-DM-A0XD-01A,9.418,262.994,3.032,1.644,4.571,31.228,40.227,31.144,1.000,53.685,2.792,1.000,2453.128
TCGA-AU-6004-01A,18.126,499.743,49.698,6.043,29.737,79.083,340.326,9.382,3.271,124.577,24.536,6.061,2910.851
TCGA-AA-3841-01A,35.637,232.533,22.136,8.011,17.583,141.611,296.473,62.806,4.083,87.402,20.582,4.390,2083.324
TCGA-DM-A28E-01A,6.139,32.788,5.506,1.000,13.565,38.682,27.172,3.757,1.000,60.105,2.472,1.000,2094.674
TCGA-AA-A00E-01A,36.548,170.544,38.384,6.599,24.579,66.519,464.224,18.430,3.719,43.648,48.253,3.373,2126.852
TCGA-AA-3514-01A,7.653,151.340,15.279,5.967,22.170,575.012,339.457,38.675,1.817,243.850,13.523,1.045,1830.275
TCGA-AA-A01F-01A,4.480,30.919,3.615,1.000,6.406,19.669,21.121,1.000,1.000,12.732,5.010,1.000,1563.309
TCGA-A6-5665-01B,8.945,244.695,38.624,3.123,5.720,67.259,53.155,19.648,10.107,78.457,13.768,19.338,779.863
TCGA-G4-6315-01A,13.554,42.014,7.003,2.337,23.870,127.254,30.585,9.884,1.000,33.226,7.794,1.000,2162.814
TCGA-F4-6459-01A,12.865,226.391,26.511,14.051,26.494,125.094,244.784,52.873,2.057,627.931,15.791,2.268,1887.148
TCGA-D5-6926-01A,19.868,1002.451,32.368,5.701,12.153,132.014,234.831,10.144,11.979,353.692,27.594,14.076,2713.047
TCGA-CK-6747-01A,13.728,167.650,22.920,3.955,13.772,102.501,150.557,3.011,1.000,71.428,20.500,1.219,2158.472
TCGA-DM-A1D8-01A,5.877,75.661,2.810,4.888,6.848,25.012,22.689,1.106,1.000,30.895,12.638,1.000,1189.663
TCGA-AA-3858-01A,25.582,295.660,18.756,3.689,17.023,73.204,220.383,31.878,1.346,136.524,22.539,2.962,1544.606
TCGA-AA-3522-01A,27.466,58.408,21.129,7.856,20.223,23.893,108.980,28.145,1.000,35.113,15.791,1.492,2605.981
TCGA-G4-6314-01A,11.703,620.766,29.265,3.782,8.393,135.131,200.431,17.114,2.146,994.035,10.627,1.488,1561.318
TCGA-AA-3544-01A,30.820,252.451,41.754,8.392,38.021,126.786,698.926,78.674,4.063,120.675,88.687,3.113,2257.594
TCGA-NH-A6GA-01A,17.001,204.881,22.132,14.544,40.381,96.635,145.561,17.700,1.000,93.075,22.217,2.426,3972.908
TCGA-D5-6537-01A,7.865,84.187,12.905,10.543,25.198,27.371,44.337,9.849,3.013,42.408,19.798,9.449,4100.830
TCGA-AZ-4684-01A,24.273,374.393,28.089,4.130,38.687,106.908,157.717,26.789,4.438,92.119,21.966,5.275,2981.260
TCGA-G4-6302-01A,18.356,848.640,30.127,8.424,17.596,236.927,363.354,22.469,4.044,2453.086,25.936,3.270,1700.307
TCGA-AA-3862-01A,11.539,148.181,18.681,13.688,24.246,36.378,223.648,81.865,1.762,39.455,31.705,6.229,1609.613
TCGA-A6-2685-01A,24.288,470.924,43.582,4.534,30.370,155.661,532.611,48.973,5.582,1013.138,16.421,11.521,2380.289
TCGA-AA-3712-01A,7.509,414.881,23.522,4.101,15.739,94.647,164.767,8.994,1.000,137.747,20.361,4.940,2471.511
TCGA-AA-3562-01A,33.421,257.713,24.928,2.724,21.568,79.160,236.201,45.255,1.739,133.551,16.450,3.142,3245.982
TCGA-AA-3846-01A,18.933,116.951,22.887,4.305,27.272,28.955,140.441,16.958,1.032,46.689,10.665,3.272,2105.008
TCGA-A6-A565-01A,55.418,418.801,115.831,21.137,19.332,201.255,173.087,52.137,4.182,120.827,19.564,7.500,2245.927
TCGA-AU-3779-01A,34.827,310.833,53.193,13.430,9.528,48.131,223.465,15.566,2.393,98.287,14.775,8.927,2369.272
TCGA-A6-2684-01A,12.986,295.115,33.509,4.889,20.840,152.785,425.355,31.600,7.156,445.526,24.900,3.783,2053.817
TCGA-AA-3561-01A,9.461,43.604,8.497,1.399,7.575,28.878,125.932,2.069,1.000,90.673,7.872,3.065,955.767
TCGA-CM-5341-01A,4.704,180.724,28.589,4.674,24.347,31.505,347.991,6.918,4.213,116.383,16.220,4.810,1479.122
TCGA-A6-2683-01A,6.297,36.739,4.466,1.000,6.133,228.732,112.215,4.620,1.000,25.037,2.075,1.000,1995.179
TCGA-AA-A004-01A,51.198,122.078,12.189,3.744,34.878,538.784,294.579,34.314,1.000,196.175,38.150,1.353,1719.581
TCGA-AA-3529-01A,10.419,112.544,13.983,9.054,28.211,44.569,113.328,52.213,1.813,86.545,5.728,4.924,3569.249
TCGA-AA-3861-01A,67.037,30.910,24.384,7.511,14.954,34.970,230.996,14.934,1.000,19.613,30.662,1.852,2319.701
TCGA-AA-3844-01A,9.713,69.906,19.021,1.987,19.285,41.442,79.465,6.697,1.186,39.614,13.691,2.632,1986.453
TCGA-AA-3952-01A,10.573,190.158,8.158,1.803,4.105,63.395,207.658,10.800,1.393,158.225,7.613,5.566,1450.015
TCGA-D5-5537-01A,22.336,288.849,14.019,5.808,14.822,41.269,83.758,6.523,1.000,159.335,4.122,1.000,3050.918
TCGA-AA-3837-01A,21.223,275.748,15.682,5.792,13.327,62.980,125.394,21.456,1.000,133.782,16.137,1.000,2782.506
TCGA-AA-3511-01A,7.598,409.687,13.343,2.495,10.750,91.629,96.347,16.406,1.407,156.101,10.039,2.855,1678.196
TCGA-D5-6922-01A,12.024,435.392,30.973,7.946,43.508,102.765,212.303,28.140,3.258,529.966,23.890,7.324,1754.140
TCGA-AA-3556-01A,18.522,132.141,28.819,5.213,14.642,48.179,194.659,26.299,1.389,42.130,21.632,7.099,2960.789
TCGA-CM-6674-01A,15.409,438.606,21.285,13.195,51.335,87.965,205.366,23.984,3.085,261.018,35.457,1.492,2918.765
TCGA-AA-3939-01A,25.478,115.869,11.736,4.515,13.654,29.996,147.957,29.815,1.644,74.023,19.838,3.382,2564.676
TCGA-AA-A00K-01A,14.326,116.640,14.168,3.364,14.340,75.050,95.622,29.900,1.000,192.951,14.073,1.000,2790.418
TCGA-DM-A28A-01A,7.682,426.879,8.295,4.886,17.537,79.051,149.634,8.635,1.000,142.953,15.148,1.000,2976.785
TCGA-CK-5914-01A,8.040,288.699,11.939,15.470,31.135,57.993,95.557,2.432,1.458,87.515,33.706,1.000,2536.978
TCGA-G4-6320-01A,16.793,50.576,7.373,2.108,10.302,22.000,40.921,1.959,1.000,26.334,11.093,1.000,2546.293
