"","T Cells","Cancer Cells","Macrophages","B Cells","Fibroblasts","Endothelial Cells"
"TCGA.AA.3979.01A",0,0.697173478370292,0.0494911109900795,0,0.12313374413897,0.130201666500659
"TCGA.CM.6168.01A",0,0.0336366038463768,0.0412215040306132,0,0.679313674241665,0.245828217881345
"TCGA.G4.6588.01A",0,0.34091294913107,0.0450817352850992,0,0.289618369892622,0.324386945691208
"TCGA.CM.5348.01A",0,0.0288118297639873,0.111907341254421,0,0.661397946186818,0.197882882794774
"TCGA.AA.3553.01A",0,0.441738717372341,0.0779918959203295,0,0.283099267533143,0.197170119174187
"TCGA.AA.3833.01A",0,0.305756719932833,0.0451559897873562,0,0.416458644566485,0.232628645713326
"TCGA.G4.6295.01A",0.0706078441050035,0.407467850944936,0.0418435137912972,0,0.198654017834723,0.28142677332404
"TCGA.A6.2677.01A",0,0.668140018778534,0.000141876067004886,0,0.122810885292076,0.208907219862386
"TCGA.AA.3867.01A",0,0.212672293817407,0.0965429930984644,0,0.541899272519658,0.148885440564471
"TCGA.AA.A00N.01A",0,0.147565228927543,0.0402488420822761,0,0.557877357543723,0.254308571446458
"TCGA.CK.5915.01A",0,0.466720665154058,0,0,0.239684774790626,0.293594560055315
"TCGA.AA.3520.01A",0,0.235067815343236,0.0439826166429377,0,0.449361650407416,0.27158791760641
"TCGA.A6.5665.01A",0.0352917104103604,0.558352325500672,0.0310356790097872,0,0.121278529861435,0.254041755217746
"TCGA.G4.6303.01A",0,0.403386222096434,0.0161702728770431,0,0.365582185972104,0.214861319054419
"TCGA.AA.A03F.01A",0,0.560130211927552,0.02884711063807,0,0.179953008364037,0.231069669070341
"TCGA.DM.A1DB.01A",0.155695909748413,0.486447672257175,0.0217563705008669,0,0.0966547827984166,0.239445264695128
"TCGA.CM.6170.01A",0,0.33425728018609,0.0232718642260823,0,0.419019900735002,0.223450954852826
"TCGA.A6.2680.01A",0,0.463922962456798,0.0199043903783433,0,0.257007546052303,0.259165101112556
"TCGA.QG.A5YW.01A",0,0.480024697098272,0.0318601629813075,0,0.222261925251733,0.265853214668688
"TCGA.AA.A024.01A",0,0.50046136829874,0.0229482093963939,0,0.209200904976083,0.267389517328783
"TCGA.DM.A285.01A",0,0.34176265722537,0,0,0.481284293830629,0.176953048944001
"TCGA.QG.A5YX.01A",0.00325033257401819,0.481801000491286,0.0132503383682639,0,0.110560661798506,0.391137666767926
"TCGA.AA.A017.01A",0,0.413843716893485,0.0076502926459208,0,0.350409448281885,0.228096542178708
"TCGA.AA.3509.01A",0,0.428171577666369,0.0786414389378666,0,0.231699510723386,0.261487472672379
"TCGA.D5.6920.01A",0.0036451246278191,0.16008878783014,0.0615604235435325,0.00115252214014284,0.414884894692588,0.358668247165778
"TCGA.D5.6534.01A",0,0,0.128788468513895,0,0.664655155325037,0.206556376161068
"TCGA.A6.5661.01B",0.00499970674976887,0,0.121626691771234,0,0.451920558144478,0.421453043334519
"TCGA.AA.3496.01A",0,0.222316052914314,0.0866449549857924,0,0.452821749862055,0.238217242237839
"TCGA.AA.A02K.01A",0,0.421956571566826,0.0411132347437614,0,0.135236281863155,0.401693911826258
"TCGA.AA.3685.01A",0,0.593715867633883,0.104737672052062,0.0102667454149718,0.197645348180139,0.0936343667189433
"TCGA.AA.3851.01A",0,0.446480775110609,0.0429017038436205,0,0.258945543936855,0.251671977108915
"TCGA.DM.A282.01A",0,0.477122953154013,0,0,0.304394373731987,0.218482673114
"TCGA.AA.3543.01A",0.0209157242890142,0.322773354928898,0.130646548852452,0,0.310198711760032,0.215465660169604
"TCGA.F4.6805.01A",0,0.0688368983884114,0.0379251499530409,0,0.676208347333535,0.217029604325013
"TCGA.AA.3821.01A",0.000393132622950246,0.195766255783003,0.0591072946962577,0,0.415367945774194,0.329365371123595
"TCGA.F4.6460.01A",0.00250031518275385,0.163590455405437,0.0060587021203051,0,0.521010060642693,0.30684046664881
"TCGA.AZ.5407.01A",0,0.740322084924915,0.0247882950790023,0,0.0584521797754844,0.176437440220598
"TCGA.D5.6929.01A",0,0.315638622079691,0.0276955717020633,0,0.504640167931827,0.152025638286419
"TCGA.AA.3984.01A",0.00319396897510222,0.189161136703307,0.055989224485784,0,0.462986544038622,0.288669125797185
"TCGA.A6.5664.01A",0,0.0843773508569715,0.0339091241717354,0,0.563976490536644,0.317737034434649
"TCGA.AM.5821.01A",0.0787972218811449,0.191998665845461,0.0720549358084764,0.00167455433797057,0.376988629216241,0.278485992910706
"TCGA.AA.3488.01A",0,0.73791602766676,0.00227002196483117,0.00132308110477712,0.0863018945006606,0.172188974762971
"TCGA.AA.3956.01A",0,0.306270389037636,0.0224543159423334,0,0.346338897418496,0.324936397601534
"TCGA.G4.6298.01A",0,0.61654684761718,0,0,0.309138705107326,0.0743144472754945
"TCGA.DM.A28F.01A",0,0.573567569615037,0,0,0.22993689691345,0.196495533471512
"TCGA.AA.A00J.01A",0,0.347451114362132,0.0374737970487027,0,0.338813501861496,0.276261586727669
"TCGA.A6.6142.01A",0,0.0386127175483157,0.0470436301258508,0,0.717653120274751,0.196690532051082
"TCGA.G4.6304.01A",0.0575851598967984,0.715881639002224,0.0117197061568993,0,0.0711906644686256,0.143622830475453
"TCGA.A6.2674.01A.1",0,0.0171623769557937,0.0900780082766936,0,0.702885318226908,0.189874296540605
"TCGA.G4.6310.01A",0,0.326410025032655,0,0,0.418049006899316,0.255540968068028
"TCGA.AA.3866.01A",0,0.0683721426689843,0.215929963661773,0,0.473369117635609,0.242328776033634
"TCGA.F4.6806.01A",0,0.299131888292955,0.0256107303960342,0,0.44875147963773,0.226505901673281
"TCGA.AY.A8YK.01A",0,0.427328558897586,0.000779720977479525,0,0.205712246158982,0.366179473965952
"TCGA.AA.3852.01A",0,0.464096709310787,0.0243476460856505,0,0.370260877396048,0.141294767207515
"TCGA.D5.5539.01A",0,0.278387848856756,0.030496604259396,0,0.447296710405097,0.243818836478751
"TCGA.AZ.6601.01A",0,0.195206785572449,0.111244398929431,0,0.310693802942225,0.382855012555894
"TCGA.AA.3994.01A",0,0.608486029749701,0.0176676801690068,0,0.20840156427637,0.165444725804923
"TCGA.G4.6307.01A",0,0.797636012422196,0,0,0.110094475037384,0.09226951254042
"TCGA.CM.4747.01A",0,0.716626479519389,0,0,0.19949626672174,0.0838772537588708
"TCGA.NH.A50V.01A",0,0.180303650186363,0.0245844475995679,0,0.503555109017936,0.291556793196133
"TCGA.A6.5667.01A",0,0.368686316340099,0.0116392481128095,0,0.399852538302807,0.219821897244285
"TCGA.NH.A5IV.01A",0,0.300856564887231,0.084241514259645,0,0.2348299650079,0.380071955845224
"TCGA.AA.3667.01A",0,0.732822950149624,0.00330737583252993,0,0.167211739580254,0.0966579344375919
"TCGA.QG.A5Z2.01A",0.335774038526106,0.21560613773748,0.0368160138006265,0.00294455628185755,0.104795856711819,0.304063396942111
"TCGA.AA.A01X.01A",0,0.565200725699409,0.000667822427961796,0,0.241079783929088,0.193051667943541
"TCGA.AY.6197.01A",0,0.296553469317666,0.0508210225648288,0,0.260597576119764,0.392027931997741
"TCGA.AA.3517.01A",0,0.310302077239132,0.0570023286496919,0,0.340280080533782,0.292415513577395
"TCGA.AA.3968.01A",0.00188811901834394,0.246641497610417,0.0265933217377464,0.000411173501802438,0.452276947990516,0.272188940141174
"TCGA.AA.3713.01A",0.0552054490196459,0.278936488172285,0.0565020014409129,0,0.262739803467702,0.346616257899454
"TCGA.AA.3527.01A",2.15940175370516e-05,0.579094123384181,0.00201642175939444,0.00145880810561503,0.289105648742605,0.128303403990668
"TCGA.AA.3673.01A",0,0.41478364504063,0.0234390227125748,0,0.322079817232323,0.239697515014473
"TCGA.AA.3856.01A",0.00189183236744934,0.525307564409596,0.081821568374764,0,0.163789894130921,0.227189140717269
"TCGA.CM.6676.01A",0,0.379815240048498,0.0144453478914616,0,0.414654388243042,0.191085023816998
"TCGA.A6.2679.01A",0,0.688132866502482,0.0131984107112604,0,0.183417595867066,0.115251126919192
"TCGA.DM.A28M.01A",0,0.761732742301232,0,0,0.0999850009688225,0.138282256729946
"TCGA.AA.A010.01A",0,0.431901315795562,0.0363204791646333,0,0.222138357210142,0.309639847829663
"TCGA.AD.6548.01A",0,0.200269367592315,0.0616985071910064,0,0.411142063894314,0.326890061322365
"TCGA.AA.3554.01A",0,0.0859919099762178,0.167664202696471,0,0.455223489072895,0.291120398254416
"TCGA.CK.5913.01A",0,0.225540613280857,0.0539382637116608,0,0.411721929094835,0.308799193912647
"TCGA.AA.A01S.01A",0,0.86740095456477,0,0,0.0413325806390089,0.0912664647962216
"TCGA.AA.3660.01A",0,0.462750141799858,0.0288821521112423,0,0.340806283950198,0.167561422138702
"TCGA.CM.6166.01A",0,0.647584950009469,0,0,0.252832716163325,0.0995823338272056
"TCGA.AA.A01P.01A",0.00574970811142987,0.0163540890531461,0.137619380740037,0,0.450446372899924,0.389830449195463
"TCGA.DM.A28G.01A",0,0.695182562949625,0,0,0.134585489412813,0.170231947637562
"TCGA.CA.5256.01A",0,0.815689613034496,0.000435925449002744,0,0.121421138016847,0.0624533234996547
"TCGA.CM.6675.01A",0.0031380074982634,0.12764851784336,0.0529458159313438,0,0.435025438324557,0.381242220402476
"TCGA.AA.A029.01A",0.000226299891633757,0.824721040992153,0.0120428563324971,0,0.067700167267543,0.0953096355161733
"TCGA.AA.3678.01A",0,0.422320279412785,0.149472599611161,0,0.241374211686282,0.186832909289773
"TCGA.A6.6140.01A",0,0.371172612670758,0.0367275828922277,0,0.217092308283449,0.375007496153565
"TCGA.AA.3986.01A",0.0758541930798761,0.26922530593926,0.071528279249699,0.00117502410094931,0.308077236300014,0.274139961330202
"TCGA.G4.6293.01A",0.0237598827345296,0.219993370024329,0.0715676070207197,0,0.315806664296529,0.368872475923893
"TCGA.D5.6538.01A",0,0.752407961433894,0,0,0.114173890521432,0.133418148044675
"TCGA.AA.3941.01A",0.00471732693883368,0.55930242783732,0.022653596515731,0,0.139639842633338,0.273686806074777
"TCGA.G4.6317.01A",0,0.880905843655954,0,0,0.0609291680494578,0.0581649882945885
"TCGA.AA.A01D.01A",0,0.162396914578456,0.111616906738903,0.000614601066132132,0.559871574310794,0.165500003305715
"TCGA.CM.5862.01A",0,0.616818806960365,0,0,0.195779448427215,0.187401744612419
"TCGA.CK.5916.01A",0.0240092707007508,0.195895694405705,0.0542241852259033,0,0.354354512157941,0.3715163375097
"TCGA.AA.3692.01A",0,0.528789371363715,0.0527440351504186,0,0.259767172962123,0.158699420523743
"TCGA.AA.A00O.01A",0,0.136707994951542,0.0365715187915664,0,0.445156604526779,0.381563881730113
"TCGA.AZ.4323.01A",0.120953695288654,0.0364826860217182,0.0124958441406522,0,0.498027507185122,0.332040267363854
"TCGA.A6.6648.01A",0,0.404557461063892,0.0368471506102168,0,0.218935490554338,0.339659897771552
"TCGA.AA.A01Z.01A",0,0.676249150113626,0,0,0.178175260780186,0.145575589106188
"TCGA.WS.AB45.01A",0,0,0.00192658522593786,0,0.858369602494634,0.139703812279428
"TCGA.CM.5861.01A",0.000862877834703222,0.414137625492514,0.0129196194635662,0,0.218446761838338,0.353633115370878
"TCGA.A6.6138.01A",0.00390118721352266,0.1272520494789,0.193922421119749,0,0.327529506243664,0.347394835944164
"TCGA.AA.A01G.01A",0,0.623505238494898,0.0251667578111689,0,0.166195055696431,0.185132947997502
"TCGA.AM.5820.01A",0,0.425058667973533,0.00568660832501807,0,0.333448312838467,0.235806410862982
"TCGA.A6.5659.01B",0.00100898003529411,0.108174003102796,0.019515617369447,0,0.318153082158507,0.553148317333956
"TCGA.AA.3845.01A",0.00480951245285169,0.0574863288359539,0.0977913239140128,0,0.407678687498494,0.432234147298687
"TCGA.AA.A02F.01A",0,0.498571998958972,0,0,0.281754666538408,0.219673334502619
"TCGA.G4.6322.01A",0,0.457540723841486,0.0109791867852165,0,0.198019940591494,0.333460148781804
"TCGA.3L.AA1B.01A",0,0.401421839103541,0.00137735886629717,0,0.3712118936081,0.225988908422062
"TCGA.AZ.6603.01A",0,0.219332281577367,0.0345726031796905,0,0.509209167384921,0.236885947858022
"TCGA.AZ.5403.01A",7.08204785227357e-05,0.364857135173444,0.0084884950141064,0,0.4210068202451,0.205576729088827
"TCGA.G4.6323.01A",0.12297586796438,0.409762000937529,0.0277821636456619,0,0.0755162511451615,0.363963716307268
"TCGA.AA.3811.01A",0,0.315229514823966,0.0371014610705336,0.0010938249302085,0.312217350336148,0.334357848839144
"TCGA.AA.3831.01A",0,0.422974147274008,0.105687359604323,0,0.292604659433276,0.178733833688392
"TCGA.AY.A54L.01A",0,0.530004436130297,0,0.000357129988969377,0.0731364630720331,0.3965019708087
"TCGA.AD.6963.01A",0,0.42306353331883,0.0721459519983462,0,0.168562783263946,0.336227731418879
"TCGA.A6.A566.01A",0,0,0.0253109851331056,0,0.819770349835517,0.154918665031377
"TCGA.5M.AAT5.01A",0,0.700818359961808,0,0,0.163381701604336,0.135799938433856
"TCGA.CA.6718.01A",0,0.0337145102116728,0.10595213737093,0,0.416924613661322,0.443408738756075
"TCGA.G4.6627.01A",0.002456081205319,0.0805524893544282,0.0448436308336437,0,0.544628742576109,0.3275190560305
"TCGA.G4.6625.01A",0,0.119915200780924,0.129465533180202,0,0.374548052117585,0.376071213921289
"TCGA.A6.5656.01A",0,0.379427955780628,0.0124043275824458,0.00344241846860911,0.287997512695315,0.316727785473002
"TCGA.AA.3710.01A",0.0925227310725302,0.137322365931032,0.210216333931891,0.00265054871701404,0.268853546932084,0.288434473415449
"TCGA.G4.6306.01A",0.013221333585154,0.61085216146769,0.101602717501276,0,0.0694609773587284,0.204862810087152
"TCGA.F4.6854.01A",0,0.390162269353085,0.0451335013521275,0,0.375420662029021,0.189283567265767
"TCGA.AD.6890.01A",0,0.42848424047018,0.000641555930724219,0,0.311968140390442,0.258906063208654
"TCGA.A6.3807.01A",0,0.339296080085006,0.0517325082004818,0,0.414852073427213,0.194119338287299
"TCGA.A6.6782.01A",0,0.204607359834735,0.0303257618227354,0,0.473899185538164,0.291167692804366
"TCGA.AA.A01C.01A",0,0.422895352583841,0.00665253315085787,0,0.433493625098548,0.136958489166754
"TCGA.AA.3855.01A",0,0.547459908609509,0.0909425347772847,0,0.189396007412903,0.172201549200304
"TCGA.A6.6653.01A",0,0.295264450951493,0.023313194289329,0,0.377250315513966,0.304172039245212
"TCGA.AA.A01R.01A",0.0936899764682796,0.409922388677947,0.101052946515422,0,0.18651090190973,0.208823786428622
"TCGA.A6.6650.01B",0.00479061330672145,0.174412279697106,0.0220753493899015,0,0.300053447237029,0.498668310369243
"TCGA.A6.2671.01A",0,0.251819676558949,0.0184155019866621,0,0.476303248578882,0.253461572875507
"TCGA.AA.3663.01A",0,0.712223753559175,0.0276880082988186,0,0.10626206887759,0.153826169264417
"TCGA.A6.2672.01A",0,0.216569729203673,0.153555734191513,0,0.324955013164645,0.30491952344017
"TCGA.G4.6294.01A",0.00044360129414617,0.58849363657518,0,0,0.178273902822007,0.232788859308668
"TCGA.A6.2676.01A",0.0267270354004009,0.29479319647694,0.132090037151839,0,0.2124140320312,0.333975698939619
"TCGA.AA.3549.01A",0,0.487636070766061,0.0132204672676978,0,0.280839155179343,0.218304306786899
"TCGA.CM.5349.01A",0,0.283932415590275,0.0442342290093702,0,0.49958227130336,0.172251084096995
"TCGA.AA.A01V.01A",0,0.589878802425968,0.0317471530843944,0,0.10947461621761,0.268899428272028
"TCGA.A6.6780.01A.1",0.0283730720674669,0.308709225572194,0.286913724256406,0,0.121062998604479,0.254940979499455
"TCGA.AZ.4682.01B",0,0.779968994246022,0,0,0.125755473611308,0.0942755321426705
"TCGA.AA.3842.01A",0,0.416749454564144,0.0255669795113958,0,0.388427058575405,0.169256507349056
"TCGA.AA.3542.01A",0,0.890755835086253,0.000774564827176057,0,0.0893986590486488,0.0190709410379223
"TCGA.AA.3560.01A",0,0.713032175804095,0.0488461463242722,0,0.118675495769188,0.119446182102445
"TCGA.AA.A01I.01A",0.00999733846045588,0.543526827280718,0.00517059826811891,0.000454264062882314,0.131566685746052,0.309284286181774
"TCGA.AY.A71X.01A",0,0.686628089913625,0,0,0.0524414446553028,0.260930465431072
"TCGA.F4.6809.01A",0,0.206542715629626,0.0233214465860974,0,0.47097427702722,0.299161560757057
"TCGA.G4.6321.01A",0.325307495319701,0.333056331558246,0.0714423952046914,0,0.0756689761007667,0.194524801816595
"TCGA.CM.6172.01A",0,0.177646024533287,0.027534902653494,0,0.365993027852862,0.428826044960356
"TCGA.AD.A5EJ.01A",0,0.451927025802197,0.00446700258365569,0,0.261121074144063,0.282484897470085
"TCGA.AA.3966.01A",0,0.211247425510435,0.157748929487227,0,0.444700152774293,0.186303492228044
"TCGA.AA.A00L.01A",0,0.557832372264439,0.00556175116273162,0,0.204198852939242,0.232407023633587
"TCGA.D5.6927.01A",0,0.214187652050746,0.0693495329430047,0,0.434027168556811,0.282435646449438
"TCGA.D5.6536.01A",0,0.252973785543995,0.0518649177474062,0,0.508885528757966,0.186275767950633
"TCGA.D5.6539.01A",0,0.177638510978381,0.0488829260480206,0,0.233070645529361,0.540407917444237
"TCGA.A6.2686.01A",0.04346549068329,0.393203109702902,0.196145169521651,0.00994422959113665,0.22983936518276,0.127402635318261
"TCGA.A6.3810.01A",8.49915187832021e-05,0.232175993124024,0.0846461559072858,0.000691646447652715,0.524965134567131,0.157436078435123
"TCGA.F4.6461.01A",0,0.256638945838386,0.00814015970329635,0,0.401204634298603,0.334016260159715
"TCGA.A6.5659.01A.1",0,0.330035176358075,0.000440027547591065,0,0.323926925761638,0.345597870332696
"TCGA.AD.6895.01A",0.00497827709884982,0.122681178430039,0.0616423616624125,0,0.422412174305205,0.388286008503494
"TCGA.A6.3810.01A.1",8.49915187832021e-05,0.232175993124024,0.0846461559072858,0.000691646447652715,0.524965134567131,0.157436078435123
"TCGA.AA.3510.01A",0,0.520860110148911,0.0461765442124363,0,0.194246129438693,0.23871721619996
"TCGA.A6.2684.01C",0,0,0.0412859074132929,0,0.627604192901347,0.33110989968536
"TCGA.CA.6715.01A",0,0.489512953205265,0,0,0.25969700302728,0.250790043767455
"TCGA.AA.3850.01A",0,0.248337462291218,0.0480500202237656,0,0.415827754197705,0.287784763287311
"TCGA.AZ.4616.01A",0.00892793311019541,0.400707010732745,0.0302991361778417,0,0.264391765068197,0.29567415491102
"TCGA.AA.3715.01A",0,0.148685260967829,0.0740731598396023,0,0.534467717341981,0.242773861850588
"TCGA.AA.3506.01A",0,0.48285955738204,0.0877921224847038,0,0.322566520615473,0.106781799517783
"TCGA.AD.6964.01A",0,0.0786146493651054,0.184527560882235,0,0.509162792985072,0.227694996767588
"TCGA.G4.6586.01A",0.113532875020342,0.398642355861411,0.045879148452252,0,0.115756851457094,0.326188769208902
"TCGA.AZ.6600.01A",0,0.244361869667527,0.022567649587319,0,0.409893485483291,0.323176995261863
"TCGA.AA.3675.01A",0,0.627326794755193,0.00544632846214595,0,0.240492237902896,0.126734638879766
"TCGA.D5.6529.01A",0,0.156338836127125,0.0765589908136954,0,0.579809621444672,0.187292551614508
"TCGA.A6.2672.01B",0,0.0286982378849239,0.0957941930436138,0,0.380133720739339,0.495373848332123
"TCGA.4N.A93T.01A",0,0.725192477208315,0.0378437927899212,0,0.0789122404297972,0.158051489571967
"TCGA.AA.3696.01A",0,0.475555968757064,0.000387288145529076,0,0.371861697691707,0.1521950454057
"TCGA.AA.3679.01A",0,0.666118791618493,0.0195431192717722,0,0.188377302847001,0.125960786262734
"TCGA.A6.2674.01B",0,0.00173903016069639,0.124285392417207,0,0.658138120571215,0.215837456850882
"TCGA.AA.A03J.01A",0,0.501213338840559,0.0360919525859542,0,0.281902290765429,0.180792417808058
"TCGA.F4.6703.01A",0,0,0.0679096572733306,0,0.839424153383839,0.0926661893428303
"TCGA.A6.6781.01B",0,0,0.185023075768562,0,0.627317801717103,0.187659122514335
"TCGA.CK.4948.01B",0,0.304861304884673,0.017116065114309,0,0.462441701534459,0.215580928466559
"TCGA.RU.A8FL.01A",0,0.7315159401246,0.000639653800810749,0,0.0297687394310084,0.23807566664358
"TCGA.A6.3810.01B",0.00497623648182654,0,0.0487805298542969,0,0.487860629172427,0.45838260449145
"TCGA.AY.A69D.01A",0,0.377611073787855,0.0307540202983831,0,0.334357046624321,0.25727785928944
"TCGA.F4.6808.01A",0,0.537233711014993,0.0092379050672374,0,0.230326232120852,0.223202151796918
"TCGA.CM.6162.01A",0,0,0.0647144239786967,0,0.737083979668025,0.198201596353278
"TCGA.F4.6704.01A",0,0.0965401092338091,0.00162657812109132,0,0.692648804395308,0.209184508249792
"TCGA.AD.6888.01A",0,0.781561391526465,0.0274745330312909,0,0.0780762032149905,0.112887872227253
"TCGA.A6.A56B.01A",0,0.283657378149851,0.0135231191540722,0,0.537298274905452,0.165521227790624
"TCGA.CM.4750.01A",0.000595171131791921,0.609899597452289,0,0.000780867493930816,0.249396923496041,0.139327440425947
"TCGA.A6.4105.01A",0,0.193618882780725,0.131261557132767,0,0.488127563470977,0.186991996615531
"TCGA.AA.3548.01A",0,0.488530300025017,0.108422982621598,0,0.27255340951093,0.130493307842454
"TCGA.AY.6386.01A",0.000694297465186663,0.321986878023418,0.0505700206658012,0,0.215094400920452,0.411654402925142
"TCGA.AY.4071.01A",0.00431823304720257,0.256012819611949,0.173577534515073,0.00062319877927862,0.346661164990313,0.218807049056185
"TCGA.F4.6569.01A",0,0.00406567675580421,0.0111232850468674,0,0.846826477508835,0.137984560688494
"TCGA.AA.3976.01A",0,0.613089416858927,0.022879732043146,0,0.241487624698703,0.122543226399224
"TCGA.A6.5656.01A.1",0,0.379427955780628,0.0124043275824458,0.00344241846860911,0.287997512695315,0.316727785473002
"TCGA.AD.6899.01A",0,0.185919617965411,0.0426138892037296,0,0.518264563986382,0.253201928844477
"TCGA.A6.6651.01A",0,0.0319839416035049,0.0823137117456243,0.00094715346798472,0.679532509855998,0.205222683326888
"TCGA.AA.3977.01A",0.00404350361862326,0.299482819453659,0.10334952334591,0,0.305271060654937,0.28785309292687
"TCGA.AA.A00Z.01A",0,0.427037927167162,0.0565431823639679,0,0.281447522984238,0.234971367484632
"TCGA.D5.6533.01A",0,0.316085876457527,0.0285456381609957,0,0.319312639656406,0.336055845725071
"TCGA.CK.6746.01A",0.182178538972572,0.308379675426405,0.0379190614693493,0.000700316145663271,0.104574166603918,0.366248241382092
"TCGA.DM.A288.01A",0,0.673395961319366,0,0,0.106166039688833,0.220437998991801
"TCGA.A6.4107.01A",0,0.500276632697257,0.00801295363670508,0,0.352738360378287,0.138972053287751
"TCGA.QG.A5Z1.01A",0,0.222917066604309,0.022797257329033,0,0.544364744373606,0.209920931693052
"TCGA.DM.A0XF.01A",0,0.378738968425131,0.0785920018980236,0,0.37887947682858,0.163789552848265
"TCGA.AA.3947.01A",0.227233528714031,0.302638313751857,0.0337024375617703,0.000778003983041901,0.20120494627424,0.23444276971506
"TCGA.AA.3950.01A",0,0.113926139615925,0.229981559186623,0,0.429410326915173,0.226681974282279
"TCGA.AA.3971.01A",0.0190199070447812,0.354785012149588,0.0841698833027085,0,0.231157993172636,0.310867204330286
"TCGA.CK.6751.01A",0,0.315935348217767,0.00293812753425553,0,0.446040451910997,0.235086072336981
"TCGA.F4.6570.01A",0,0.0245308498835568,0.216047720005329,0,0.447142405705473,0.312279024405641
"TCGA.AA.3955.01A",0,0.56076154715207,0.00600959849208782,0,0.159991371997254,0.273237482358588
