"","T Cells","Macrophages","NK","Cancer Cells","Endothelial Cells","Monocyte","B Cells","DC","Mast Cells","Fibroblasts"
"TCGA.A3.A8OU.01A",0,0.0122554670117843,0,0.444593096012584,0.312912969056747,0,0,0,0,0.230238467918885
"TCGA.A3.3380.01A",0,0.0267781628857174,0,0.404101799289511,0.341811227553637,0,0,0,0,0.227308810271134
"TCGA.BP.4998.01A",0,0.0484087272889095,0,0.277413279449585,0.361306700769075,0,0,0,0,0.31287129249243
"TCGA.A3.3383.01A",0,0.101216907531601,0,0.586886755854503,0.172950360996954,0,0,0,0,0.138945975616942
"TCGA.BP.4353.01A",0,0.104771159514958,0,0.230273784407343,0.392370118059887,0,0,0,0,0.272584938017812
"TCGA.CJ.5686.01A",0,0.0502110797122794,0,0.435883130911198,0.287450356413542,0,0,0.00191458909338002,0,0.2245408438696
"TCGA.EU.5907.01A",0,0.00111705667282107,0,0.629432414604761,0.202531745633595,0,0,0,0,0.166918783088824
"TCGA.B0.4703.01A",0,0.0262393209422793,0,0.221947979476791,0.328215008399893,0,0,0,0,0.423597691181036
"TCGA.B0.5119.01A",0,0,0,0.414612839662424,0.37895459664395,0,0,0,0,0.206432563693626
"TCGA.B0.4822.01A",0,0.033840797370189,0,0.409848221453602,0.29421716137813,0,0,0,0,0.262093819798079
"TCGA.B4.5835.01A",0,0.162175621167531,0,0.615709815393254,0.101007284499934,0,0,0,0,0.121107278939281
"TCGA.CZ.5460.01A",0,0.0525652191449034,0,0.525866845694159,0.243044827678242,0,0,0,0,0.178523107482695
"TCGA.B2.3924.01A",0.00792740078697556,0.233966863868864,0,0.30846373500794,0.28816922577653,0,0,0.004681051772904,0,0.156791722786787
"TCGA.CJ.4870.01A",0,0.0208004122116145,0,0.489851379415708,0.298029433138395,0,0,0,0,0.191318775234283
"TCGA.B8.4619.01A",0,0.00926875913481814,0,0.409678416788194,0.333729629034173,0,0,0.00719019114991017,0,0.240133003892904
"TCGA.BP.5201.01A",0,0.0609954261464876,0,0.529136609930227,0.237871254653536,0,0,0,0,0.17199670926975
"TCGA.B8.A54J.01A",0,0.0043589525540406,0,0.33627793927067,0.434984393756534,0,0,0,0,0.224378714418756
"TCGA.CZ.5456.01A",0,0.0662137885999076,0,0.550073320214206,0.161879539672047,0,0,0,0,0.221833351513839
"TCGA.B0.4688.01A",0,0.0739233969996474,0,0.25925225976602,0.225481434054933,0,0,0.0270863080225897,0,0.414256601156811
"TCGA.A3.3317.01A",0,0.0247074996448495,0,0.329195983087504,0.326511103161604,0,0,0,0,0.319585414106042
"TCGA.B0.5400.01A",0,0.0710737173241399,0,0.50402088053883,0.116139396968237,0,0,0,0,0.308766005168793
"TCGA.G6.A5PC.01A",0,0.0403041551142663,0,0.811505024457689,0.0858680873971319,0,0,0,0,0.0623227330309124
"TCGA.B0.5100.01A",0,0,0,0.337147057234365,0.243581661293,0,0,0,0,0.419271281472635
"TCGA.CW.5585.01A",0,0,0,0.434293898847773,0.36432390481889,0,0,0,0,0.201382196333337
"TCGA.BP.4343.01A",0,0.204500537261749,0,0.329599677304245,0.194650882979644,0,0,0,0,0.271248902454361
"TCGA.B2.5636.01A",0,0,0,0.186106322733316,0.52015484597332,0,0,0,0,0.293738831293364
"TCGA.B0.5081.01A",0,0.130317716356481,0.00831934762915232,0.280932946322597,0.268556844565049,0,0,0,0,0.31187314512672
"TCGA.CW.5580.01A",0,0.0151738412510304,0,0.437720614715322,0.328223998296447,0,0,0,0,0.218881545737201
"TCGA.B2.3924.01A.1",0.00792740078697556,0.233966863868864,0,0.30846373500794,0.28816922577653,0,0,0.004681051772904,0,0.156791722786787
"TCGA.CJ.6027.01A",0,0.138819862937654,0,0.497077536666402,0.155406781874004,0,0,0,0,0.20869581852194
"TCGA.B0.5075.01A",0,0.149132809474993,0,0.516191065270704,0.177589527755763,0,0,0,0,0.157086597498539
"TCGA.BP.5200.01A",0,0.0500256917371057,0,0.245055526763052,0.417815724354171,0,0,0,0,0.287103057145671
"TCGA.BP.4158.01A",0,0,0,0.45640876271401,0.325775047188563,0,0,0,0,0.217816190097427
"TCGA.BP.5173.01A",0,0.0892642933632713,0,0.438782649095893,0.25848939799277,0,0.00952557407117872,0,0,0.203938085476886
"TCGA.B0.4710.01A",0,0,0,0.444877591834291,0.308207594535402,0,0,0,0,0.246914813630307
"TCGA.A3.3367.01A",0,0.0231537101862591,0,0.509882655651705,0.276160480938982,0,0,0,0,0.190803153223054
"TCGA.BP.4344.01A",0,0.0291083235426961,0,0.240840502478678,0.437239492999577,0,0,0,0,0.29281168097905
"TCGA.A3.3335.01A",0,0.0157043868694972,0,0.71270336733759,0.13681854176014,0,0,0,0,0.134773704032773
"TCGA.B0.5099.01A",0,0,0,0.444676811409882,0.358558531485788,0,0,0,0,0.19676465710433
"TCGA.AK.3427.01A",0,0.0542063753370552,0,0.62092926633115,0.0517466524009487,0,0.233068740315678,0,0.0160364999473601,0.0240124656678082
"TCGA.DV.A4W0.01A",0,0,0,0.447280357374162,0.333456014924776,0,0,0,0,0.219263627701062
"TCGA.B8.4143.01A",0,0.0725171426424292,0.00120696694805927,0.451070182659014,0.224599721021082,0,0.000826806460134444,0,0,0.249779180269282
"TCGA.B8.A54K.01A",0,0,0,0.41242058947766,0.346928975547077,0,0,0,0,0.240650434975263
"TCGA.A3.3311.01A",0,0.0601987053094771,0,0.424251387633497,0.274193869312321,0,0,0,0,0.241356037744704
"TCGA.CZ.4854.01A",0,0.000875602181901136,0,0.575944505656597,0.196628025504736,0,0,0.000324515553799251,0,0.226227351102966
"TCGA.B8.4153.01B",0,0,0,0.50575440440135,0.334060048651172,0,0,0,0,0.160185546947478
"TCGA.B2.A4SR.01A",0,0,0,0.25687250640243,0.511384786295689,0,0,0,0,0.23174270730188
"TCGA.CZ.5989.01A",0.00185271886637087,0,0,0.183011339424861,0.523054578175602,0,0,0.0583322563049056,0.000262833701739151,0.233486273526521
"TCGA.CZ.5470.01A",0,0.110142082136048,0,0.551930514225492,0.183735583361507,0,0,0,0,0.154191820276952
"TCGA.BP.4349.01A",0,0,0,0.390012367671307,0.368707073739823,0,0,0,0,0.241280558588869
"TCGA.A3.3307.01A",0,0.0389772201629565,0,0.412909810621293,0.377840598476447,0,0,0,0,0.170272370739303
"TCGA.CJ.4641.01A",0,0.12432842994123,0,0.397293426760347,0.223947303302398,0,0,0,0,0.254430839996025
"TCGA.B0.5098.01A",0,0,0,0.681360403446054,0.128272983920552,0,0,0,0,0.190366612633394
"TCGA.B0.4699.01A",0,0.147735678012431,0,0.277740675716628,0.246682645544353,0,0,0,0,0.327841000726589
"TCGA.BP.5199.01A",0,0.0892507471088103,0.0099915533004218,0.235138832282282,0.311320394209643,0,0,0,0,0.354298473098843
"TCGA.BP.4337.01A",0,0,0,0.471212430054068,0.198940820320352,0,0,0,0,0.32984674962558
"TCGA.CZ.4853.01A",0,0.0109977560782831,0,0.597104910176815,0.249833252561811,0,0,0,0,0.142064081183091
"TCGA.B0.5115.01A",0,0.000810426666952269,0,0.36854947287476,0.366237167757553,0,0,0,0,0.264402932700734
"TCGA.B8.A54G.01A",0.00294800474734328,0.340128087216059,0,0.343989257118332,0.165485652288465,0,0,0.000447974445912058,0,0.147001024183888
"TCGA.CZ.4861.01A",0,0.225918351979319,0,0.424211303483327,0.176915187028098,0,0,0,0,0.172955157509256
"TCGA.B8.5545.01A",0,0.0762465375400113,0,0.190215067561284,0.399418643387239,0,0,0,0,0.334119751511465
"TCGA.CJ.4892.01A",0,0.0351402441813137,0,0.465568289667934,0.274725579255194,0,0,0,0,0.224565886895559
"TCGA.CJ.5678.01A",0.00124410800903597,0.234667407692305,0,0.535725113183259,0.13552543067967,0,0,0,0,0.0928379404357301
"TCGA.AK.3433.01A",0,0.0352764547156584,0,0.552591889822449,0.272628311076429,0,0,0,0,0.139503344385463
"TCGA.B8.4621.01A",0,0.106698702168631,0,0.517839101657825,0.198394996271545,0,0,0,0,0.177067199901998
"TCGA.BP.4967.01A",0,0,0,0.536905346123064,0.247528158491603,0,0,0,0,0.215566495385334
"TCGA.A3.3320.01A",0,0,0,0.380003633677707,0.406169516388455,0,0,0,0,0.213826849933838
"TCGA.B8.A54D.01A",0,0.122049547959264,0,0.458525622360243,0.249858287505244,0,0,0,0,0.169566542175249
"TCGA.B2.4098.01A",0,0.12720000500903,0,0.54924564124893,0.169555932724486,0,0,0,0,0.153998421017553
"TCGA.A3.3374.01A",0,0.339961912023046,0,0.340627973146076,0.169433746762017,0,0,0,0,0.149976368068861
"TCGA.BP.5000.01A",0,0.0332349024115538,0,0.46073763961944,0.248876441954228,0,0,0,0,0.257151016014777
"TCGA.A3.A6NI.01A",0,0.0309058124904566,0,0.561611083148479,0.211555188771498,0,0,0.000847905693718745,0,0.195080009895848
"TCGA.B0.4824.01A",0,0.0908635679015994,0,0.403313288349052,0.318228675111682,0,0,0,0,0.187594468637667
"TCGA.BP.4975.01A",0,0.0237917612164024,0,0.453743356896344,0.292711089809029,0,0,0,0,0.229753792078224
"TCGA.BP.4330.01A",0,0.0813583469130605,0.000242124694517225,0.325997375918435,0.338670538372096,0,0,0.00354116805491392,0,0.250190446046977
"TCGA.B0.4841.01A",0,0.00734595355724798,0,0.416902058731624,0.348989923007383,0.00511114685319612,0,0,0,0.221650917850549
"TCGA.B8.5551.01A",0,0.435238892469035,0,0.18772388894227,0.170988315623901,0,0,0,0,0.206048902964794
"TCGA.AK.3440.01A",0,0.0464782546943314,0,0.603594830365352,0.235118042534169,0,0,0,0,0.114808872406148
"TCGA.BP.5169.01A",0,0.0763683891156528,0.000790149895946336,0.579548818177718,0.112070808658281,0,0.00118222745150324,0,0,0.230039606700899
"TCGA.BP.4770.01A",0,0.114916159902338,0,0.19287395081621,0.152964633491874,0,0,0,0,0.539245255789577
"TCGA.B4.5838.01A",0,0.00700351671456964,0,0.49607179999843,0.230829834217223,0,0,0,0,0.266094849069777
"TCGA.B0.4815.01A",0,0.155794256282389,0,0.399358142302257,0.19350087138374,0,0,0,0,0.251346730031614
"TCGA.B0.4838.01A",0,0.0475514805982175,0,0.400907934913077,0.332891879730144,0,0,0.000381135624682323,0,0.21826756913388
"TCGA.BP.5177.01A",0,0,0,0.344593318961814,0.320962718767822,0,0,0,0,0.334443962270364
"TCGA.CJ.4639.01A",0,0.0125115229963501,0,0.338206288210456,0.426137823987133,0,0,0.00517189173583729,0,0.217972473070223
"TCGA.CZ.4865.01A",0,0.0835271863515374,0,0.333858100749313,0.292418892442924,0,0,0,0,0.290195820456226
"TCGA.BP.5180.01A",0,0.0638953722678182,0,0.640087496334751,0.142888964287225,0,0,0,0,0.153128167110206
"TCGA.DV.5567.01A",0,0,0,0.349316836035522,0.39329656255777,0,0,0,0,0.257386601406709
"TCGA.BP.4992.01A",0,0.00773715011728535,0.0245590333033119,0.573699427492961,0.210440640518348,0.00978413844668179,0,0.00234547774646057,0,0.171434132374952
"TCGA.B2.5633.01A",0,0.0435901682415381,0,0.278338682387852,0.404773149955407,0,0,0,0,0.273297999415202
"TCGA.CJ.5675.01A",0.00119280495123806,0.207776116613972,0,0.45370486122107,0.202760343851916,0,0,0,0,0.134565873361804
"TCGA.B0.4701.01A",0,0.0236864011957047,0,0.532989214675973,0.247075168030118,0,0,0,0,0.196249216098204
"TCGA.BP.4784.01A",0,0,0,0.323471618697951,0.379609155032431,0,0,0,0,0.296919226269619
"TCGA.B4.5843.01A",0,0,0,0.413394205769318,0.327892506977399,0,0,0,0,0.258713287253283
"TCGA.B0.5705.01A",0,0.0475111972935762,0,0.473049436896789,0.315789630947409,0,0,0,0,0.163649734862225
"TCGA.BP.4965.01A",0,0.0147827614402512,0,0.318823318251935,0.424475347426946,0,0,0,0,0.241918572880868
"TCGA.B0.5085.01A",0,0.000467414815993641,0,0.633003191086787,0.232067322676532,0,0,0,0,0.134462071420688
"TCGA.B0.5113.01A",0,0.0216320245329828,0,0.398131828129175,0.339325683437316,0,0,0,0,0.240910463900526
"TCGA.CW.5581.01A",0,0,0,0.487517716400513,0.335700322607634,0,0,0,0,0.176781960991852
"TCGA.AK.3454.01A",0,0.0344963038967737,0,0.402598076503383,0.292337019951442,0,0,0,0,0.270568599648401
"TCGA.BP.4989.01A",0.0228383971377584,0.13048886012289,0.0166570536643888,0.312551085880592,0.217074695202954,0,0,0.000362932221801364,0,0.300026975769616
"TCGA.AK.3456.01A",0,0.0994044976276729,0,0.512479172477054,0.187267719075704,0,0,0,0,0.200848610819569
"TCGA.A3.3370.01A",0,0.0652250109250418,0,0.307523127679366,0.359308609119642,0,0,0,0,0.26794325227595
"TCGA.DV.5565.01A",0,0.0185668671978618,0,0.316982596574373,0.413728391317422,0,0,0,0,0.250722144910344
"TCGA.BP.4795.01A",0,0.0178582458600523,0,0.178163072952281,0.404266050263835,0,0,0,0,0.399712630923832
"TCGA.B0.5083.01A",0,0.225402257234255,0,0.246767366635986,0.215212217684089,0,0.000979983066020536,0,0,0.311638175379649
"TCGA.BP.4789.01A",0,0,0,0.240924610773974,0.450803316838517,0,0,0,0,0.308272072387509
"TCGA.B8.5163.01A",0,0.129650024008084,0,0.164887585686926,0.337250666064814,0,0,0,0,0.368211724240176
"TCGA.CJ.6033.01A",0,0.0247404365088407,0,0.428530278146996,0.25021486571317,0,0,0,0,0.296514419630993
"TCGA.BP.4756.01A",0,0.0617125831781689,0,0.573221125375304,0.204087360518666,0,0,0.00115389559693407,0,0.159825035330928
"TCGA.A3.3362.01A",0,0,0,0.429459314799283,0.32913356378591,0,0,0,0,0.241407121414807
"TCGA.BP.4355.01A",0,0,0,0.276247248190198,0.433112187973747,0,0,0,0,0.290640563836056
"TCGA.B0.4852.01A",0,0,0,0.503004822589304,0.304486631708932,0,0,0,0,0.192508545701763
"TCGA.A3.A6NL.01A",0,0.0343370209322382,0,0.286266698055303,0.422695831399353,0,0,0,0,0.256700449613106
"TCGA.BP.4801.01A",0,0.142156278247795,0,0.252805309460574,0.308963031936401,0,0,0,0,0.296075380355231
"TCGA.A3.3347.01A",0,0.0922415994050195,0,0.277500527351197,0.257280030845929,0,0,0,0,0.372977842397854
"TCGA.B2.3924.01B",0,0,0,0.175512961418897,0.525172402113154,0,0,0.0102923146301181,0,0.289022321837831
"TCGA.G6.A8L8.01A",0,0,0,0.562273490117712,0.276381036651167,0,0,0,0,0.161345473231121
"TCGA.MM.A564.01A",0,0,0,0.436479536330128,0.266787947565619,0,0.0414966711636902,0,0,0.255235844940563
"TCGA.BP.4775.01A",0,0.0146851743426297,0,0.409579663941356,0.347282967262264,0,0,0.00163937105029596,0,0.226812823403454
"TCGA.B0.5703.01A",0,0,0,0.517900949484389,0.234783217239154,0,0,0,0,0.247315833276457
"TCGA.CZ.5463.01A",0,0.0441100993478929,0,0.479285361014523,0.312540087408076,0,0,0.00028415808940417,0,0.163780294140103
"TCGA.B4.5844.01A",0,0.000226100812975849,0,0.246199663854344,0.512585353693196,0,0,0.000785561578848384,0.000149458444681049,0.240053861615955
"TCGA.BP.4963.01A",0,0.0456523304626297,0,0.387567726017186,0.332579097479114,0,0,0,0,0.234200846041071
"TCGA.B8.5546.01A",0,0.022874172194954,0,0.546914379278948,0.233451779479895,0,0,0,0,0.196759669046203
"TCGA.B8.5165.01A",0,0.010356193372646,0,0.288015515141595,0.418327208751636,0,0,0,0,0.283301082734123
"TCGA.CW.5587.01A",0,0.193614531567569,0,0.265283035129796,0.323528691290778,0,0,0,0,0.217573742011858
"TCGA.BP.4983.01A",0.00275743165261628,0.198181699982703,0,0.366805001563977,0.182624571761492,0,0,0.000174394130751621,0,0.24945690090846
"TCGA.BP.4177.01A",0,0,0,0.420276894505163,0.301430186603096,0,0,0,0,0.278292918891741
"TCGA.B8.4151.01A",0,0.0186240402577275,0,0.67430675169844,0.206846941899767,0,0,0,0,0.100222266144065
"TCGA.MM.A84U.01A",0,0.0247459329572291,0,0.485887663095591,0.228354777061146,0,0,0,0,0.261011626886033
"TCGA.A3.3365.01A",0,0.0229603369618522,0,0.29270280718359,0.419086100851316,0,0,0,0,0.265250755003241
"TCGA.BP.4807.01A",0,0.0676863613839255,0,0.410761162756691,0.256803288842626,0,0,0,0,0.264749187016757
"TCGA.A3.A8OW.01A",0,0,0,0.351821777285923,0.447573404110314,0,0,0,0,0.200604818603763
"TCGA.CZ.4859.01A",0,0.00116589510929433,0,0.548634677256738,0.287560413128269,0,0,0,0,0.162639014505699
"TCGA.CZ.5453.01A",0,0,0,0.508726590643124,0.305289770919009,0,0,0,0,0.185983638437866
"TCGA.B2.5633.01B",0,0,0,0.11425629679732,0.531699935774528,0,0,0.0151681100470048,0,0.338875657381148
"TCGA.CZ.5458.01A",0,0.0274684426356741,0,0.421641063727796,0.35172859573215,0,0,0,0,0.19916189790438
"TCGA.BP.4354.01A",0,0.261759710462669,0,0.145826136761019,0.275189096938188,0,0,0,0,0.317225055838124
"TCGA.B8.A54E.01A",0,0.101257299299404,0,0.605186968871953,0.160446901122514,0,0,0,0,0.133108830706129
"TCGA.DV.5568.01A",0,0.0489745954041176,0,0.441527926035637,0.227750929737621,0,0,0,0,0.281746548822625
"TCGA.B8.5162.01A",0,0.33645276291758,0,0.0945519979053295,0.240994907087996,0,0,0,0,0.328000332089095
"TCGA.AK.3460.01A",0,0.0325548421597062,0,0.445714133867115,0.328135963931527,0,0,0,0,0.193595060041652
"TCGA.CJ.5677.01A",0,0.0874521455263706,0,0.484189796044873,0.142512340380073,0,0,0,0,0.285845718048683
"TCGA.CZ.4866.01A",0,0.0565889614568099,0,0.556665622242523,0.224275288035021,0,0,0,0,0.162470128265646
"TCGA.B0.4817.01A",0,0.00917340021160572,0,0.728720024785904,0.0952882662209383,0.0192239494369336,0,0,0,0.147594359344619
"TCGA.CJ.6028.01A",0,0.0936451141720288,0,0.346125886448929,0.31204043488786,0,0,0,0,0.248188564491182
"TCGA.B2.4102.01A",0,0.0515877241520924,0,0.352104608596278,0.378373880525029,0,0,0,0,0.2179337867266
"TCGA.B0.4844.01A",0,0.0123092692144886,0,0.676537040854164,0.117465395251781,0,0,0,0,0.193688294679567
"TCGA.BP.5184.01A",0,0.0504653081964297,0,0.371123179791354,0.312006170466408,0,0,0,0,0.266405341545809
"TCGA.BP.5168.01A",0,0.0135877023145769,0,0.425830389950451,0.338462838944173,0,0,0,0,0.222119068790798
"TCGA.BP.4160.01A",0,0.175582211606627,0,0.348867903340998,0.25784497742045,0,0,0,0,0.217704907631924
"TCGA.BP.5190.01A",0,0.0150983060026629,0,0.686341276641832,0.174606806435592,0,0,0,0,0.123953610919913
"TCGA.CW.6087.01A",0.00484815362640823,0.454351591693238,0.00122848306327996,0.0982619003461697,0.186328873375757,0,0,0.00111465922018452,0,0.253866338674963
"TCGA.CZ.5465.01A",0,0,0,0.58215146398333,0.251780109740192,0,0,0,0,0.166068426276478
"TCGA.BP.5202.01A",0,0.0217278790138566,0,0.432722554433029,0.320525108517828,0,0,4.99797096210681e-05,0,0.224974478325665
"TCGA.B0.4847.01A",0.0146813911561472,0.101437677990469,0.0103257689929397,0.553731856678383,0.177401126323733,0,0.000935078824458455,0.000908183625815169,0,0.140578916408055
"TCGA.B0.4712.01A",0,0.0717376847040363,0,0.566475411669638,0.10434058032779,0,0,0,0,0.257446323298536
"TCGA.BP.4352.01A",0,0,0,0.685230845863523,0.0944315552667671,0,0,0,0,0.22033759886971
"TCGA.BP.4787.01A",0,0.0742429902053113,0,0.472344564591667,0.150346141556222,0,0,0,0,0.3030663036468
"TCGA.CZ.5459.01A",0,0.0316052016674863,0,0.562629473282747,0.214591891688095,0,0,0,0,0.191173433361672
"TCGA.B0.4837.01A",0,0.018958066812634,0,0.483439550494144,0.236530387174942,0,0,0,0,0.261071995518281
"TCGA.BP.4970.01A",0,0.0736990516042334,0,0.227239798850781,0.383679166132026,0,0,0,0,0.31538198341296
"TCGA.B0.5700.01A",0,0.0267061854947601,0,0.541221853171897,0.275469082024484,0,0,0,0,0.156602879308859
"TCGA.AK.3425.01A",0,0.179798431102506,0,0.40638754694499,0.169727813092866,0,0,0,0,0.244086208859638
"TCGA.B2.5633.01A.1",0,0.0435901682415381,0,0.278338682387852,0.404773149955407,0,0,0,0,0.273297999415202
"TCGA.B0.5117.01A",0,0.0353688611571755,0,0.542128658910656,0.258804259935925,0,0,0,0,0.163698219996244
"TCGA.B0.5121.01A",0,0.0155372778489607,0,0.421212807632831,0.347910030325299,0,0,0,0,0.215339884192909
"TCGA.CJ.4881.01A",0,0.0657549484941331,0,0.461084080774122,0.191197362843058,0,0,0,0,0.281963607888687
