"","T Cells","Macrophages","NK","Cancer Cells","Endothelial Cells","Monocyte","B Cells","DC","Mast Cells","Fibroblasts"
"TCGA.B0.4698.01A",0.047825294859479,0.196694664210956,0,0.258799458574308,0.198297289858167,0,0,0.0378209787839312,0,0.260562313713158
"TCGA.B0.4691.01A",0,0.0172594904558969,0,0.630302077631843,0.115875539285268,0,0,0,0,0.236562892626993
"TCGA.CJ.4895.01A",0,0.0772273678557924,0,0.397528194620799,0.250845756585921,0,0,0,0,0.274398680937488
"TCGA.AK.3458.01A",0,0.0165079856779734,0,0.748403878235367,0.0752450418550459,0,0.0720202766522803,0,0,0.0878228175793332
"TCGA.BP.4326.01A",0,0,0,0.382180204267655,0.322530742405104,0,0,0,0,0.295289053327241
"TCGA.B0.4945.01A",0,0,0,0.351993298477099,0.429061664475275,0,0,0,0,0.218945037047626
"TCGA.A3.3323.01A",0,0.0335949043416518,0,0.327258998920775,0.361821895222885,0,0,0,0,0.277324201514688
"TCGA.B0.4836.01A",0,0.0310544590615377,0,0.481448453024541,0.196608726485756,0,0,0,0,0.290888361428165
"TCGA.BP.4968.01A",0,0.0623222326094916,0,0.474649586644647,0.254716016790411,0,0,0,0,0.20831216395545
"TCGA.CJ.4918.01A",0,0.0549528718748647,0,0.194346430187667,0.409175492126858,0,0,0,0,0.34152520581061
"TCGA.B0.4707.01A",0,0,0,0.686687933786368,0.0796624881494424,0,0,0,0,0.233649578064189
"TCGA.BP.5006.01A",0,0.0308612352127785,0,0.451646076929478,0.310561016496247,0,0,0.000616862334278091,0,0.206314809027219
"TCGA.CJ.5679.01A",0,0,0,0.637535316141724,0.140134296724734,0,0,0,0,0.222330387133542
"TCGA.BP.5186.01A",0,0.00030081930300786,0,0.391896582160503,0.342505612010266,0,0,0.00132652964030776,0,0.263970456885915
"TCGA.CZ.5467.01A",0,0.0192882220318614,0,0.382100177432922,0.380429477916627,0,0,0.000450622640944352,0,0.217731499977646
"TCGA.B0.5080.01A",0,0.0253122849577584,0,0.196174994247038,0.387297641672523,0,0,0,0,0.391215079122681
"TCGA.BP.4995.01A",0,0.0260752956377872,0,0.421090621421529,0.346643226853482,0,0,0,0,0.206190856087202
"TCGA.CZ.5451.01A",0,0.0285361741920991,0,0.455522475299393,0.356420871244863,0,0,0.000725165578031438,0,0.158795313685614
"TCGA.CJ.4888.01A",0,0.206104477010353,0,0.27011922238981,0.223098538406548,0,0,0,0,0.300677762193289
"TCGA.B2.3923.01A.1",0,0.0407082414173277,0,0.463437682550329,0.322751678122078,0,0,0.0101090453900037,0,0.162993352520262
"TCGA.BP.4351.01A",0,0,0,0.463867266142396,0.279822168443405,0,0,0,0,0.256310565414199
"TCGA.A3.3376.01A",0,0.0247514714863164,0,0.119629368428059,0.531306153033223,0,0,0,0,0.324313007052402
"TCGA.B0.4839.01A",0,0.0903285948962428,0,0.462185561099735,0.26810732120368,0,0,0,0,0.179378522800342
"TCGA.CJ.4894.01A",0,0.0603178998514485,0,0.315627689686948,0.342708614230968,0,0,0.0112009238883249,0,0.270144872342311
"TCGA.BP.5187.01A",0,0,0,0.391599379625175,0.315401350696287,0,0,0,0,0.292999269678538
"TCGA.B0.5110.01A",0,0.00272325609534863,0,0.261041075263668,0.458657258045673,0,0,0,0,0.27757841059531
"TCGA.BP.4972.01A",0,0.112339908383981,0,0.238175188249988,0.340651454577812,0,0,0,0,0.308833448788219
"TCGA.MW.A4EC.01A",0,0.0157429558845792,0,0.562243107220751,0.284098341251302,0,0,0,0,0.137915595643368
"TCGA.B8.4622.01A",0,0.0386683809354913,0,0.402182686563269,0.31077963802636,0,0,0,0,0.24836929447488
"TCGA.B0.5108.01A",0,0.122957828307799,0,0.185368793450432,0.322525543364871,0,0,0,0,0.369147834876899
"TCGA.AK.3445.01A",0,0.063542473867705,0,0.467217542182262,0.206867829259692,0,0,0,0,0.262372154690341
"TCGA.B0.5701.01A",0,0.0377143799763701,0,0.574986337271743,0.205858086762224,0,0,0,0,0.181441195989663
"TCGA.CJ.4636.01A",0,0.119376581841493,0,0.365203085456576,0.25933163064159,0,0,0,0,0.256088702060342
"TCGA.B0.5697.01A",0,0.142299002151966,0,0.404018033378681,0.244962783056906,0,0,0,0,0.208720181412448
"TCGA.BP.5175.01A",0,0.0154209591340009,0,0.710188444968721,0.0925830761174967,0,0,0,0,0.181807519779782
"TCGA.BP.5191.01A",0,0.170013072409359,7.66355597002526e-06,0.590285639725416,0.0946720361250237,0,0,0,0,0.145021588184231
"TCGA.BP.4763.01A",0,0.00653736499596776,0,0.447163147087796,0.299507417576425,0,0,0,0,0.246792070339811
"TCGA.BP.4803.01A",0,0.0135317669426969,0,0.436520076886981,0.30405612579218,0,0,0,0,0.245892030378143
"TCGA.B0.5402.01A",0,0,0,0.451333142987399,0.323265087587298,0,0,0,0,0.225401769425302
"TCGA.B0.4697.01A",0.0479473446958985,0.104141905417537,0.00685429605094346,0.231476352513496,0.192568891146683,0,0.0770542792547408,0,0,0.3399569309207
"TCGA.BP.4769.01A",0,0,0,0.266057531688079,0.363191972012921,0,0,0,0,0.370750496299
"TCGA.BP.4774.01A",0,0,0,0.403681265335463,0.353914352640163,0,0,0,0,0.242404382024374
"TCGA.B8.A54F.01A",0,0.0273007851951313,0,0.441446104545635,0.267651194424701,0,0,0,0,0.263601915834533
"TCGA.CJ.4874.01A",0,0.0982801280845461,0,0.405428831632578,0.328087826679921,0,0,0,0,0.168203213602955
"TCGA.BP.4991.01A",0,0,0,0.222163050641069,0.498489627441407,0,0,0,0,0.279347321917524
"TCGA.CZ.5469.01A",0,0.00757898003929661,0,0.67544616340235,0.129633029172752,0,0,0,0,0.187341827385602
"TCGA.CZ.5464.01A",0,0.0815589777328839,0,0.401644429230177,0.256446328179445,0,0,0,0,0.260350264857495
"TCGA.CJ.5680.01A",0,0.0131315970515612,0,0.509135019495619,0.261035738104947,0,0,0.00146442657592416,0,0.215233218771948
"TCGA.CJ.4871.01A",0,0.0150856592357796,0,0.482553176268182,0.247758795803896,0,0,0,0,0.254602368692143
"TCGA.G6.A8L6.01A",0,0.0333262486616099,0,0.456952368013776,0.267426782353406,0,0.0583163009775092,0,0,0.1839782999937
"TCGA.B0.4827.01A",0,0.0700881140803204,0,0.378673624620783,0.262022783111271,0,0,0,0,0.289215478187626
"TCGA.B0.4848.01A",0,0.0774085169106025,0,0.462614294147311,0.22562742800135,0,0,0,0,0.234349760940736
"TCGA.CZ.5985.01A",0,0.123647690160586,0,0.470561187246312,0.233773360299024,0,0,0,0,0.172017762294077
"TCGA.A3.3359.01A",0,0.0428816497302621,0,0.363590363900551,0.378540957452052,0,0,0,0,0.214987028917135
"TCGA.CZ.5984.01A",0,0.0316406697253929,0,0.579851383032648,0.209339707764861,0,0,0,0,0.179168239477098
"TCGA.BP.5176.01A",0,0.0261635708730742,0,0.479004664715297,0.299492061527542,0,0,0,0,0.195339702884087
"TCGA.BP.5170.01A",0,0.0593134830191786,0,0.432489290059518,0.254290866337814,0,0,0,0,0.253906360583489
"TCGA.CJ.4638.01A",0,0,0,0.742706077604514,0.107154195372894,0,0,0,0,0.150139727022593
"TCGA.B0.4823.01A",0,0.0714913760924853,0,0.351949786356628,0.294158350385516,0,0,0,0,0.282400487165371
"TCGA.6D.AA2E.01A",0,0.0648687791508979,0,0.541817717497195,0.191344777224659,0,0,0,0,0.201968726127248
"TCGA.AK.3453.01A",0.0140879301017803,0.0861211222805802,0.00578372663494769,0.531764604575643,0.176617537970959,0,0.0125449025117917,0.0033085757627433,0,0.169771600161556
"TCGA.B0.5692.01A",0,0.126903518060169,0,0.477086454500552,0.251647789294735,0,0,0,0,0.144362238144545
"TCGA.BP.5194.01A",0,0.0299192559947959,0,0.367622783475197,0.353085838865648,0,0,0,0,0.249372121664359
"TCGA.A3.3357.01A",0,0.0664000801072231,0,0.554823718268692,0.235714246549955,0,0,0,0,0.14306195507413
"TCGA.BP.4797.01A",0,0.0638875994395242,0,0.445737183902968,0.245323083413033,0,0,0,0,0.245052133244476
"TCGA.CJ.5689.01A",0,0.07510376454934,0,0.287568125601434,0.307705282404506,0,0,0,0,0.32962282744472
"TCGA.BP.4765.01A",0,0,0,0.395083630052019,0.350741030189007,0,0,0,0,0.254175339758974
"TCGA.B8.4620.01A",0,0.0521292630425067,0,0.387713023300713,0.245455559676087,0.00777281439619773,0,0,0,0.306929339584496
"TCGA.DV.A4VX.01A",0,0.00842627518955574,0,0.825723573386613,0.0778477616548906,0,0,0,0,0.0880023897689409
"TCGA.B0.4819.01A",0.0295953015441068,0.121240004547123,0.0254697584279059,0.258412688374106,0.260721826580951,0,0,0,0,0.304560420525807
"TCGA.B0.4816.01A",0,0.107347601110778,0,0.316709794283605,0.341374197159003,0,0,0,0,0.234568407446614
"TCGA.CJ.4889.01A",0,0.0858273054318542,0,0.192034533883889,0.324469121600445,0,0,0.00133252598017856,0,0.396336513103633
"TCGA.BP.4165.01A",0,0.0200479892435171,0,0.454417029596074,0.299474337779856,0,0,0,0,0.226060643380554
"TCGA.BP.4981.01A",0,0.0196923507979287,0,0.606144228651824,0.211533642595672,0,0,0,0,0.162629777954575
"TCGA.B2.3923.01B",0,0,0,0.140748614265474,0.517055676663995,0,0,0.00664319927691974,0.000159706087208377,0.335392803706402
"TCGA.AS.3777.01A",0,0.0791522697252621,0,0.670903966459281,0.126954367360903,0,0,0,0,0.122989396454554
"TCGA.BP.4176.01A",0,0.155910627143089,0,0.393624114129575,0.214256665973932,0,0,0,0,0.236208592753404
"TCGA.B0.5120.01A",0,0.0413992313590585,0,0.332198146221926,0.325332653150379,0,0,0,0,0.301069969268636
"TCGA.B8.4146.01B",0.000300371279490168,0.0198607012316404,0,0.32242192739731,0.434171186769442,0.00106759631751236,0,0.0343157865215424,0.000188416227091765,0.18767401425597
"TCGA.BP.5174.01A",0,0.0189194320772372,0,0.626618340755715,0.188473564359276,0,0,0,0,0.165988662807772
"TCGA.BP.4977.01A",0,0.0202630287006646,0,0.505661042874932,0.257326295910071,0,0,0,0,0.216749632514333
"TCGA.B8.5549.01A",0,0.0326198966220584,0,0.39433722872842,0.347061146095732,0,0,0,0,0.22598172855379
"TCGA.CJ.4886.01A",0,0.0491201022863444,0,0.30262840352798,0.378166399452529,0,0,0,0,0.270085094733147
"TCGA.CJ.6032.01A",0,0,0,0.427917412658839,0.3826680451429,0,0,0,0,0.189414542198261
